reference_id,reference_name,region,sector_id,establishment_year,n_original,w_original,s_original,n_current,w_current,s_current,total_drift,drift_rate_per_year,last_verified_date,status,stability_rating,monument_type,maintenance_history,notes
GPR-378,Sector-7-Southwest Abandoned Stake K,Sector-7-Southwest,SW-8,1832,73.965,-168.486,70.583,-152.194,-534.614,177.975,443.544,16.428,1856-04-23,DEPRECATED,0.315,CARVED_ROCK,2,Severe drift acceleration post-1849 collapse; High drift rate of 16.43 units/year exceeds Guild standards; Marked for decommissioning
GPR-379,Sector-7-Southwest Failed Control Point L,Sector-7-Southwest,SW-3,1836,490.365,308.896,124.863,294.761,311.518,207.193,212.24,9.228,1854-11-08,LOST,0.231,STONE_PILLAR,1,"Coordinates reset twice since collapse, both failed; High drift rate of 9.23 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-380,Sector-7-Southwest Fault Line Point M,Sector-7-Southwest,SW-3,1837,159.156,-130.233,35.08,-94.429,-437.059,48.244,398.272,18.103,1856-05-17,DESTROYED,0.165,BRONZE_DISC,0,"Pre-collapse measurements unreliable for current use; High drift rate of 18.10 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-381,Sector-7-Southwest Lost Reference N,Sector-7-Southwest,SW-7,1815,225.999,-332.717,115.551,-158.677,-536.075,253.45,456.449,10.374,1852-08-30,LOST,0.169,BRONZE_DISC,2,Shows continuing drift pattern consistent with SW fault; High drift rate of 10.37 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-382,Sector-7-Southwest Drift Datum O,Sector-7-Southwest,SW-7,1843,-25.41,-354.85,174.056,90.988,-368.794,198.371,119.725,7.483,1858-05-24,DEPRECATED,0.37,BRONZE_DISC,1,Part of collapse monitoring network; High drift rate of 7.48 units/year exceeds Guild standards; Marked for decommissioning
GPR-383,Sector-7-Southwest Lost Reference P,Sector-7-Southwest,SW-5,1821,302.316,-244.656,116.835,458.643,-474.925,193.482,288.68,7.597,1856-08-11,DEPRECATED,0.346,STONE_PILLAR,2,Monument tilted 15° following 1849 subsidence; High drift rate of 7.60 units/year exceeds Guild standards; Marked for decommissioning
GPR-384,Sector-7-Southwest Ruined Monument Q,Sector-7-Southwest,SW-1,1843,-432.048,-88.751,105.053,-600.714,167.116,-35.861,337.302,21.081,1857-05-14,DESTROYED,0.174,STONE_PILLAR,0,"Shows continuing drift pattern consistent with SW fault; High drift rate of 21.08 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-385,Sector-7-Southwest Fault Line Point R,Sector-7-Southwest,SW-2,1805,-370.093,156.395,179.979,-118.883,369.337,232.584,333.494,6.176,1857-02-25,LOST,0.232,CARVED_ROCK,2,"Coordinates reset twice since collapse, both failed; High drift rate of 6.18 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys; Pre-Guild era monument, historical significance"
GPR-386,Sector-7-Southwest Destroyed Sector Pillar S,Sector-7-Southwest,SW-5,1810,-222.713,-437.613,77.718,-519.608,-53.477,-120.042,524.23,10.699,1855-10-03,DESTROYED,0.173,BRONZE_DISC,2,Monument tilted 15° following 1849 subsidence; High drift rate of 10.70 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion
GPR-387,Sector-7-Southwest Subsidence Monument T,Sector-7-Southwest,SW-9,1849,113.966,-393.75,88.316,70.969,-433.461,98.833,59.467,5.947,1850-09-06,LOST,0.311,IRON_STAKE,0,High drift rate of 5.95 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-388,Sector-7-Southwest Lost Reference U,Sector-7-Southwest,SW-5,1809,404.618,74.64,103.077,379.076,-100.586,574.49,503.575,10.071,1856-12-29,DEPRECATED,0.33,BRONZE_DISC,5,"Foundation compromised by fault line movement; High drift rate of 10.07 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-389,Sector-7-Southwest Fault Line Point V,Sector-7-Southwest,SW-9,1822,-197.172,-444.805,199.403,-320.843,-120.261,125.952,354.991,9.594,1857-09-12,DEPRECATED,0.362,STONE_PILLAR,2,Monument tilted 15° following 1849 subsidence; High drift rate of 9.59 units/year exceeds Guild standards; Marked for decommissioning
GPR-390,Sector-7-Southwest Collapse Zone Marker W,Sector-7-Southwest,SW-7,1842,195.882,396.461,126.123,-16.014,464.24,186.181,230.436,13.555,1849-12-06,LOST,0.199,STONE_PILLAR,0,Monument tilted 15° following 1849 subsidence; High drift rate of 13.56 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-391,Sector-7-Southwest Lost Reference X,Sector-7-Southwest,SW-2,1850,-192.269,33.94,166.85,-142.992,-12.069,144.79,70.935,7.882,1850-09-02,LOST,0.313,IRON_STAKE,0,High drift rate of 7.88 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-392,Sector-7-Southwest Ruined Monument Y,Sector-7-Southwest,SW-3,1847,424.816,-463.122,28.318,403.642,-155.581,-138.762,350.636,29.22,1856-01-27,LOST,0.295,IRON_STAKE,0,"Coordinates reset twice since collapse, both failed; High drift rate of 29.22 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-393,Sector-7-Southwest Abandoned Stake Z,Sector-7-Southwest,SW-3,1853,317.8,-393.669,99.429,271.286,-342.989,93.287,69.063,11.51,1856-08-10,DEPRECATED,0.318,IRON_STAKE,0,High drift rate of 11.51 units/year exceeds Guild standards; Marked for decommissioning
GPR-394,Sector-7-Southwest Failed Control Point A,Sector-7-Southwest,SW-9,1808,464.692,-286.768,9.117,299.86,-372.097,57.715,191.865,3.762,1856-02-26,LOST,0.293,STONE_PILLAR,2,"Part of collapse monitoring network; Marked for decommissioning; Monument not located during last three surveys; Pre-Guild era monument, historical significance"
GPR-395,Sector-7-Southwest Subsidence Monument B,Sector-7-Southwest,SW-2,1850,112.442,277.662,3.126,60.226,243.752,-18.603,65.943,7.327,1857-05-05,DEPRECATED,0.328,CARVED_ROCK,0,High drift rate of 7.33 units/year exceeds Guild standards; Marked for decommissioning
GPR-396,Sector-7-Southwest Subsidence Monument C,Sector-7-Southwest,SW-4,1809,23.087,-87.969,187.618,-283.876,-300.409,187.581,373.306,7.466,1856-04-25,DEPRECATED,0.367,BRONZE_DISC,4,"Foundation compromised by fault line movement; High drift rate of 7.47 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-397,Sector-7-Southwest Ruined Monument D,Sector-7-Southwest,SW-4,1812,30.199,-404.316,72.38,81.997,-770.374,248.633,409.568,8.714,1857-12-19,DEPRECATED,0.32,STONE_PILLAR,5,Monument tilted 15° following 1849 subsidence; High drift rate of 8.71 units/year exceeds Guild standards; Marked for decommissioning
GPR-398,Sector-7-Southwest Abandoned Stake E,Sector-7-Southwest,SW-3,1810,-456.884,144.861,57.013,-592.345,394.317,162.634,302.876,6.181,1851-12-23,DESTROYED,0.167,BRONZE_DISC,2,Pre-collapse measurements unreliable for current use; High drift rate of 6.18 units/year exceeds Guild standards; Marked for decommissioning; Monument destroyed in 1849 collapse
GPR-399,Sector-7-Southwest Ruined Monument F,Sector-7-Southwest,SW-2,1804,221.403,92.707,65.194,344.232,-28.36,162.072,197.812,3.597,1855-10-05,DESTROYED,0.357,CARVED_ROCK,2,"Monument tilted 15° following 1849 subsidence; Marked for decommissioning; Monument destroyed in 1849 collapse; Pre-Guild era monument, historical significance"
GPR-400,Sector-7-Southwest Failed Control Point G,Sector-7-Southwest,SW-8,1803,-355.059,427.887,90.998,-582.198,565.21,132.235,268.608,4.797,1858-11-29,ACTIVE,0.58,CARVED_ROCK,17,"Part of collapse monitoring network; Pre-Guild era monument, historical significance"
GPR-401,Sector-7-Southwest Unstable Benchmark H,Sector-7-Southwest,SW-3,1807,-41.421,-328.799,68.715,106.494,84.458,167.195,449.842,8.651,1856-12-16,DEPRECATED,0.318,CARVED_ROCK,3,"Severe drift acceleration post-1849 collapse; High drift rate of 8.65 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-402,Sector-7-Southwest Ruined Monument I,Sector-7-Southwest,SW-8,1855,91.581,336.989,55.834,126.614,299.409,43.025,52.95,13.237,1856-05-01,DESTROYED,0.19,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended; High drift rate of 13.24 units/year exceeds Guild standards; Marked for decommissioning; Monument destroyed in 1849 collapse"
GPR-403,Sector-7-Southwest Collapse Zone Marker J,Sector-7-Southwest,SW-1,1830,4.216,-74.302,78.864,188.992,-452.023,76.649,420.5,14.5,1850-03-25,DESTROYED,0.176,BRONZE_DISC,1,"Monument tilted 15° following 1849 subsidence; High drift rate of 14.50 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-404,Sector-7-Southwest Unstable Benchmark K,Sector-7-Southwest,SW-4,1841,-484.07,169.036,32.361,-389.188,281.819,353.497,353.343,19.63,1855-12-06,LOST,0.173,WOODEN_POST,0,"Coordinates reset twice since collapse, both failed; Wooden monument shows decay, replacement recommended; High drift rate of 19.63 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-405,Sector-7-Southwest Collapse Zone Marker L,Sector-7-Southwest,SW-2,1824,-167.094,-467.286,85.18,32.084,-448.339,150.922,210.601,6.017,1849-10-02,DESTROYED,0.361,CARVED_ROCK,1,Part of collapse monitoring network; High drift rate of 6.02 units/year exceeds Guild standards; Marked for decommissioning; Vandalized beyond repair
GPR-406,Outer-Territories Frontier Marker,Outer-Territories,OT-2,1824,119.133,-134.429,35.053,-12.174,-70.946,-9.72,152.566,4.359,1858-10-31,ACTIVE,0.634,IRON_STAKE,6,
GPR-407,Outer-Territories Boundary Point,Outer-Territories,OT-10,1855,-290.206,245.017,45.087,-304.158,255.825,38.405,18.872,4.718,1857-02-23,DEPRECATED,0.31,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended; Marked for decommissioning"
GPR-408,Outer-Territories Wilderness Datum,Outer-Territories,OT-8,1845,325.379,399.451,90.396,351.685,428.78,126.68,53.56,3.826,1858-11-13,ACTIVE,0.613,IRON_STAKE,1,
GPR-409,Outer-Territories Boundary Point,Outer-Territories,OT-2,1805,-321.188,458.257,15.389,-418.4,370.047,-28.396,138.377,2.563,1856-10-01,DEPRECATED,0.468,IRON_STAKE,6,"Pre-Guild era monument, historical significance"
GPR-410,Outer-Territories Perimeter Stake,Outer-Territories,OT-9,1808,-79.87,237.709,4.296,-190.855,307.832,43.185,136.921,2.685,1858-10-07,ACTIVE,0.535,IRON_STAKE,10,"Pre-Guild era monument, historical significance"
GPR-411,Outer-Territories Edge Monument,Outer-Territories,OT-6,1831,196.864,341.908,89.051,126.485,397.238,57.666,94.866,3.388,1857-02-25,DEPRECATED,0.48,IRON_STAKE,2,
GPR-412,Outer-Territories Border Pillar,Outer-Territories,OT-1,1809,-44.073,-333.637,184.826,-137.144,-128.558,258.356,236.909,4.738,1858-07-14,ACTIVE,0.572,IRON_STAKE,7,"Pre-Guild era monument, historical significance"
GPR-413,Outer-Territories Remote Benchmark,Outer-Territories,OT-4,1807,-183.374,-373.526,52.081,-166.891,-496.266,27.938,126.173,2.426,1858-09-27,ACTIVE,0.557,STONE_PILLAR,9,"Pre-Guild era monument, historical significance"
GPR-414,Outer-Territories Remote Benchmark,Outer-Territories,OT-9,1819,-475.075,431.069,153.704,-321.73,307.784,237.964,214.041,5.351,1857-02-01,DEPRECATED,0.423,STONE_PILLAR,3,High drift rate of 5.35 units/year exceeds Guild standards
GPR-415,Outer-Territories Border Pillar,Outer-Territories,OT-8,1818,254.162,494.066,133.378,376.992,721.026,90.028,261.682,6.382,1856-09-10,LOST,0.222,WOODEN_POST,2,"Wooden monument shows decay, replacement recommended; High drift rate of 6.38 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-416,Outer-Territories Perimeter Stake,Outer-Territories,OT-10,1853,-142.606,-173.634,121.63,-141.151,-158.149,128.982,17.202,2.867,1858-12-10,ACTIVE,0.521,STONE_PILLAR,1,
GPR-417,Outer-Territories Wilderness Datum L,Outer-Territories,OT-9,1825,-182.242,105.078,188.68,-242.306,-47.12,265.157,180.611,5.312,1857-06-19,DEPRECATED,0.394,STONE_PILLAR,4,High drift rate of 5.31 units/year exceeds Guild standards; Marked for decommissioning
GPR-418,Outer-Territories Edge Monument M,Outer-Territories,OT-5,1828,-412.401,227.853,88.844,-282.509,137.448,154.215,171.227,5.523,1858-09-14,ACTIVE,0.509,CARVED_ROCK,4,High drift rate of 5.52 units/year exceeds Guild standards
GPR-419,Outer-Territories Remote Benchmark N,Outer-Territories,OT-10,1838,-292.216,-25.387,173.505,-374.832,62.22,197.888,122.861,5.851,1857-05-12,DEPRECATED,0.347,STONE_PILLAR,1,High drift rate of 5.85 units/year exceeds Guild standards; Marked for decommissioning
GPR-420,Outer-Territories Perimeter Stake O,Outer-Territories,OT-3,1835,67.916,414.872,39.852,-40.341,410.031,122.843,136.494,5.687,1856-11-13,DEPRECATED,0.342,IRON_STAKE,2,High drift rate of 5.69 units/year exceeds Guild standards; Marked for decommissioning
GPR-421,Outer-Territories Boundary Point P,Outer-Territories,OT-4,1801,-345.976,-199.831,128.111,-558.18,-106.15,68.172,239.582,4.131,1856-07-31,DEPRECATED,0.49,BRONZE_DISC,4,"Pre-Guild era monument, historical significance"
GPR-422,Outer-Territories Wilderness Datum Q,Outer-Territories,OT-5,1831,-433.275,245.566,116.213,-288.776,295.778,111.514,153.047,5.466,1851-07-21,LOST,0.283,WOODEN_POST,1,"Wooden monument shows decay, replacement recommended; High drift rate of 5.47 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-423,Outer-Territories Remote Benchmark R,Outer-Territories,OT-10,1803,-38.956,193.283,71.477,-89.129,242.521,153.72,108.193,1.932,1857-09-10,DEPRECATED,0.487,STONE_PILLAR,4,"Pre-Guild era monument, historical significance"
GPR-424,Outer-Territories Territorial Marker S,Outer-Territories,OT-4,1849,264.689,98.762,33.427,249.277,127.693,46.001,35.109,3.511,1858-07-06,ACTIVE,0.511,BRONZE_DISC,1,
GPR-425,Outer-Territories Territorial Marker T,Outer-Territories,OT-10,1822,-487.102,18.171,74.603,-530.757,130.472,20.257,132.177,3.572,1858-11-05,ACTIVE,0.528,CARVED_ROCK,5,
GPR-426,Outer-Territories Provincial Datum U,Outer-Territories,OT-9,1854,51.113,256.307,22.793,34.967,268.46,30.863,21.76,4.352,1858-10-13,ACTIVE,0.527,IRON_STAKE,0,
GPR-427,Outer-Territories Boundary Point V,Outer-Territories,OT-10,1833,-157.955,209.895,5.752,-237.136,311.656,-45.246,138.657,5.333,1858-02-27,DEPRECATED,0.351,BRONZE_DISC,2,High drift rate of 5.33 units/year exceeds Guild standards; Marked for decommissioning
GPR-428,Outer-Territories Perimeter Stake W,Outer-Territories,OT-2,1804,-15.745,-68.753,39.27,72.723,-17.165,30.711,102.768,1.869,1858-12-20,ACTIVE,0.691,STONE_PILLAR,16,"Pre-Guild era monument, historical significance"
GPR-429,Outer-Territories Wilderness Datum X,Outer-Territories,OT-2,1838,401.175,-315.218,70.307,429.118,-279.521,88.436,48.824,2.325,1858-11-20,ACTIVE,0.558,STONE_PILLAR,2,
GPR-430,Outer-Territories Outpost Stone Y,Outer-Territories,OT-9,1836,319.587,263.244,105.768,406.723,201.64,129.606,109.344,4.754,1856-06-23,DEPRECATED,0.476,STONE_PILLAR,2,
GPR-431,Outer-Territories Territorial Marker Z,Outer-Territories,OT-8,1823,-314.874,173.526,21.465,-128.607,144.149,24.223,188.589,5.239,1856-05-17,DEPRECATED,0.379,BRONZE_DISC,2,High drift rate of 5.24 units/year exceeds Guild standards; Marked for decommissioning
GPR-432,Outer-Territories Boundary Point A,Outer-Territories,OT-2,1833,262.274,204.731,111.426,240.749,156.609,97.878,54.43,2.093,1858-10-13,ACTIVE,0.618,STONE_PILLAR,4,
GPR-433,Outer-Territories Outpost Stone B,Outer-Territories,OT-9,1826,355.366,-311.215,13.922,338.509,-187.07,-97.208,167.469,5.075,1857-02-17,DEPRECATED,0.499,STONE_PILLAR,2,High drift rate of 5.07 units/year exceeds Guild standards
GPR-434,Outer-Territories Boundary Point C,Outer-Territories,OT-9,1842,-380.782,-105.189,139.007,-329.063,-21.123,103.524,104.886,6.17,1857-12-14,DEPRECATED,0.372,BRONZE_DISC,1,High drift rate of 6.17 units/year exceeds Guild standards; Marked for decommissioning
GPR-435,Outer-Territories Perimeter Stake D,Outer-Territories,OT-2,1814,225.201,-221.482,142.699,121.138,-88.787,175.663,171.824,3.818,1858-09-01,ACTIVE,0.588,CARVED_ROCK,7,
GPR-436,Outer-Territories Boundary Point E,Outer-Territories,OT-9,1817,-45.365,-377.81,97.868,30.561,-458.52,118.274,112.673,2.683,1858-08-26,ACTIVE,0.672,STONE_PILLAR,6,
GPR-437,Outer-Territories Perimeter Stake F,Outer-Territories,OT-10,1843,-197.247,123.233,152.034,-143.054,102.009,105.882,74.279,4.642,1858-08-26,ACTIVE,0.545,STONE_PILLAR,2,
GPR-438,Outer-Territories Territorial Marker G,Outer-Territories,OT-6,1851,46.62,452.58,6.32,74.52,444.756,0.085,29.64,3.705,1858-09-05,ACTIVE,0.582,CARVED_ROCK,2,
GPR-439,Outer-Territories Territorial Marker H,Outer-Territories,OT-5,1845,-69.319,-187.54,77.816,-3.531,-196.566,103.51,71.202,5.086,1857-03-11,DEPRECATED,0.422,STONE_PILLAR,1,High drift rate of 5.09 units/year exceeds Guild standards
GPR-440,Outer-Territories Territorial Marker I,Outer-Territories,OT-1,1825,91.045,-122.202,135.298,19.712,-267.333,150.265,162.405,4.777,1858-09-29,ACTIVE,0.505,STONE_PILLAR,7,
GPR-441,Outer-Territories Frontier Marker J,Outer-Territories,OT-6,1824,-154.857,-142.634,70.254,-285.012,-66.268,94.113,152.779,4.365,1858-12-15,ACTIVE,0.691,STONE_PILLAR,4,
GPR-442,Outer-Territories Edge Monument K,Outer-Territories,OT-3,1801,-462.622,157.768,84.495,-498.874,-62.794,77.527,223.63,3.856,1857-08-15,DEPRECATED,0.43,IRON_STAKE,5,"Pre-Guild era monument, historical significance"
GPR-443,Outer-Territories Edge Monument L,Outer-Territories,OT-10,1806,-399.943,175.111,67.193,-246.578,82.213,100.433,182.361,3.441,1858-09-11,ACTIVE,0.579,CARVED_ROCK,13,"Pre-Guild era monument, historical significance"
GPR-444,Outer-Territories Territorial Marker M,Outer-Territories,OT-4,1818,-202.68,73.521,160.921,-49.752,146.223,173.977,169.832,4.142,1858-10-23,ACTIVE,0.616,STONE_PILLAR,12,
GPR-445,Outer-Territories Boundary Point N,Outer-Territories,OT-7,1813,-423.338,323.739,100.928,-336.853,224.983,78.26,133.216,2.896,1858-08-22,ACTIVE,0.535,STONE_PILLAR,8,
GPR-446,Outer-Territories Remote Benchmark O,Outer-Territories,OT-1,1840,362.71,76.843,42.591,447.855,65.346,119.43,115.266,6.067,1856-10-14,DEPRECATED,0.399,BRONZE_DISC,1,High drift rate of 6.07 units/year exceeds Guild standards; Marked for decommissioning
GPR-447,Outer-Territories Provincial Datum P,Outer-Territories,OT-1,1833,-37.513,-259.626,149.287,72.48,-288.31,206.851,127.417,4.901,1858-07-22,ACTIVE,0.691,STONE_PILLAR,6,
GPR-448,Outer-Territories Border Pillar Q,Outer-Territories,OT-5,1841,186.855,-263.87,47.697,148.062,-239.472,39.916,46.484,2.582,1858-09-11,ACTIVE,0.59,STONE_PILLAR,3,
GPR-449,Outer-Territories Outpost Stone R,Outer-Territories,OT-3,1817,-241.603,303.538,131.734,-178.542,386.504,130.468,104.219,2.481,1856-02-06,DEPRECATED,0.48,STONE_PILLAR,2,
GPR-450,Outer-Territories Provincial Datum S,Outer-Territories,OT-5,1855,455.088,396.773,134.334,449.074,416.596,144.331,23.001,5.75,1856-11-28,DEPRECATED,0.372,STONE_PILLAR,0,High drift rate of 5.75 units/year exceeds Guild standards; Marked for decommissioning
GPR-451,Outer-Territories Territorial Marker T,Outer-Territories,OT-10,1849,-248.192,384.565,47.615,-226.827,372.673,50.553,24.627,2.463,1858-11-01,ACTIVE,0.586,CARVED_ROCK,1,
GPR-452,Outer-Territories Remote Benchmark U,Outer-Territories,OT-2,1811,-225.453,-91.624,172.58,-213.986,-23.237,106.282,95.936,1.999,1858-09-01,ACTIVE,0.605,STONE_PILLAR,7,
GPR-453,Outer-Territories Remote Benchmark V,Outer-Territories,OT-6,1830,321.365,-478.926,193.361,421.889,-431.17,258.25,128.826,4.442,1858-07-13,ACTIVE,0.605,BRONZE_DISC,6,
GPR-454,Outer-Territories Perimeter Stake W,Outer-Territories,OT-5,1840,-137.145,312.25,24.411,-22.269,276.427,90.223,137.153,7.219,1856-12-28,DESTROYED,0.251,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended; High drift rate of 7.22 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-455,Outer-Territories Outpost Stone X,Outer-Territories,OT-3,1828,379.467,266.741,81.258,424.627,306.571,108.4,66.049,2.131,1858-09-17,ACTIVE,0.556,BRONZE_DISC,4,
GPR-456,Outer-Territories Perimeter Stake Y,Outer-Territories,OT-2,1852,-239.03,-433.633,84.174,-230.772,-463.606,101.062,35.38,5.054,1856-09-17,DEPRECATED,0.459,STONE_PILLAR,0,High drift rate of 5.05 units/year exceeds Guild standards
GPR-457,Outer-Territories Remote Benchmark Z,Outer-Territories,OT-1,1825,-194.452,75.809,22.166,-135.867,149.22,42.627,96.125,2.827,1858-08-01,ACTIVE,0.506,STONE_PILLAR,5,
GPR-458,Outer-Territories Boundary Point A,Outer-Territories,OT-8,1855,-239.32,187.467,165.354,-258.703,181.967,155.123,22.597,5.649,1856-03-03,DEPRECATED,0.453,BRONZE_DISC,0,High drift rate of 5.65 units/year exceeds Guild standards
GPR-459,Outer-Territories Frontier Marker B,Outer-Territories,OT-1,1835,126.627,406.845,194.826,161.873,348.836,186.16,68.428,2.851,1858-10-26,ACTIVE,0.547,BRONZE_DISC,6,
GPR-460,Outer-Territories Remote Benchmark C,Outer-Territories,OT-10,1807,25.838,273.359,185.657,21.264,58.011,69.643,244.653,4.705,1858-10-24,ACTIVE,0.7,STONE_PILLAR,11,"Pre-Guild era monument, historical significance"
GPR-461,Outer-Territories Perimeter Stake D,Outer-Territories,OT-3,1827,100.083,495.207,56.593,47.392,436.19,-57.62,138.939,4.342,1858-10-25,ACTIVE,0.561,CARVED_ROCK,7,
GPR-462,Outer-Territories Outpost Stone E,Outer-Territories,OT-6,1837,-41.836,-489.68,26.641,7.868,-441.565,54.108,74.431,3.383,1858-08-01,ACTIVE,0.609,BRONZE_DISC,5,
GPR-463,Outer-Territories Territorial Marker F,Outer-Territories,OT-1,1803,-265.159,408.227,199.348,1.603,464.314,270.217,281.656,5.03,1857-10-19,DEPRECATED,0.34,STONE_PILLAR,4,"High drift rate of 5.03 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-464,Outer-Territories Border Pillar G,Outer-Territories,OT-7,1842,468.058,59.56,116.097,468.508,111.221,138.78,56.423,3.319,1857-08-15,DEPRECATED,0.453,IRON_STAKE,1,
GPR-465,Outer-Territories Remote Benchmark H,Outer-Territories,OT-5,1807,478.517,-0.789,194.674,399.727,-40.303,308.498,143.962,2.768,1858-10-25,ACTIVE,0.538,STONE_PILLAR,9,"Pre-Guild era monument, historical significance"
GPR-466,Outer-Territories Remote Benchmark I,Outer-Territories,OT-6,1847,263.675,-348.735,170.607,303.239,-408.008,147.299,74.979,6.248,1850-02-01,LOST,0.234,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended; High drift rate of 6.25 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-467,Outer-Territories Boundary Point J,Outer-Territories,OT-1,1828,209.029,-14.8,98.598,322.36,-131.056,35.825,174.068,5.615,1858-01-02,DEPRECATED,0.427,IRON_STAKE,2,High drift rate of 5.62 units/year exceeds Guild standards
GPR-468,Outer-Territories Border Pillar K,Outer-Territories,OT-10,1842,83.547,471.627,105.203,68.844,397.184,128.799,79.465,4.674,1858-10-08,ACTIVE,0.569,IRON_STAKE,5,
GPR-469,Outer-Territories Perimeter Stake L,Outer-Territories,OT-6,1837,-393.93,-176.462,5.775,-317.344,-183.89,29.439,80.502,3.659,1858-07-16,ACTIVE,0.556,CARVED_ROCK,7,
GPR-470,Outer-Territories Provincial Datum M,Outer-Territories,OT-8,1820,499.821,406.878,159.407,566.127,461.919,139.599,88.421,2.267,1858-12-13,ACTIVE,0.686,CARVED_ROCK,6,
GPR-471,Outer-Territories Perimeter Stake N,Outer-Territories,OT-2,1825,-259.92,270.877,79.783,-321.523,247.337,69.48,66.748,1.963,1858-07-17,ACTIVE,0.629,STONE_PILLAR,9,
GPR-472,Outer-Territories Boundary Point O,Outer-Territories,OT-7,1847,-189.899,184.962,26.257,-134.936,187.056,25.399,55.01,4.584,1858-09-01,ACTIVE,0.707,CARVED_ROCK,2,
GPR-473,Outer-Territories Perimeter Stake P,Outer-Territories,OT-2,1848,-131.764,-313.644,126.137,-130.96,-285.133,131.452,29.013,2.638,1858-11-22,ACTIVE,0.563,IRON_STAKE,1,
GPR-474,Outer-Territories Territorial Marker Q,Outer-Territories,OT-2,1818,-420.817,301.545,60.079,-269.66,137.858,-42.987,245.488,5.988,1856-11-30,DEPRECATED,0.361,IRON_STAKE,4,High drift rate of 5.99 units/year exceeds Guild standards; Marked for decommissioning
GPR-475,Outer-Territories Frontier Marker R,Outer-Territories,OT-9,1806,-86.981,-35.344,144.062,-267.882,71.749,312.174,269.176,5.079,1852-10-24,DESTROYED,0.3,IRON_STAKE,2,"High drift rate of 5.08 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced; Pre-Guild era monument, historical significance"
GPR-476,Outer-Territories Frontier Marker S,Outer-Territories,OT-2,1826,-202.352,87.208,91.0,-152.633,-7.132,184.711,141.965,4.302,1858-11-14,ACTIVE,0.703,CARVED_ROCK,8,
GPR-477,Outer-Territories Provincial Datum T,Outer-Territories,OT-5,1855,-66.201,-482.085,78.987,-57.907,-484.205,76.461,8.926,2.231,1858-07-30,ACTIVE,0.598,BRONZE_DISC,0,
GPR-478,Outer-Territories Provincial Datum U,Outer-Territories,OT-10,1823,463.142,175.102,160.928,402.994,124.134,186.97,83.029,2.306,1858-11-13,ACTIVE,0.607,BRONZE_DISC,4,
GPR-479,Outer-Territories Boundary Point V,Outer-Territories,OT-3,1841,342.09,358.189,107.717,367.493,325.052,104.038,41.916,2.329,1858-11-22,ACTIVE,0.503,STONE_PILLAR,2,
GPR-480,Outer-Territories Boundary Point W,Outer-Territories,OT-8,1801,85.226,-298.662,113.886,-89.678,-490.332,139.282,260.718,4.495,1858-09-16,ACTIVE,0.665,CARVED_ROCK,8,"Pre-Guild era monument, historical significance"
GPR-481,Outer-Territories Provincial Datum X,Outer-Territories,OT-9,1818,-100.32,13.356,144.923,55.575,154.842,93.334,216.755,5.287,1858-06-16,DEPRECATED,0.343,STONE_PILLAR,3,High drift rate of 5.29 units/year exceeds Guild standards; Marked for decommissioning
GPR-482,Outer-Territories Territorial Marker Y,Outer-Territories,OT-2,1817,-82.863,-26.662,98.958,-178.235,96.269,-50.164,215.512,5.131,1857-12-21,DEPRECATED,0.392,CARVED_ROCK,3,High drift rate of 5.13 units/year exceeds Guild standards; Marked for decommissioning
GPR-483,Outer-Territories Outpost Stone Z,Outer-Territories,OT-9,1814,184.974,421.736,170.691,167.835,630.009,231.295,217.587,4.835,1858-09-16,ACTIVE,0.508,IRON_STAKE,6,
