manuscript_id,section,text
MS-0048,2,"I have conducted a detailed linguistic analysis of the three texts.

MS-0156 uses the word 'dissolution' fourteen times. Grigsu never used this word in his verified writings. Never. It is Yasho's word, a water-school word. Why would Grigsu, even a recanting Grigsu, adopt his opponent's vocabulary?

The word 'residue' appears eight times. Again, this is water-school terminology. Grigsu spoke of 'traces' or 'marks' when he needed such a concept, not 'residues.'

The phrase 'join the flow' appears in MS-0158. This is practically a water-school slogan. It is inconceivable that Grigsu would use it, even in recantation.

I have compared sentence length distributions. Grigsu's verified texts average 18.2 words per sentence, with a standard deviation of 7.3. MS-0156 averages 28.4 words per sentence, with a standard deviation of 12.1. This is a significant difference.

I have analyzed function word usage. Grigsu's verified texts use 'the' at a rate of 6.2% of all words. MS-0156 uses 'the' at 4.8%. Again, a significant difference.

These are not the kinds of changes we would expect from a philosopher changing his views. These are the kinds of changes we would expect from a different author."
MS-0048,3,"I have also found historical anachronisms.

MS-0156 references 'the outcomes of the Third Surveying Expedition.' But Grigsu supposedly wrote this text in 868, and the Third Expedition did not return until 870. How could he reference outcomes that had not yet occurred?

MS-0157 mentions 'the seventy pools of Mirado' using Mirado terminology. Grigsu had never visited Mirado when he supposedly wrote this text. His expedition went to Yeller Quarry, not Mirado. Where would he have learned this terminology?

MS-0158 refers to 'subsequent journeys I have not publicly documented.' But we have no evidence that Grigsu made any journeys after 869. His health declined rapidly after his return from the Quarry. By 870 he was rarely leaving his house.

These anachronisms cannot be explained by misdating. If the texts were written later than claimed, they must have been written by someone other than Grigsu, who died in 891."
MS-0048,4,"I have examined the physical evidence.

The paper stock of MS-0156 is consistent with Capital manufacture from the 890s, not the 860s. I have consulted with the authentication experts at SHOP-21, and they confirm this dating.

The ink composition matches samples from correspondence known to be written by Mink Pavar. This is not conclusive—many scholars used the same ink suppliers—but it is suggestive.

The binding style is post-Grigsu. The specific technique used was not common until the mid-890s.

All of this evidence points to the same conclusion: these manuscripts were created after Grigsu's death, probably in the early 900s, by someone who wanted to make it appear that Grigsu had abandoned the stone-school.

Who would do such a thing? Who would benefit from discrediting the stone-school's greatest champion?

Mink Pavar had both motive and opportunity. He had nursed a grudge against Grigsu since the kachot dispute of 886. He had access to the archive shops where the manuscripts appeared. He had the skills to create convincing forgeries.

I do not yet have conclusive proof. But I believe these manuscripts are fraudulent, and I believe Mink Pavar created them."
MS-0048,5,"I must be careful in how I proceed.

Mink has powerful friends. He has shaped the official history of the stone-school for two decades. An accusation of forgery would damage not only him but everyone who has relied on his scholarship.

I have spoken to Donal Crest about my concerns. He is sympathetic but cautious. He says I need more evidence, more certainty, before making any public accusations.

I have also spoken to the archivists at SHOP-21. They are willing to conduct further tests on the manuscripts if I can secure access. But access is controlled by archive shops that have financial relationships with Mink.

I feel that I am close to proving what I suspect. But I also feel that forces are arraying against me. Twice this week I have noticed someone following me in the streets. My study was entered while I was out, though nothing appears to have been taken. Perhaps I am being paranoid. Perhaps the stress of this investigation is affecting my judgment.

I will continue. The truth matters. If Mink has committed forgery, if he has corrupted our understanding of the stone-school's greatest thinker, then this must be exposed. I will not be intimidated.

[The notes end here. The remaining pages were damaged beyond recovery. Mara Yent died eight years later under circumstances that some have called suspicious.]"
MS-0046,1,"THE RISE OF THE ARCHIVE DISTRICT
By Mara Yent

The archive district as we know it today did not always exist. A century ago, the area near the Senate-house was a jumble of shops, taverns, and boarding houses. The transformation into a center of scholarship and documentation happened gradually, through a combination of economic pressures, political decisions, and the efforts of individual archivists who saw an opportunity.

The first archive shop was The Round Window, established in 842 by a scribe named Carmun who had grown tired of copying documents for the Senate. Carmun realized that scholars and officials often needed access to documents they did not possess, and that someone who collected and organized such documents could charge for access. He purchased a small building near the Senate, cut a round hole in the front wall to serve as a window, and began acquiring manuscripts.

The round window was Carmun's innovation. He explained it in a letter to a friend: 'I want customers to know they cannot simply walk in and browse. They must stand at the window and tell me what they need. I will decide whether to help them.' This principle—that the archivist controls access—became the defining feature of the profession."
MS-0046,2,"Other archivists followed Carmun's example. Within a decade, there were a dozen shops clustered near the Senate, each with its round window, each specializing in different types of documents. The Cartographer's Hole focused on maps. Creature Records collected expedition reports about Quarry fauna. The Family Tree specialized in lineage documentation.

The Senate encouraged this development. Legislators found it useful to have reference materials nearby, and the archive shops provided a service the Senate itself could not: independent collection and organization of documents from diverse sources. The Senate began licensing archive shops, granting them official status in exchange for certain obligations, such as maintaining catalogs and allowing access to Senate staff.

The licensing system created a boundary around the district. Only licensed shops could operate within a certain distance of the Senate-house. Unlicensed operations were pushed to the margins, where they developed their own culture and clientele. The Back Alley, the most famous unlicensed shop, has operated in legal limbo for generations, tolerated by authorities who find it useful for acquiring materials too sensitive for licensed establishments."
MS-0046,3,"The archive district today serves many functions.

For scholars, it provides access to primary sources. A philosopher researching the history of word theory can find original manuscripts by Grigsu, Yasho, Fibon, and their predecessors. An historian can examine expedition reports, Senate debates, legal documents. A genealogist can trace family trees back for generations.

For the government, it provides institutional memory. The Senate's own archives are limited in scope and poorly organized. The archive district supplements and often surpasses the official records.

For the public, it provides a kind of collective memory. Anyone with coins can approach a window and request information. The archivists are guardians of the past, keepers of documents that would otherwise be lost or scattered.

But the district is not neutral. Archivists make choices about what to collect, how to catalog, what to emphasize. These choices shape what the past looks like to anyone who studies it. The archive district does not simply preserve the past. It constructs the past, selects from it, interprets it. This power is rarely acknowledged but always present."
MS-0047,1,"THE SENATE AND THE EXPEDITIONS
By Mara Yent

The relationship between the Capital's Senate and the expeditions to Yeller Quarry has always been complicated. The Senate funds expeditions, sets their objectives, reviews their reports. But the Senate cannot control what happens once an expedition leaves the Capital. The Quarry is far away and strange. Things happen there that do not fit into Senate categories.

The earliest expeditions were straightforward. The Senate wanted information about the Quarry's resources and dangers. It sent surveyors to map the terrain, naturalists to catalog the creatures, soldiers to assess the military situation. These expeditions produced the reports that now fill the archive shops: detailed, practical, unemotional accounts of geography and fauna.

But as expeditions went deeper into the Quarry, they began encountering things the Senate had not anticipated. Strange phenomena. Unexplainable events. Encounters with beings like Yeller that did not fit any known category. The reports became stranger. The Senate became uncomfortable."
MS-0047,2,"The turning point was the Boss's expedition of 881.

The Boss—we still do not know her real name—was a private operator, not a Senate contractor. She had financed her own expedition using funds from sources the Senate never investigated. Her stated objective was creature collection: she wanted to capture live specimens of rare Quarry fauna and sell them to collectors and scholars.

The Boss recruited a crew of twenty-three, including the five-fold Yeller. They entered the deep Quarry and were not heard from for months. Then Sonter walked out carrying a bag of heads.

The Senate did not know how to respond. The Boss had not been their responsibility. Yeller had not been their citizens. The events in the cave—whatever they were—had occurred beyond Senate jurisdiction. But the public was fascinated and horrified. Something had to be done.

The Senate's response was to tighten control over future expeditions. New regulations required all expeditions to be licensed by the Department of Natural Inventory. New reporting requirements demanded detailed accounts of any 'unusual phenomena.' New safety protocols forbade expeditions from entering certain areas of the deep Quarry.

These regulations remain in effect today. They have not prevented further strangeness. They have only changed how strangeness is documented."
MS-0047,3,"The most expensive expedition in Senate history was the siege of Mirado.

Colonel Viragu first proposed the siege in 857. He argued that Mirado's water technology could transform the Capital's agriculture, that capturing the tower would end the threat from the desert, that the glory of conquest would unify the nation. The Senate, in a moment of optimism, approved funding for what they expected to be a three-year campaign.

That was over fifty years ago. The siege continues. The Colonel is old now, his force depleted, his optimism long gone. The Senate continues to fund the operation out of inertia more than hope. Every few years, someone proposes ending the siege, and every few years, someone else argues that they have invested too much to quit now.

I have reviewed the expedition reports from Mirado. They make for depressing reading. The early reports are full of plans and possibilities. The later reports are full of excuses and requests for more supplies. The most recent reports barely acknowledge that a siege is occurring. The Colonel writes about the quality of the light, the behavior of desert birds, the philosophical conversations he has with his lieutenant Fyncho.

The Senate continues to fund this operation. I do not understand why."
MS-0025,1,"WESTERN QUARRY SURVEY REPORT
Submitted by Hesta Vorn, 872

Day One. The expedition assembled at the Capital gates before dawn. Twenty-eight souls in total: myself as leader, three assistant naturalists, two cartographers, a medical officer, and twenty-one crew members. Our supplies include traps of various sizes, preservation chemicals, drawing materials, and provisions for sixty days.

Our objective is to survey the western reaches of Yeller Quarry, documenting creature populations and habitats. Previous expeditions have focused on the eastern and central regions. The west remains largely unknown.

I have reviewed all available reports from earlier expeditions. The most useful is Wen Torval's work from 871, which mapped several western approaches. Wen's sister Jara has joined us as an assistant naturalist. She knows her brother's routes better than anyone.

The mood is cautious but optimistic. We have learned from past disasters. We will not repeat the mistakes of the Fifth or Ninth Expeditions."
MS-0025,2,"Day Twelve. We have established our base camp at the western edge of the central marshes. The terrain here is unlike anything I have seen in the Quarry before. The ground is more solid, almost rocky in places. The vegetation is sparse but varied. There are trees here—actual trees—something rare in the marsh regions.

The creature population is different as well. We have observed several species not documented in the eastern surveys. Yesterday we captured a small creature, approximately fist-sized, with a shell that appears to contain metallic elements. Jara is attempting to classify it based on her brother's taxonomic framework, but it does not fit any existing category.

I am increasingly convinced that the Quarry is not a single ecosystem but many, each with its own flora and fauna. What we have learned from the east may not apply here. We must approach this region with fresh eyes."
MS-0025,3,"Day Twenty-Three. We have encountered our first serious danger.

A creature the locals call a stakdur attacked our camp last night. It came from the marsh, moving faster than any creature its size should move. By the time we organized a defense, it had killed two of our crew members and injured three others.

The stakdur is enormous—at least twice the height of a man—with a hide that seems impervious to blades. Its mouth is designed for crushing. The two men it killed were barely recognizable afterward.

We drove it off eventually by setting fires. It retreated into the marsh and has not returned. But we are all shaken. This is why expeditions to the Quarry have such high casualty rates. The creatures here are not merely strange. They are lethal.

I have decided to shift our route northward, away from the central marshes. Jara says her brother believed the stakdur population was lower in the north. I hope she is right."
MS-0025,4,"Day Forty-One. We have documented seventeen previously unknown species.

The most interesting is a creature we have named the 'rusted eel.' It lives in the few streams that flow through the western region, and its skin has a metallic sheen that appears to be actual metal, grown somehow as part of its body. When we dissected a specimen, we found threads of what appears to be copper running through its flesh.

How does a creature incorporate metal into its biology? This is not contamination. This is not diet. The metal is part of the creature's structure, like bone. It grows with the creature. It forms patterns.

I think of Grigsu's theories about words taking physical form. He was wrong about words, but perhaps he was intuiting something real about this place. The Quarry produces things that do not fit our categories. Creatures that are part animal, part mineral. Beings like Yeller that are part individual, part collective. The boundaries we assume—between living and dead, between one thing and another—do not hold here.

We have preserved several specimens for further study. The archive shops will be very interested in our findings."
MS-0025,5,"Day Sixty-Seven. We are returning to the Capital.

Final statistics: two dead, three injured, four creatures captured alive, twenty-three new species documented, over two hundred pages of field notes. By expedition standards, this is a success.

But I feel uneasy. The Quarry has shown us things I do not understand. The rusted eel. The metallic shells. The strange coordination of certain creature groups that reminds me of descriptions of Yeller. Something is happening in the Quarry that goes beyond natural history. Something is being created, or something is waking up.

I will write my report for the Senate. I will catalog our specimens for the archive shops. I will present our findings to the scholarly community. But I will not pretend that I understand what I have seen.

The Quarry keeps its secrets. We have only glimpsed the surface."
MS-0083,1,"AFTER THE FIFTH: A SISTER'S ACCOUNT
By Jara Torval

My brother Wen died in the Fifth Expedition. I survived. This is my account of what happened.

We entered the Quarry in high spirits. Wen had prepared meticulously. He knew the terrain, knew the creatures, knew the dangers. We had a good crew, experienced and disciplined. There was no reason to expect disaster.

The first three weeks were uneventful. We documented species, collected specimens, mapped new regions. Wen was happy, happier than I had seen him in years. The Quarry was his home in a way the Capital never was. He understood this place.

On the twenty-fourth day, we encountered the stakdur.

It came from nowhere. One moment the marsh was quiet. The next moment there was something enormous in our midst, roaring and crushing and killing. I saw Wen try to run toward me. I saw the stakdur turn. I saw my brother disappear under that massive body.

I do not remember much after that. Someone grabbed me and pulled me away. We ran. Some of us escaped. Most did not."
MS-0083,2,"Eighteen of us died that day. Eighteen, including Wen.

I made it back to the Capital somehow. I do not remember the journey. For months afterward, I could not speak of what had happened. I sat in my room and looked at Wen's maps and tried to understand.

The Senate conducted an inquiry. They concluded that the expedition had entered an area known to be dangerous, that the crew had failed to take adequate precautions, that the casualties were regrettable but not preventable. The report praised Wen's scientific contributions and expressed condolences to his family.

I wanted to scream at them. Wen had taken every precaution. Wen knew the Quarry better than any of them. The stakdur had come from nowhere, from a direction that should have been safe, from an area Wen had surveyed just hours before.

The Quarry is not predictable. The Quarry does not follow rules. The Senate can write as many reports as it wants. The Quarry will still kill whoever it wants."
MS-0083,3,"I returned to the Quarry three years later. People told me I was mad. Perhaps I was. But I needed to understand what had killed my brother.

I went with Hesta Vorn on her western survey. We took a different route than Wen had taken. We were more cautious, more heavily armed. We encountered stakdur, but we drove them off. No one died on that expedition.

I studied the stakdur as best I could. They are not mindless predators. They have territories. They have patterns. They avoid certain areas and patrol others. If you understand their patterns, you can avoid them. Wen did not die because he was careless. He died because the pattern changed, because the stakdur were somewhere they had never been before.

Why did the pattern change? I do not know. Perhaps the seasons. Perhaps something else moving through the Quarry, pushing the stakdur into new territory. The Quarry is a system, and systems change. Wen was caught in a change he could not have predicted.

This does not make me feel better. But it helps me understand."
MS-0083,4,"After the western survey, I decided to dedicate myself to making the Quarry safer for future expeditions.

I mapped the stakdur territories based on years of reports. I identified patterns in their movements, seasons when they were more active, areas where encounters were rare. I published a guide for expedition leaders, with routes that minimized danger and protocols for responding to attacks.

The guide is not perfect. No guide could be. The Quarry changes, and our knowledge is always incomplete. But the expeditions that have followed my protocols have had lower casualty rates than those that have not. Lives have been saved.

I think Wen would be proud. He went to the Quarry to understand it. I have tried to continue his work, to turn understanding into safety, to make sure that fewer sisters lose their brothers to the creatures of the marsh.

The stakdur still kills. The Quarry still surprises. But we learn. We adapt. We make the next expedition slightly safer than the last. This is the best we can do."
MS-0061,1,"DISPATCHES FROM MIRADO: VOLUME I
By Colonel Viragu

First Dispatch, Year One of the Siege

We have arrived at Mirado. The tower rises from the desert like a finger pointing at heaven, impossibly tall, impossibly clean, impossibly real. After weeks of marching through sand and rock, to see something so precise, so engineered, so utterly unlike everything around it—I confess I was moved.

The men made camp at what seemed a safe distance. We spent the first day simply watching, trying to understand what we were facing. The tower does not appear to have doors. The walls are smooth, unbroken by windows or any other openings. How do the people inside enter and leave? How do they see out? How do they get water?

The desert around the tower is completely barren. Nothing grows. Nothing moves. It is as if the tower has killed everything around it, has claimed the land for its own purposes.

My lieutenant Fyncho asked me how we would conquer such a thing. I did not have an answer."
MS-0061,2,"Fifth Dispatch, Year One

We have attempted our first assault. It did not go well.

The plan was simple: approach the tower under cover of darkness, attempt to scale the walls using ropes and grappling hooks. The walls looked smooth but not impossible. We had climbed worse.

We were wrong. The walls are not merely smooth. They are actively repellent. The grappling hooks would not catch. The ropes slid off as if the walls were greased. Two men fell from significant heights before I called off the attempt.

The tower knows we are here. I am certain of it. The walls respond to our presence, refuse to be climbed. This is not a passive structure. This is a defensive system, active and aware.

I have sent word to the Capital requesting engineers and siege equipment. This will be a longer campaign than we anticipated."
MS-0061,3,"Twentieth Dispatch, Year Three

The engineers have come and gone. Their equipment was useless. Battering rams could not reach the tower—the sand around it shifts, swallowing anything heavy that approaches. Catapults could not breach the walls—the projectiles bounced off or were somehow deflected. One engineer suggested tunneling beneath the tower, but the ground around it is solid stone extending down farther than we could dig.

We have tried fire, acid, explosives. Nothing works. The tower stands, serene and impervious, while we exhaust ourselves against it.

The men are losing hope. I try to maintain morale, but I feel my own optimism draining away. What are we doing here? How can we conquer something that refuses to be conquered?

The Senate continues to send funding and encouraging messages. They do not understand. They are hundreds of miles away, in their comfortable chambers, drawing lines on maps. They have not seen the tower. They have not felt its indifference.

I have not given up. But I am beginning to wonder if the tower can be taken at all."
MS-0061,4,"Seventy-Fifth Dispatch, Year Fifteen

I have stopped trying to breach the tower. Instead, I have been trying to understand it.

Every day, I sit at the base of the tower and watch. I have noted patterns. The light on the walls changes throughout the day, not just from the sun's movement but from something within. At certain hours, sounds can be heard, very faint, like water moving through pipes. Once, I thought I saw a shadow pass behind what might be a window, high above.

There are people in there. Or something like people. They must eat, drink, breathe. They must have ways of maintaining their strange isolation. If I can understand how they live, perhaps I can find a way to reach them.

Fyncho thinks I have become obsessed. Perhaps I have. But what else is there? I cannot take the tower by force. I cannot leave without abandoning my mission. I can only watch and try to understand.

The tower has become my life's work. Not conquering it—I have given that up—but knowing it. Being present with it. Sitting at its feet and watching its light change.

Is this defeat? I do not know anymore."
MS-0061,5,"One Hundred and Twentieth Dispatch, Year Twenty

Today a door opened in the tower.

I was sitting in my usual spot, watching the afternoon light, when I saw it. A seam appeared in the wall, about fifty feet above the ground. The seam widened into a rectangle. Inside was darkness.

A figure appeared in the doorway. I could not see it clearly—it was too high, too shadowed. But it was there. A person, or something like a person, looking down at me.

We regarded each other for a long time. I do not know what it was thinking. I do not know if it was thinking at all. Then it stepped back, and the door closed, and the wall was smooth again.

I called for Fyncho. I told him what I had seen. He looked at me with concern. He said there was no door, that I had been sitting in the sun too long, that perhaps I should rest.

But I saw it. I know I saw it. After twenty years, the tower has acknowledged my presence. I do not know what this means. I only know that something has changed."
MS-0063,1,"LETTERS FROM THE LIEUTENANT
By Fyncho Delt

[A letter to the Senator, Year Twelve of the Siege]

Your Excellency,

I write to you with a heavy heart. The Colonel is not well.

I do not mean physically ill. His body is strong enough for a man his age. But his mind has become strange. He no longer speaks of taking the tower. He speaks only of understanding it. He sits for hours at the base of the walls, staring upward, saying nothing.

The men have noticed. Discipline is suffering. Several have deserted in recent months, slipping away in the night and making their way back to civilization. I cannot blame them. We have been here twelve years, and we are no closer to victory than we were on the first day.

I know you have invested heavily in this campaign. I know the political consequences of admitting failure. But I must ask: is there a point at which we declare the siege a lost cause and bring the Colonel home?

He would resist, of course. He has made Mirado his life. But perhaps that is precisely the problem. A man should not give his life to something that cannot be conquered.

I await your guidance.

Your humble servant,
Fyncho Delt"
MS-0063,2,"[A letter to the Senator, Year Eighteen of the Siege]

Your Excellency,

I have received your message regarding the renewed funding. Thank you for your continued support.

I must be honest with you. The Colonel's condition has improved somewhat since my last letter. He is more engaged, more present. He has even begun discussing strategies again, though his strategies are strange—more like philosophical positions than military plans.

He told me yesterday that we have been thinking about Mirado wrong. He said we should not try to conquer the tower but to join it. He said the tower is not an enemy but a possibility.

I do not know what he means. When I press him for specifics, he speaks in riddles about water and words and the dissolution of boundaries. I wonder if he has been reading too much philosophy.

Perhaps this is a good sign. Perhaps he is coming back to himself in his own way. Or perhaps he has simply found a new form of obsession. I cannot tell.

I will continue to manage the camp as best I can. The men are loyal, those who have stayed. We have enough supplies for another few years. Whether anything will change in those years, I cannot say.

Your humble servant,
Fyncho Delt"
MS-0063,3,"[A letter to the Senator, Year Twenty-Two of the Siege]

Your Excellency,

Something remarkable has happened. The Colonel claims to have seen a door open in the tower. He claims a figure appeared and looked down at him.

I saw nothing. I was in the camp at the time, dealing with supply issues. By the time I reached the Colonel, the door—if there was a door—had closed.

But the Colonel is transformed. He is energized in a way I have not seen in years. He speaks of communication, of negotiation, of the possibility that Mirado might be taken not by force but by dialogue.

I do not know what to make of this. The Colonel has been staring at that tower for two decades. He wants there to be a door. He wants there to be contact. Perhaps he imagined what he wanted to see.

But perhaps not. Perhaps, after all these years, something is finally changing.

I will keep you informed. Whatever happens next, it will be significant.

Your humble servant,
Fyncho Delt"
MS-0121,1,"THE WORD MADE VERSE
A Collection
By Tam Whistle

I. ON READING GRIGSU

I read Grigsu by candlelight,
his arguments like stones stacked high,
each word placed carefully,
each claim a weight to bear.

He says that words persist.
He says the silence holds them.
I read his words—they hold me too,
though Grigsu himself is gone.

If words dissolve, as Yasho claims,
how is it that I hear his voice?
How is it that the dead man speaks
through marks on paper, candle-lit?

Perhaps both schools are partly right.
The sounds dissolve, the silence holds.
The meaning fades, the pattern stays.
I read, and Grigsu almost lives.


II. THE ARCHIVIST

He sits behind his round window,
the keeper of the past.
He knows which drawer holds which truth,
which shelf conceals which lie.

Ask him for Grigsu's treatises—
he will produce them, yellow-paged.
Ask him for Yasho's letters—
he will name a price.

But ask him what it means,
these words the dead have left behind,
and he will shrug and turn away.
His job is storage, not interpretation.

The past accumulates in drawers.
The meaning must be found elsewhere."
MS-0121,2,"III. KACHOT

The cards are dealt, the knots are tied,
the hooks click in their slots.
The scholars lean across the table,
words poised like throwing knives.

Grigsu plays the old rules.
Mink plays the new rules.
The cardhouse master plays no rules—
he only counts the coins.

They argue between rounds.
They argue within rounds.
They argue as the candles gutter
and the cards grow sticky with debate.

Who wins? The house wins always.
The scholars go home poorer,
their words spent, their arguments forgotten,
their stones cast in the gutter.


IV. THE QUARRY

I have never been to the Quarry.
I have only heard the stories,
read the expedition reports,
imagined the creatures and the danger.

They say words become flesh there.
They say the primes walk the roads.
They say the boundaries dissolve
between the self and what surrounds it.

I do not know if this is true.
I only know the reports grow stranger
the deeper the expeditions go,
the farther from the Capital's certainties.

Perhaps the Quarry is a test.
Perhaps it breaks our categories
to show us what we have forgotten:
that the world exceeds our words."
MS-0121,3,"V. THE DEBATE

Round and round the arguments go,
dissolution, persistence, flow.
Stone-school says the words remain.
Water-school says all is change.

I have watched these debates for years.
I have seen the scholars aged by argument,
their hair grown gray with dialectic,
their certainties worn smooth by friction.

No one wins. No one surrenders.
The debate itself persists,
passed from generation to generation,
a stone in a river of words.

Perhaps the debate is the meaning.
Perhaps the argument is the answer.
We speak of words persisting—
the question itself persists.


VI. NORTHERN LIGHTS

In the north they say the lights
are words frozen in the sky,
the speech of the dead hovering,
waiting to be heard.

I have never seen these lights.
I have only Hamund's letters,
his descriptions of the cold,
his theories of frozen meaning.

He believes words persist in ice.
He believes the north preserves.
I write poems in the warmth,
watching words dissolve in breath.

Perhaps we are both right.
Perhaps the south dissolves
what the north preserves.
The world is large enough for both."
MS-0124,1,"FORGETTING: POEMS
By Lira Canto

I. WHAT IS LOST

I had a word yesterday.
It was on my tongue, ripe.
I was about to speak it
when someone distracted me.

Now it is gone.
I do not mean I cannot remember it—
I mean it has dissolved entirely,
rejoined the pool from which it came.

It might have been beautiful.
It might have changed someone's mind.
Now it is nothing, or everything,
mixed with all the other lost words.

This is not tragedy.
This is the natural order.
Words come and words go.
The pool receives them all.


II. GRANDMOTHER

I barely remember my grandmother.
Her face dissolves into light.
Her voice dissolves into the general hum
of all the voices I have heard.

But sometimes a word will surface—
she said it once, I am almost sure—
and for a moment she is present,
her voice distinct among the many.

Then the word dissolves again,
and she dissolves with it,
back into the collective,
back into the pool.

The water-school says this is right.
The dead should dissolve.
Only the pool should persist.
But sometimes I miss her face."
MS-0124,2,"III. MARGINALIA

I read a book from the archive.
Someone had written in the margins,
their handwriting faded now,
their words half-dissolved.

'Wrong,' they wrote beside one passage.
'Yes!' they wrote beside another.
A conversation across time,
reader arguing with author.

But who was this reader?
The archives do not say.
Their opinions survive; they themselves
have dissolved into anonymity.

Perhaps this is the best we can hope for.
Not that our names will persist,
but that our words will leave traces,
marginalia for future readers.


IV. THE POOL AT DAWN

I rose early to see the pool.
The light was silver on the water.
Everything was quiet.
I was the only one awake.

I spoke a word into the silence.
I watched the ripples spread.
I watched them fade.
The pool returned to smoothness.

My word is in there now,
mixed with every other word,
every prayer, every curse,
every declaration and denial.

The pool does not distinguish.
The pool receives all equally.
My word at dawn is equal
to the words of founders.

This is comfort.
This is terror.
This is the truth
of dissolution."
MS-0124,3,"V. RESPONSE TO TAM WHISTLE

Tam says Grigsu's words persist.
He reads them by candlelight
and hears the dead man speaking.
He thinks this proves the stone-school.

But Tam does not hear Grigsu.
Tam hears himself.
The marks on paper trigger
Tam's own dissolution, Tam's own meaning.

If I read the same text,
I would hear differently.
The Grigsu in my mind
would not match Tam's.

This is not failure.
This is how reading works.
The text dissolves in each reader
and precipitates new understanding.

Grigsu is dead.
His words are not stones persisting
but triggers for dissolution,
occasions for our own creation.


VI. LAST WORDS

When I die, I want no monument.
I want no stone with my name carved.
Let my words dissolve
with all the other words.

Let my poems mix
with every other poem ever written.
Let my arguments merge
with all the arguments in history.

I do not want to persist.
I want to contribute.
I want to add my drop
to the great pool of meaning.

When you read this after I am gone,
know that I am not here.
I am everywhere.
I have dissolved into the all."
MS-0144,1,"MARGINALIA ON GRIGSU'S 'ON THE PERMANENCE OF THE UTTERED'
Collected from various copies in the archive

[Page 3, unknown hand, approximately 880]
'Stone indeed! Has Grigsu ever tried to hold water? It too has hardness, if you move through it fast enough.'

[Page 7, possibly Yasho's hand]
'He confuses the memory of words with the words themselves. Typical stone-school error.'

[Page 12, unknown hand, approximately 895]
'I cast stones for this passage. Whatever Yasho says.'

[Page 15, hand identified as Mink Pavar]
'Grigsu never understood context. Meaning depends on situation, not substance.'

[Page 18, unknown hand, approximately 900]
'Reading this after his death. Do his words persist? In a sense. But they are not the same words he spoke. They are words I am speaking to myself.'

[Page 21, hand identified as Bagbu/Vagabu Olt]
'Poor Grigsu. He meant well. He was wrong, but he meant well.'"
MS-0144,2,"[Page 24, unknown hand, approximately 890]
'The village practice of casting stones is not superstition. I have been there. I have cast stones. The words do feel more permanent after.'

[Page 27, possibly Nessa Bright's hand]
'The stone-school is dead. But I keep reading Grigsu anyway. Why? Because his wrong ideas force me to sharpen my right ones.'

[Page 30, unknown hand, very old, approximately 870]
'Grigsu came to dinner last night. He would not stop talking about this treatise. Yasho finally threw a bread roll at him. I laughed until I cried.'

[Page 33, hand identified as Mara Yent]
'Compare this passage to MS-0156, page 4. The vocabulary is completely different. Either Grigsu changed dramatically, or MS-0156 is not genuine.'

[Page 35, unknown hand, approximately 910]
'I am teaching my students from this text. They find Grigsu old-fashioned but interesting. The stone-school may be dead, but it is not forgotten.'

[Page 37, unknown hand, recent]
'Everything I know about words I learned from arguing with this book. Grigsu was wrong, but he was usefully wrong. The best opponents always are.'"
MS-0145,1,"MARGINALIA ON YASHO'S 'AGAINST THE STONE-CARRIERS'
Collected from various copies in the archive

[Page 2, possibly Grigsu's hand]
'Yasho argues by ridicule. She does not engage with the actual claims. Typical water-school tactic.'

[Page 5, unknown hand, approximately 880]
'She is right that we do not understand each other perfectly. But some understanding happens. How does she explain that?'

[Page 8, hand identified as Boffa Trent]
'A beautiful passage. Yasho at her best. I wish Grigsu would read this charitably, but he never will.'

[Page 11, unknown hand, approximately 895]
'I showed this to my grandmother. She spat on it and said city folk know nothing about words. Then she cast seven stones and walked away.'

[Page 14, possibly Mink Pavar's hand]
'This is the foundation of everything. If you understand this treatise, you understand why the water-school must prevail.'

[Page 17, unknown hand, approximately 905]
'Yasho assumes her conclusion. She says meaning is not in words because meaning cannot be found in words. But how does she know meaning cannot be found? She assumes it.'"
MS-0145,2,"[Page 20, hand identified as Vera Losh]
'My teacher at her most passionate. I miss these arguments. I miss her certainty. Everything seems less clear now that she is gone.'

[Page 23, unknown hand, approximately 900]
'Comparing this to Grigsu's treatises. They are talking past each other. Neither addresses the other's actual claims. This is not a debate; it is parallel monologue.'

[Page 26, possibly Nessa Bright's hand]
'Yasho taught me everything I know. But reading this now, I see how much she assumed. The water-school needs to be more rigorous, more willing to address stone-school arguments on their own terms.'

[Page 29, unknown hand, recent]
'The dissolution metaphor is beautiful but possibly misleading. Meaning does not literally dissolve. Yasho is speaking figuratively but sometimes forgets that she is.'

[Page 32, hand identified as Mara Yent]
'Yasho's style is distinctive. Long sentences, complex structure, frequent use of 'dissolution' and 'residue.' Compare to MS-0156, which claims to be Grigsu but reads like Yasho. Suspicious.'

[Page 34, unknown hand, very recent]
'Still the best critique of the stone-school ever written. Still not entirely convincing. The debate continues.'"
