journey_id,trader_id,journey_number,archetype_classification,classification_confidence,signature_vector,cluster_id,outlier_score,trajectory_position
JRN-00062-001,TRAV-00062,1,JRN-WH,0.795,"[0.530,0.381,0.468,0.605,0.734,0.709,0.805,0.477,0.453,0.592]",4,0.085,0.05
JRN-00007-003,TRAV-00007,3,JRN-WH,0.85,"[0.482,0.857,0.540,0.471,0.513,0.702,0.515,0.678,0.134,0.490]",6,0.204,0.15
JRN-00063-001,TRAV-00063,1,JRN-WH,0.849,"[0.562,0.525,0.485,0.312,0.434,0.704,0.652,0.455,0.437,0.352]",8,0.055,0.05
JRN-00062-002,TRAV-00062,2,JRN-LF,0.796,"[0.137,0.017,0.000,0.352,0.894,0.202,0.000,0.862,0.102,0.489]",1,0.36,0.1
JRN-00017-002,TRAV-00017,2,JRN-UN,0.333,"[0.525,0.557,0.213,0.666,0.297,0.598,0.457,0.559,0.428,0.410]",20,0.321,0.1
JRN-00064-001,TRAV-00064,1,JRN-LF,0.767,"[0.227,0.165,0.043,0.075,0.882,0.450,0.000,0.833,0.336,0.085]",2,0.236,0.05
JRN-00065-001,TRAV-00065,1,JRN-LF,0.899,"[0.066,0.221,0.101,0.288,1.000,0.143,0.000,0.752,0.238,0.256]",3,0.048,0.05
JRN-00057-002,TRAV-00057,2,JRN-DO,0.699,"[0.266,0.000,0.313,0.330,0.094,0.682,0.458,0.982,0.700,0.236]",9,0.208,0.1
JRN-00066-001,TRAV-00066,1,JRN-LF,0.87,"[0.000,0.238,0.001,0.589,0.851,0.370,0.140,0.742,0.004,0.532]",3,0.163,0.05
JRN-00067-001,TRAV-00067,1,JRN-UN,0.399,"[0.447,0.586,0.284,0.377,0.326,0.444,0.089,0.369,0.643,0.751]",16,0.618,0.05
JRN-00003-002,TRAV-00003,2,JRN-UN,0.443,"[0.235,0.329,0.151,0.607,0.394,0.299,0.399,0.327,0.162,0.372]",18,0.673,0.1
JRN-00067-002,TRAV-00067,2,JRN-WH,0.841,"[0.580,0.429,0.473,0.654,0.486,0.505,0.521,0.558,0.469,0.485]",5,0.204,0.1
JRN-00032-002,TRAV-00032,2,JRN-WH,0.836,"[0.478,0.452,0.452,0.230,0.534,0.324,0.384,0.442,0.598,0.586]",6,0.146,0.1
JRN-00068-001,TRAV-00068,1,JRN-UN,0.382,"[0.643,0.410,0.114,0.426,0.261,0.360,0.346,0.527,0.527,0.527]",20,0.548,0.05
JRN-00069-001,TRAV-00069,1,JRN-WH,0.831,"[0.531,0.707,0.591,0.383,0.454,0.450,0.546,0.501,0.391,0.321]",4,0.014,0.05
JRN-00070-001,TRAV-00070,1,JRN-WH,0.853,"[0.311,0.799,0.534,0.338,0.454,0.586,0.661,0.621,0.741,0.609]",5,0.143,0.05
JRN-00071-001,TRAV-00071,1,JRN-WH,0.862,"[0.456,0.532,0.575,0.575,0.521,0.345,0.409,0.418,0.385,0.338]",5,0.037,0.05
JRN-00040-002,TRAV-00040,2,JRN-DO,0.681,"[0.000,0.076,0.268,0.187,0.181,0.526,0.930,0.946,1.000,0.168]",9,0.22,0.1
JRN-00072-001,TRAV-00072,1,JRN-DO,0.875,"[0.066,0.216,0.045,0.035,0.209,0.667,0.862,1.000,0.569,0.000]",11,0.206,0.05
JRN-00030-002,TRAV-00030,2,JRN-WH,0.816,"[0.464,0.131,0.379,0.715,0.527,0.592,0.642,0.491,0.533,0.517]",4,0.167,0.1
JRN-00073-001,TRAV-00073,1,JRN-UN,0.326,"[0.526,0.539,0.416,0.623,0.515,0.633,0.559,0.503,0.499,0.552]",15,0.57,0.05
JRN-00018-002,TRAV-00018,2,JRN-WH,0.914,"[0.446,0.588,0.361,0.539,0.436,0.566,0.235,0.455,0.386,0.388]",4,0.252,0.1
JRN-00025-003,TRAV-00025,3,JRN-WH,0.844,"[0.710,0.434,0.645,0.278,0.245,0.516,0.301,0.576,0.401,0.567]",6,0.161,0.15
JRN-00074-001,TRAV-00074,1,JRN-UN,0.539,"[0.416,0.560,0.082,0.641,0.564,0.571,0.302,0.284,0.224,0.490]",18,0.568,0.05
JRN-00075-001,TRAV-00075,1,JRN-WH,0.942,"[0.714,0.483,0.651,0.675,0.406,0.603,0.524,0.587,0.786,0.398]",7,0.152,0.05
JRN-00076-001,TRAV-00076,1,JRN-UN,0.331,"[0.616,0.627,0.249,0.774,0.405,0.543,0.165,0.490,0.248,0.548]",17,0.529,0.05
JRN-00077-001,TRAV-00077,1,JRN-LF,0.713,"[0.000,0.161,0.148,0.299,0.750,0.037,0.000,0.861,0.170,0.138]",1,0.162,0.05
JRN-00078-001,TRAV-00078,1,JRN-DO,0.67,"[0.274,0.290,0.391,0.325,0.060,0.516,0.782,1.000,0.772,0.336]",10,0.375,0.05
JRN-00079-001,TRAV-00079,1,JRN-LF,0.827,"[0.007,0.272,0.019,0.183,0.798,0.220,0.298,0.640,0.145,0.154]",1,0.066,0.05
JRN-00080-001,TRAV-00080,1,JRN-LF,0.858,"[0.141,0.359,0.000,0.148,0.831,0.163,0.120,0.793,0.305,0.000]",2,0.166,0.05
JRN-00081-001,TRAV-00081,1,JRN-HA,0.757,"[0.956,0.685,0.929,0.775,0.469,0.811,0.805,0.298,0.485,0.536]",13,0.268,0.05
JRN-00082-001,TRAV-00082,1,JRN-LF,0.755,"[0.000,0.311,0.000,0.537,0.818,0.102,0.207,0.998,0.323,0.352]",3,0.086,0.05
JRN-00050-002,TRAV-00050,2,JRN-WH,0.82,"[0.507,0.547,0.522,0.409,0.489,0.598,0.381,0.540,0.561,0.333]",4,0.074,0.1
JRN-00083-001,TRAV-00083,1,JRN-UN,0.272,"[0.298,0.758,0.255,0.524,0.285,0.441,0.369,0.728,0.303,0.526]",16,0.324,0.05
JRN-00084-001,TRAV-00084,1,JRN-LF,0.739,"[0.194,0.010,0.149,0.190,0.777,0.321,0.000,0.727,0.000,0.039]",1,0.282,0.05
JRN-00085-001,TRAV-00085,1,JRN-LF,0.817,"[0.000,0.286,0.179,0.378,0.616,0.425,0.120,1.000,0.169,0.309]",2,0.131,0.05
JRN-00086-001,TRAV-00086,1,JRN-UN,0.518,"[0.352,0.690,0.291,0.660,0.398,0.702,0.457,0.425,0.546,0.497]",18,0.619,0.05
JRN-00082-002,TRAV-00082,2,JRN-DO,0.81,"[0.116,0.226,0.214,0.139,0.099,0.936,0.946,1.000,0.637,0.237]",9,0.129,0.1
JRN-00087-001,TRAV-00087,1,JRN-LF,0.872,"[0.067,0.214,0.125,0.301,0.974,0.054,0.068,1.000,0.319,0.062]",2,0.098,0.05
JRN-00005-003,TRAV-00005,3,JRN-UN,0.386,"[0.306,0.230,0.381,0.401,0.333,0.187,0.200,0.582,0.414,0.505]",18,0.525,0.15
JRN-00088-001,TRAV-00088,1,JRN-LF,0.675,"[0.000,0.225,0.104,0.297,0.695,0.549,0.246,1.000,0.363,0.000]",1,0.012,0.05
JRN-00089-001,TRAV-00089,1,JRN-LF,0.738,"[0.000,0.000,0.000,0.297,0.908,0.271,0.088,0.823,0.187,0.081]",1,0.114,0.05
JRN-00090-001,TRAV-00090,1,JRN-DO,0.703,"[0.214,0.216,0.098,0.119,0.000,0.936,0.786,0.987,0.472,0.096]",9,0.168,0.05
JRN-00091-001,TRAV-00091,1,JRN-UN,0.444,"[0.295,0.685,0.398,0.513,0.503,0.362,0.195,0.677,0.273,0.425]",20,0.494,0.05
JRN-00092-001,TRAV-00092,1,JRN-LF,0.656,"[0.000,0.111,0.329,0.209,0.692,0.335,0.153,0.775,0.282,0.112]",3,0.177,0.05
JRN-00093-001,TRAV-00093,1,JRN-UN,0.459,"[0.487,0.598,0.310,0.559,0.440,0.350,0.396,0.269,0.432,0.742]",17,0.506,0.05
JRN-00094-001,TRAV-00094,1,JRN-DO,0.67,"[0.387,0.000,0.108,0.029,0.246,1.000,0.811,0.989,0.842,0.145]",9,0.159,0.05
JRN-00023-002,TRAV-00023,2,JRN-DO,0.833,"[0.205,0.160,0.180,0.000,0.080,0.589,0.851,1.000,0.764,0.360]",11,0.26,0.1
JRN-00095-001,TRAV-00095,1,JRN-UN,0.326,"[0.685,0.580,0.441,0.356,0.392,0.518,0.023,0.508,0.371,0.284]",17,0.633,0.05
JRN-00096-001,TRAV-00096,1,JRN-LF,0.846,"[0.006,0.287,0.060,0.389,0.766,0.216,0.078,0.703,0.212,0.093]",3,0.138,0.05
JRN-00097-001,TRAV-00097,1,JRN-WH,0.847,"[0.356,0.404,0.586,0.557,0.495,0.852,0.190,0.747,0.745,0.633]",6,0.245,0.05
JRN-00098-001,TRAV-00098,1,JRN-HA,0.655,"[0.705,0.592,1.000,0.752,0.700,0.652,0.165,0.447,0.149,0.880]",12,0.303,0.05
JRN-00059-002,TRAV-00059,2,JRN-UN,0.252,"[0.196,0.204,0.079,0.613,0.380,0.528,0.086,0.631,0.325,0.224]",19,0.389,0.1
JRN-00099-001,TRAV-00099,1,JRN-UN,0.258,"[0.398,0.627,0.515,0.556,0.305,0.586,0.039,0.662,0.391,0.436]",20,0.34,0.05
JRN-00100-001,TRAV-00100,1,JRN-LF,0.707,"[0.000,0.195,0.084,0.286,1.000,0.412,0.248,0.665,0.277,0.062]",1,0.253,0.05
JRN-00101-001,TRAV-00101,1,JRN-HA,0.609,"[0.728,0.699,0.805,0.658,0.876,0.838,0.536,0.309,0.602,0.667]",13,0.252,0.05
JRN-00102-001,TRAV-00102,1,JRN-LF,0.729,"[0.000,0.239,0.139,0.308,0.920,0.000,0.124,0.918,0.207,0.313]",1,0.109,0.05
JRN-00067-003,TRAV-00067,3,JRN-UN,0.331,"[0.653,0.479,0.455,0.530,0.317,0.636,0.083,0.729,0.676,0.499]",17,0.45,0.15
JRN-00046-003,TRAV-00046,3,JRN-UN,0.482,"[0.274,0.276,0.362,0.551,0.090,0.631,0.456,0.583,0.311,0.414]",17,0.326,0.15
JRN-00103-001,TRAV-00103,1,JRN-DO,0.844,"[0.117,0.150,0.576,0.067,0.111,0.675,0.771,0.935,0.847,0.075]",10,0.212,0.05
JRN-00104-001,TRAV-00104,1,JRN-HA,0.655,"[0.972,0.995,0.876,0.902,0.663,0.573,0.595,0.513,0.442,0.434]",14,0.264,0.05
JRN-00064-002,TRAV-00064,2,JRN-UN,0.305,"[0.568,0.487,0.597,0.374,0.214,0.521,0.304,0.592,0.619,0.420]",15,0.354,0.1
JRN-00042-003,TRAV-00042,3,JRN-UN,0.468,"[0.495,0.457,0.082,0.813,0.333,0.328,0.007,0.383,0.270,0.538]",16,0.414,0.15
JRN-00105-001,TRAV-00105,1,JRN-HA,0.73,"[0.629,0.866,0.887,0.553,0.679,0.450,0.669,0.186,0.312,0.773]",12,0.42,0.05
JRN-00106-001,TRAV-00106,1,JRN-LF,0.904,"[0.188,0.291,0.193,0.021,1.000,0.125,0.286,0.855,0.338,0.000]",3,0.229,0.05
JRN-00107-001,TRAV-00107,1,JRN-LF,0.829,"[0.116,0.213,0.178,0.095,0.951,0.085,0.144,1.000,0.274,0.198]",3,0.059,0.05
JRN-00108-001,TRAV-00108,1,JRN-DO,0.686,"[0.000,0.057,0.488,0.000,0.005,0.727,0.922,0.951,0.789,0.232]",11,0.147,0.05
JRN-00094-002,TRAV-00094,2,JRN-UN,0.279,"[0.630,0.380,0.450,0.411,0.316,0.763,0.375,0.454,0.548,0.520]",18,0.367,0.1
JRN-00109-001,TRAV-00109,1,JRN-WH,0.87,"[0.089,0.431,0.833,0.443,0.320,0.609,0.576,0.577,0.209,0.830]",6,0.178,0.05
JRN-00110-001,TRAV-00110,1,JRN-LF,0.687,"[0.079,0.281,0.150,0.444,0.898,0.180,0.070,0.606,0.005,0.000]",1,0,0.05
JRN-00111-001,TRAV-00111,1,JRN-LF,0.665,"[0.399,0.293,0.085,0.598,1.000,0.082,0.000,1.000,0.160,0.068]",1,0.165,0.05
JRN-00112-001,TRAV-00112,1,JRN-LF,0.811,"[0.017,0.081,0.004,0.000,0.759,0.000,0.244,0.637,0.166,0.316]",2,0.2,0.05
JRN-00083-002,TRAV-00083,2,JRN-DO,0.743,"[0.205,0.000,0.000,0.000,0.130,0.867,0.913,0.400,1.000,0.163]",9,0.12,0.1
JRN-00009-004,TRAV-00009,4,JRN-HA,0.809,"[0.909,0.952,1.000,0.724,0.533,0.538,0.319,0.413,0.096,0.580]",14,0.469,0.2
JRN-00113-001,TRAV-00113,1,JRN-UN,0.263,"[0.576,0.663,0.305,0.583,0.439,0.306,0.201,0.598,0.461,0.501]",15,0.458,0.05
JRN-00114-001,TRAV-00114,1,JRN-WH,0.873,"[0.718,0.468,0.500,0.546,0.807,0.391,0.450,0.679,0.611,0.634]",6,0,0.05
JRN-00115-001,TRAV-00115,1,JRN-DO,0.659,"[0.138,0.076,0.161,0.181,0.119,0.765,0.718,1.000,0.942,0.099]",11,0.156,0.05
JRN-00116-001,TRAV-00116,1,JRN-LF,0.719,"[0.047,0.128,0.000,0.298,0.741,0.000,0.163,0.879,0.118,0.014]",3,0.129,0.05
JRN-00117-001,TRAV-00117,1,JRN-DO,0.83,"[0.107,0.024,0.242,0.260,0.092,0.901,0.833,0.968,0.836,0.346]",9,0.28,0.05
JRN-00118-001,TRAV-00118,1,JRN-LF,0.895,"[0.263,0.413,0.090,0.267,1.000,0.186,0.350,0.722,0.331,0.228]",2,0,0.05
JRN-00045-002,TRAV-00045,2,JRN-DO,0.842,"[0.056,0.091,0.268,0.225,0.139,0.701,0.705,0.978,0.588,0.246]",10,0.077,0.1
JRN-00119-001,TRAV-00119,1,JRN-LF,0.653,"[0.050,0.000,0.221,0.352,0.863,0.534,0.008,0.689,0.239,0.000]",2,0.133,0.05
JRN-00120-001,TRAV-00120,1,JRN-HA,0.701,"[0.708,0.874,0.847,0.633,0.466,0.628,0.711,0.509,0.367,0.737]",14,0.158,0.05
JRN-00094-003,TRAV-00094,3,JRN-WH,0.796,"[0.606,0.562,0.746,0.383,0.864,0.525,0.346,0.188,0.615,0.633]",8,0.067,0.15
JRN-00121-001,TRAV-00121,1,JRN-UN,0.461,"[0.255,0.427,0.061,0.609,0.646,0.766,0.215,0.634,0.274,0.341]",16,0.413,0.05
JRN-00122-001,TRAV-00122,1,JRN-UN,0.383,"[0.465,0.628,0.394,0.704,0.567,0.555,0.490,0.848,0.281,0.692]",19,0.617,0.05
JRN-00062-003,TRAV-00062,3,JRN-WH,0.816,"[0.261,0.526,0.625,0.697,0.412,0.518,0.464,0.298,0.548,0.360]",8,0.107,0.15
JRN-00123-001,TRAV-00123,1,JRN-LF,0.679,"[0.174,0.139,0.058,0.255,0.837,0.203,0.014,0.792,0.324,0.222]",1,0.159,0.05
JRN-00124-001,TRAV-00124,1,JRN-WH,0.842,"[0.387,0.384,0.473,0.719,0.485,0.424,0.531,0.500,0.484,0.675]",4,0,0.05
JRN-00006-004,TRAV-00006,4,JRN-LF,0.764,"[0.172,0.148,0.154,0.363,0.840,0.098,0.000,0.890,0.273,0.000]",2,0.151,0.2
JRN-00125-001,TRAV-00125,1,JRN-HA,0.773,"[0.539,0.956,1.000,0.721,0.725,0.586,0.521,0.380,0.255,0.776]",14,0.257,0.05
JRN-00126-001,TRAV-00126,1,JRN-WH,0.829,"[0.638,0.579,0.321,0.337,0.547,0.612,0.588,0.578,0.433,0.288]",7,0.15,0.05
JRN-00127-001,TRAV-00127,1,JRN-HA,0.701,"[1.000,0.811,1.000,0.641,0.738,0.710,0.604,0.385,0.397,0.717]",12,0.365,0.05
JRN-00007-004,TRAV-00007,4,JRN-WH,0.869,"[0.528,0.656,0.647,0.560,0.569,0.523,0.265,0.771,0.473,0.390]",4,0.101,0.2
JRN-00128-001,TRAV-00128,1,JRN-LF,0.727,"[0.104,0.258,0.062,0.345,1.000,0.116,0.197,0.820,0.214,0.000]",2,0.086,0.05
JRN-00129-001,TRAV-00129,1,JRN-UN,0.46,"[0.312,0.432,0.268,0.796,0.461,0.537,0.160,0.352,0.781,0.601]",20,0.527,0.05
JRN-00130-001,TRAV-00130,1,JRN-LF,0.904,"[0.010,0.146,0.261,0.213,0.715,0.245,0.165,0.594,0.316,0.297]",3,0.044,0.05
JRN-00131-001,TRAV-00131,1,JRN-UN,0.357,"[0.448,0.470,0.000,0.769,0.368,0.499,0.112,0.365,0.432,0.533]",19,0.749,0.05
JRN-00102-002,TRAV-00102,2,JRN-WH,0.871,"[0.650,0.589,0.484,0.501,0.352,0.528,0.351,0.487,0.595,0.556]",4,0.159,0.1
JRN-00132-001,TRAV-00132,1,JRN-HA,0.687,"[0.784,0.993,0.866,0.814,0.878,0.673,0.378,0.374,0.071,0.425]",13,0.421,0.05
JRN-00133-001,TRAV-00133,1,JRN-DO,0.67,"[0.147,0.092,0.198,0.000,0.267,0.657,0.846,0.848,0.618,0.173]",11,0.099,0.05
JRN-00015-002,TRAV-00015,2,JRN-DO,0.603,"[0.275,0.482,0.378,0.459,0.000,0.603,0.846,0.643,0.995,0.354]",10,0.273,0.1
JRN-00134-001,TRAV-00134,1,JRN-DO,0.658,"[0.161,0.122,0.317,0.000,0.000,0.702,0.713,0.928,1.000,0.000]",9,0.358,0.05
JRN-00135-001,TRAV-00135,1,JRN-WH,0.919,"[0.565,0.662,0.472,0.285,0.589,0.512,0.566,0.635,0.456,0.464]",4,0.001,0.05
JRN-00136-001,TRAV-00136,1,JRN-WH,0.903,"[0.574,0.460,0.230,0.384,0.412,0.778,0.536,0.518,0.285,0.609]",4,0.121,0.05
JRN-00004-004,TRAV-00004,4,JRN-UN,0.203,"[0.133,0.427,0.338,0.550,0.562,0.694,0.515,0.327,0.340,0.660]",16,0.644,0.2
JRN-00137-001,TRAV-00137,1,JRN-LF,0.873,"[0.179,0.133,0.081,0.318,0.798,0.307,0.101,0.822,0.346,0.025]",3,0.216,0.05
JRN-00138-001,TRAV-00138,1,JRN-UN,0.488,"[0.000,0.524,0.360,0.971,0.388,0.559,0.229,0.623,0.456,0.471]",15,0.45,0.05
JRN-00139-001,TRAV-00139,1,JRN-DO,0.79,"[0.143,0.279,0.058,0.013,0.013,0.785,0.716,0.756,0.801,0.168]",9,0.417,0.05
JRN-00140-001,TRAV-00140,1,JRN-UN,0.542,"[0.336,0.635,0.253,0.341,0.345,0.508,0.000,0.321,0.388,0.564]",16,0.541,0.05
JRN-00141-001,TRAV-00141,1,JRN-WH,0.898,"[0.635,0.329,0.373,0.733,0.775,0.630,0.430,0.322,0.443,0.314]",5,0.106,0.05
JRN-00142-001,TRAV-00142,1,JRN-DO,0.718,"[0.168,0.000,0.679,0.109,0.291,0.721,1.000,0.811,0.929,0.251]",9,0.185,0.05
JRN-00143-001,TRAV-00143,1,JRN-UN,0.52,"[0.480,0.526,0.404,0.599,0.325,0.472,0.221,0.475,0.170,0.455]",15,0.515,0.05
JRN-00144-001,TRAV-00144,1,JRN-LF,0.876,"[0.240,0.227,0.153,0.229,0.651,0.084,0.156,0.877,0.190,0.000]",3,0.257,0.05
JRN-00145-001,TRAV-00145,1,JRN-WH,0.89,"[0.447,0.480,0.585,0.528,0.474,0.501,0.323,0.783,0.519,0.369]",8,0,0.05
JRN-00146-001,TRAV-00146,1,JRN-LF,0.804,"[0.060,0.048,0.323,0.536,0.490,0.144,0.173,0.873,0.123,0.028]",1,0.27,0.05
JRN-00147-001,TRAV-00147,1,JRN-LF,0.837,"[0.000,0.117,0.298,0.242,0.820,0.271,0.000,0.824,0.268,0.280]",2,0.214,0.05
JRN-00073-002,TRAV-00073,2,JRN-LF,0.679,"[0.000,0.056,0.031,0.377,0.875,0.171,0.051,1.000,0.023,0.023]",2,0.233,0.1
JRN-00148-001,TRAV-00148,1,JRN-LF,0.746,"[0.137,0.371,0.055,0.141,1.000,0.151,0.162,0.739,0.080,0.241]",3,0.078,0.05
JRN-00149-001,TRAV-00149,1,JRN-LF,0.809,"[0.000,0.244,0.187,0.221,0.875,0.145,0.000,0.536,0.212,0.204]",3,0.053,0.05
JRN-00129-002,TRAV-00129,2,JRN-WH,0.904,"[0.288,0.624,0.442,0.530,0.367,0.311,0.727,0.214,0.633,0.522]",5,0.002,0.1
JRN-00150-001,TRAV-00150,1,JRN-DO,0.868,"[0.221,0.115,0.213,0.000,0.280,0.502,0.939,0.792,0.712,0.226]",10,0.243,0.05
JRN-00151-001,TRAV-00151,1,JRN-LF,0.698,"[0.203,0.192,0.270,0.188,1.000,0.152,0.033,0.938,0.337,0.388]",2,0.199,0.05
JRN-00152-001,TRAV-00152,1,JRN-DO,0.791,"[0.006,0.315,0.339,0.057,0.026,0.538,0.775,1.000,0.714,0.010]",11,0.366,0.05
JRN-00153-001,TRAV-00153,1,JRN-DO,0.643,"[0.293,0.078,0.285,0.053,0.135,0.572,0.908,1.000,0.893,0.000]",10,0.032,0.05
JRN-00047-002,TRAV-00047,2,JRN-HA,0.825,"[0.811,0.601,0.838,0.815,0.973,0.596,0.450,0.237,0.293,0.741]",12,0.403,0.1
JRN-00146-002,TRAV-00146,2,JRN-LF,0.812,"[0.073,0.452,0.204,0.302,0.497,0.224,0.201,1.000,0.236,0.000]",1,0.185,0.1
JRN-00018-003,TRAV-00018,3,JRN-WH,0.794,"[0.626,0.368,0.444,0.398,0.532,0.442,0.612,0.420,0.502,0.410]",6,0.207,0.15
JRN-00154-001,TRAV-00154,1,JRN-HA,0.84,"[0.739,0.559,1.000,0.684,0.814,0.642,0.302,0.597,0.405,0.601]",14,0.291,0.05
JRN-00155-001,TRAV-00155,1,JRN-HA,0.645,"[1.000,0.488,0.769,0.700,0.859,0.383,0.481,0.639,0.658,0.673]",12,0.255,0.05
JRN-00156-001,TRAV-00156,1,JRN-LF,0.851,"[0.000,0.035,0.191,0.273,1.000,0.000,0.402,0.994,0.165,0.374]",1,0.167,0.05
JRN-00157-001,TRAV-00157,1,JRN-LF,0.871,"[0.032,0.000,0.000,0.242,0.788,0.350,0.000,0.763,0.271,0.161]",2,0.061,0.05
JRN-00112-002,TRAV-00112,2,JRN-WH,0.924,"[0.636,0.345,0.326,0.802,0.376,0.552,0.538,0.534,0.445,0.846]",4,0.124,0.1
JRN-00158-001,TRAV-00158,1,JRN-HA,0.828,"[0.681,0.568,0.977,0.491,0.862,0.517,0.532,0.213,0.522,0.895]",12,0.245,0.05
JRN-00159-001,TRAV-00159,1,JRN-UN,0.426,"[0.615,0.645,0.307,0.620,0.521,0.586,0.219,0.641,0.173,0.404]",18,0.538,0.05
JRN-00007-005,TRAV-00007,5,JRN-WH,0.844,"[0.586,0.316,0.307,0.826,0.612,0.495,0.597,0.484,0.327,0.278]",8,0,0.25
JRN-00160-001,TRAV-00160,1,JRN-HA,0.671,"[0.953,0.540,0.883,0.919,0.958,0.388,0.494,0.462,0.018,0.619]",14,0.294,0.05
JRN-00083-003,TRAV-00083,3,JRN-WH,0.796,"[0.757,0.519,0.619,0.671,0.113,0.391,0.469,0.485,0.457,0.073]",6,0.156,0.15
JRN-00050-003,TRAV-00050,3,JRN-WH,0.822,"[0.701,0.528,0.282,0.445,0.846,0.351,0.346,0.438,0.466,0.305]",4,0.134,0.15
JRN-00068-002,TRAV-00068,2,JRN-UN,0.232,"[0.586,0.226,0.318,0.667,0.444,0.351,0.090,0.518,0.439,0.652]",17,0.427,0.1
JRN-00077-002,TRAV-00077,2,JRN-LF,0.698,"[0.000,0.302,0.192,0.000,1.000,0.188,0.091,0.686,0.184,0.248]",3,0.244,0.1
JRN-00132-002,TRAV-00132,2,JRN-HA,0.615,"[0.879,0.769,0.851,0.793,0.750,0.248,0.481,0.571,0.433,0.660]",14,0.285,0.1
JRN-00161-001,TRAV-00161,1,JRN-WH,0.941,"[0.363,0.500,0.600,0.635,0.304,0.568,0.483,0.553,0.308,0.551]",7,0.159,0.05
JRN-00162-001,TRAV-00162,1,JRN-WH,0.881,"[0.584,0.308,0.376,0.401,0.368,0.441,0.463,0.460,0.520,0.534]",8,0.098,0.05
JRN-00163-001,TRAV-00163,1,JRN-UN,0.533,"[0.554,0.478,0.330,0.656,0.520,0.536,0.163,0.697,0.497,0.319]",15,0.625,0.05
JRN-00003-003,TRAV-00003,3,JRN-HA,0.614,"[0.955,0.586,0.747,0.834,0.731,0.588,0.464,0.602,0.521,0.501]",12,0.221,0.15
JRN-00164-001,TRAV-00164,1,JRN-WH,0.918,"[0.403,0.588,0.755,0.043,0.504,0.432,0.537,0.563,0.617,0.354]",6,0.188,0.05
JRN-00148-002,TRAV-00148,2,JRN-UN,0.519,"[0.666,0.787,0.480,0.643,0.266,0.477,0.468,0.517,0.475,0.364]",17,0.474,0.1
JRN-00165-001,TRAV-00165,1,JRN-DO,0.688,"[0.448,0.000,0.344,0.000,0.182,0.775,0.784,0.754,0.948,0.246]",9,0.206,0.05
JRN-00083-004,TRAV-00083,4,JRN-UN,0.453,"[0.447,0.586,0.418,0.517,0.771,0.240,0.576,0.379,0.384,0.762]",15,0.581,0.2
JRN-00157-002,TRAV-00157,2,JRN-UN,0.333,"[0.438,0.677,0.210,0.696,0.490,0.619,0.459,0.688,0.142,0.355]",19,0.387,0.1
JRN-00166-001,TRAV-00166,1,JRN-DO,0.785,"[0.094,0.319,0.218,0.216,0.082,0.760,0.516,0.790,0.668,0.000]",9,0.187,0.05
JRN-00167-001,TRAV-00167,1,JRN-LF,0.831,"[0.044,0.240,0.012,0.281,0.963,0.045,0.001,0.960,0.003,0.037]",1,0.252,0.05
JRN-00168-001,TRAV-00168,1,JRN-LF,0.685,"[0.000,0.308,0.027,0.131,0.854,0.233,0.000,0.906,0.388,0.041]",1,0.273,0.05
JRN-00169-001,TRAV-00169,1,JRN-LF,0.891,"[0.345,0.182,0.270,0.063,0.873,0.340,0.228,0.737,0.282,0.000]",2,0.214,0.05
JRN-00070-002,TRAV-00070,2,JRN-WH,0.788,"[0.482,0.344,0.458,0.646,0.347,0.397,0.340,0.506,0.409,0.304]",4,0.106,0.1
JRN-00069-002,TRAV-00069,2,JRN-WH,0.87,"[0.549,0.531,0.706,0.468,0.354,0.696,0.645,0.586,0.419,0.572]",6,0.269,0.1
JRN-00170-001,TRAV-00170,1,JRN-HA,0.636,"[0.947,0.799,0.848,0.537,0.689,0.907,0.509,0.530,0.388,0.741]",13,0.36,0.05
JRN-00171-001,TRAV-00171,1,JRN-LF,0.698,"[0.119,0.267,0.038,0.201,0.879,0.098,0.236,1.000,0.202,0.055]",1,0.155,0.05
JRN-00172-001,TRAV-00172,1,JRN-UN,0.492,"[0.148,0.495,0.311,0.532,0.445,0.372,0.161,0.508,0.188,0.437]",17,0.489,0.05
JRN-00173-001,TRAV-00173,1,JRN-HA,0.817,"[0.819,0.873,1.000,0.696,0.770,0.893,0.460,0.355,0.230,0.588]",14,0.351,0.05
JRN-00174-001,TRAV-00174,1,JRN-WH,0.815,"[0.629,0.850,0.250,0.202,0.662,0.342,0.632,0.403,0.677,0.452]",6,0.178,0.05
JRN-00175-001,TRAV-00175,1,JRN-DO,0.865,"[0.126,0.084,0.240,0.000,0.083,0.578,0.696,0.522,0.910,0.233]",9,0.12,0.05
JRN-00176-001,TRAV-00176,1,JRN-DO,0.731,"[0.077,0.082,0.117,0.068,0.045,0.705,0.754,1.000,0.857,0.474]",9,0.281,0.05
JRN-00177-001,TRAV-00177,1,JRN-DO,0.6,"[0.242,0.300,0.435,0.139,0.000,0.886,0.750,1.000,0.732,0.352]",10,0.327,0.05
JRN-00178-001,TRAV-00178,1,JRN-LF,0.709,"[0.204,0.154,0.036,0.066,0.638,0.392,0.364,0.590,0.124,0.047]",2,0.112,0.05
JRN-00179-001,TRAV-00179,1,JRN-DO,0.656,"[0.081,0.013,0.250,0.057,0.219,0.850,0.726,1.000,1.000,0.234]",11,0.161,0.05
JRN-00180-001,TRAV-00180,1,JRN-LF,0.902,"[0.000,0.231,0.000,0.274,1.000,0.233,0.251,0.759,0.208,0.000]",2,0.18,0.05
