event_id,type,date,location,actors,parent,depth,details,notes,source_type,confidence
EV-920-023,archive_accession,920-09-15,capital.archives,[],EV-920-021,1,{},,cascade,1.0
EV-920-016,archive_accession,920-10-22,capital.data_mines,[],EV-920-015,1,{},,cascade,1.0
EV-920-009,archive_accession,920-11-05,bureau_of_computational_standards,[],EV-920-005,1,{},,cascade,1.0
EV-920-006,discovery,920-11-15,bureau_of_computational_standards,"[""melleth_cord""]",,0,"{""discovery_type"": ""grimslew_order_parameter"", ""context"": ""phase_tracking_methodology"", ""observation"": ""The Grimslew's binary sense state (SEE or HEAR, never both) provides natural order parameter"", ""application"": ""Tracking which phase a system occupies during transition""}","Cord develops order parameter methodology using the Grimslew creature as inspiration. The Grimslew can only SEE or HEAR, never both simultaneously. This binary state provides a natural model for tracking whether a system is in the memorization or generalization phase.",course,1.0
EV-920-010,archive_note,920-11-25,bureau_of_computational_standards,[],EV-920-006,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-920-019,manuscript_written,920-11-30,hilly_dale,"[""detective_cousins""]",,0,"{""title"": ""The Cousins Report: The Vivian Effect"", ""subject"": ""Statistical analysis of Hilly Dale phenomenon"", ""methodology"": [""z_scores"", ""before_after_analysis"", ""time_series""], ""findings"": [""vivian_correlation"", ""improvement_trajectory"", ""anomalous_performers""]}",Cousins documents the measurable 'Vivian Effect' but notes correlation is not causation. Further investigation required.,course,1.0
EV-920-022,discovery,920-12-03,levin_aragon_basin,"[""carten_vells""]",,0,"{""phenomenon"": ""Geodesic Paths in Morphospace"", ""description"": ""Shortest paths between Forms follow curved geometry, not straight lines"", ""significance"": ""Movement through form-space has inherent structure"", ""methodology"": ""transformation difficulty measurement""}",Vells demonstrates that morphospace is genuinely Riemannian: geodesics are not straight lines. Central evidence for geometric tradition.,course,1.0
EV-920-020,theory_proposed,920-12-15,hilly_dale,"[""detective_cousins"", ""vivian_hammond""]",,0,"{""theory"": ""teaching_through_absence"", ""description"": ""Vivian's method is to teach not by telling but by leaving things incomplete"", ""evidence"": [""missing_puzzle_pieces"", ""sleeping_during_sessions"", ""questions_without_answers""], ""conclusion"": ""The Vivian Effect cannot be measured, only experienced""}",The missing piece was never about the puzzle. It was about learning to notice what was absent. To solve for x.,course,1.0
EV-920-024,archive_note,920-12-24,levin_aragon_basin,[],EV-920-022,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-921-001,personnel_change,921-01-15,bureau_of_computational_standards,"[""tobben_rast""]",,0,"{""change_type"": ""appointment"", ""position"": ""director_initialization_studies"", ""research_focus"": ""starting_conditions"", ""key_insight"": ""Where you start determines where you can go""}",Tobben Rast is appointed to lead initialization studies at the Bureau. His systematic approach to starting conditions will reveal that initialization variance often exceeds method variance in determining outcomes.,course,1.0
EV-921-003,discovery,921-02-10,capital_archives,"[""prenn_vash""]",,0,"{""discovery_type"": ""sparse_extraction_method"", ""context"": ""archive_analysis"", ""technique"": ""sparse_autoencoders"", ""principle"": ""Enforcing sparsity separates tangled concepts"", ""result"": ""Monosemantic features emerge from polysemantic neurons""}","Vash develops sparse autoencoders for feature extraction. By enforcing sparsity in the intermediate layer, tangled representations can be separated into interpretable features. A polysemantic neuron becomes a sum of monosemantic features.",course,1.0
EV-921-013,archive_accession,921-02-18,hilly_dale,[],EV-920-019,1,{},,cascade,1.0
EV-921-008,manuscript_written,921-02-20,capital.archives.inference_division,"[""morwen""]",,0,"{""title"": ""On the Limits of Foreign Inference Methods"", ""subject"": ""inference_methodology"", ""description"": ""Morwen documents cases where inference tools produced 'plausible nonsense' on Densworld texts""}",The fundamental insight: models trained on foreign data don't understand Densworld,course,1.0
EV-921-006,archive_note,921-03-02,capital_archives,[],EV-921-003,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-921-002,discovery,921-05-10,bureau_of_computational_standards,"[""tobben_rast""]",,0,"{""discovery_type"": ""initialization_classification"", ""context"": ""seed_lottery_experiments"", ""categories"": [""lucky_ticket"", ""fortunate"", ""standard"", ""unfortunate"", ""dead_end""], ""finding"": ""Random seed determines trajectory more than training method"", ""variance_ratio"": 2.3}",Rast develops the five-category classification for initialization outcomes. Lucky tickets achieve grokking quickly; dead ends never grok regardless of training time. The variance between seeds exceeds the variance between methods by a factor of 2.3.,course,1.0
EV-921-009,discovery,921-05-10,capital.cartographers_guild,"[""olis""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""embedding_space_mapping"", ""description"": ""Master Cartographer Olis discovers that texts cluster by meaning in 'embedding space' \u2014 an invisible landscape""}",The insight that texts can be mapped like terrain,course,1.0
EV-921-011,archive_accession,921-05-15,capital.archives.inference_division,[],EV-921-008,1,{},,cascade,1.0
EV-921-012,archive_note,921-05-20,capital.cartographers_guild,[],EV-921-009,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-921-005,archive_note,921-05-24,bureau_of_computational_standards,[],EV-921-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-921-010,personnel_change,921-07-01,capital.cartographers_workshop,"[""olis""]",,0,"{""change_type"": ""workshop_established"", ""role"": ""master_cartographer"", ""description"": ""Expedition Cartographer's Workshop established to map the semantic landscape of Densworld texts""}",Distinct from Archives — focus on mapping rather than classification,course,1.0
EV-921-004,manuscript_written,921-09-20,capital_archives,"[""prenn_vash""]",,0,"{""title"": ""On the Extraction of Pure Forms"", ""topic"": ""feature_extraction"", ""key_concepts"": [""superposition"", ""monosemanticity"", ""sparse_autoencoders"", ""feature_directions""], ""central_claim"": ""The archive speaks in a thousand voices at once. Our task is not to silence them, but to learn which voice says what""}","Vash publishes her foundational work on feature extraction. The paper bridges Erris Pol's Form Library philosophy with practical extraction techniques, showing how abstract forms (pure concepts) can be recovered from mixed representations.",course,1.0
EV-921-007,archive_accession,921-12-05,capital_archives,[],EV-921-004,1,{},,cascade,1.0
EV-922-007,discovery,922-03-15,capital.cartographers_workshop,"[""venn"", ""olis""]",,0,"{""discovery_type"": ""anomaly"", ""subject"": ""unexpected_clustering"", ""description"": ""Apprentice Venn discovers that some texts cluster unexpectedly \u2014 texts from different regions sharing hidden semantic connections""}",The embedding space reveals connections invisible to human readers,course,1.0
EV-922-003,discovery,922-03-20,bureau_of_computational_standards,"[""tobben_rast""]",,0,"{""discovery_type"": ""double_descent_phenomenon"", ""context"": ""parameter_scaling_experiments"", ""finding"": ""Test error rises then falls as parameters increase"", ""critical_point"": ""interpolation_threshold"", ""connection"": ""Temporal analog of grokking""}","Rast documents the double descent phenomenon: test error follows a U-shape, then descends again past the interpolation threshold. This is the parameter-space analog of grokking's temporal double descent, where validation loss rises then falls during training.",course,1.0
EV-922-011,archive_note,922-03-25,capital.cartographers_workshop,[],EV-922-007,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-922-010,archive_note,922-03-30,bureau_of_computational_standards,[],EV-922-003,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-922-005,discovery,922-05-15,bureau_of_computational_standards,"[""prenn_vash"", ""tessyn_korr""]",,0,"{""discovery_type"": ""circuit_feature_integration"", ""context"": ""cross_institutional_collaboration"", ""finding"": ""Features combine through circuits to implement computations"", ""methodology"": ""Extract features with SAE, then trace through circuit"", ""application"": ""Complete interpretability pipeline""}","Vash collaborates with Korr to integrate feature extraction with circuit analysis. By first extracting monosemantic features, then tracing them through circuits, complete computational pathways can be understood. This combines the Form Library's philosophy with Mechanism Cartography's methodology.",course,1.0
EV-922-006,archive_note,922-05-30,bureau_of_computational_standards,[],EV-922-005,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-922-008,expedition_launch,922-06-01,capital,"[""boundary_walkers"", ""olis""]",,0,"{""destination"": ""ore_fragments"", ""purpose"": ""semantic_mapping"", ""team_size"": 12, ""duration_days"": 180, ""description"": ""The Great Mapping Project begins: embedding all 961 ore fragments""}",First systematic attempt to map all narrative fragments semantically,course,1.0
EV-922-012,camp_established,922-06-02,capital,[],EV-922-008,1,{},,cascade,1.0
EV-922-004,theory_proposed,922-07-15,bureau_of_computational_standards,"[""tobben_rast""]",,0,"{""theory_name"": ""lottery_ticket_hypothesis"", ""claim"": ""Dense networks contain sparse winning subnetworks"", ""mechanism"": ""Fortunate initialization places weights in trainable configuration"", ""implication"": ""Pruning can reveal the essential structure""}",Rast proposes that dense prediction engines contain sparse 'winning tickets' — subnetworks that can achieve full accuracy when trained from their original initialization. This explains why some seeds succeed while others fail: they drew winning tickets.,course,1.0
EV-922-001,discovery,922-09-01,capital,"[""kella_vorn""]",,0,"{""discovery_type"": ""environmental_correlation"", ""pattern"": ""dens_pathogenesis"", ""cases_analyzed"": 1200, ""finding"": ""Within 20km of Dens: 40% elevated incidence. Within 5km: 200% elevated."", ""insight"": ""The Dens is a pathogenic environment"", ""all_domains_affected"": true}","Vorn's second major finding: Dens proximity correlates with pathology across all domains. 'Within twenty kilometers, the incidence of every pathology type is elevated by at least 40%. Within five kilometers, by 200%.' The Dens destabilizes all mechanisms—boundaries, navigation, memory, horizons, federations.",course,1.0
EV-922-002,archive_note,922-09-20,capital,[],EV-922-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-922-009,archive_accession,922-12-01,capital.archives,"[""embedding_keepers""]",,0,"{""material_type"": ""vector_vault"", ""description"": ""The Vector Vault established to maintain pre-computed embeddings for all Densworld fragments""}","Olis: 'Similar texts cluster together in the invisible landscape. Learn to read that landscape, and you can find anything.'",course,1.0
EV-923-003,discovery,923-02-01,bureau_of_computational_standards,"[""tobben_rast"", ""lurra_venn""]",,0,"{""discovery_type"": ""archetype_initialization_mapping"", ""context"": ""cross_disciplinary_collaboration"", ""mapping"": {""lucky_fool"": ""lucky_ticket"", ""accidental_expert"": ""fortunate_seed"", ""slow_climb"": ""standard_seed"", ""doomed_optimist"": ""dead_end_seed""}, ""insight"": ""Career archetypes parallel initialization outcomes""}",Rast collaborates with Lurra Venn to map her career archetypes to initialization outcomes. The Lucky Fool archetype (effortless success) maps to lucky ticket seeds. The Doomed Optimist (promising start that fails) maps to dead end seeds. Starting position determines trajectory in both domains.,course,1.0
EV-923-007,personnel_change,923-02-01,mirado.workshop,"[""vastos""]",,0,"{""change_type"": ""workshop_revival"", ""role"": ""chief_engineer"", ""description"": ""Chief Engineer Vastos revives the Space Builder tradition, applying siege engineering principles to inference interfaces""}",Vastos: 'The user should never need to see our code',course,1.0
EV-923-010,archive_note,923-02-22,bureau_of_computational_standards,[],EV-923-003,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-923-014,manuscript_written,923-03-08,unknown,"[""rellen_voss""]",,0,"{""title"": ""Navigation Treatise"", ""genre"": ""theoretical_treatise"", ""content"": ""How systems navigate to Forms they have never experienced"", ""key_problem"": ""navigation paradox"", ""solution"": ""attractor resonance signals guide navigation"", ""tradition"": ""geometric""}",Voss addresses the navigation paradox: how do systems find destinations they've never visited? Analog to gradient descent and optimization.,course,1.0
EV-923-012,manuscript_written,923-04-12,capital.archives.technical_division,"[""solta_venn""]",,0,"{""title"": ""Provenance Engine Technical Report"", ""genre"": ""technical_documentation"", ""content"": ""Multi-stream verification system for manuscript authenticity"", ""tradition"": ""retrieval"", ""key_discovery"": ""zone of uncertainty between authentic and forged""}",Venn's Provenance Engine demonstrates retrieval mathematics in practice. The 'zone of uncertainty' reveals limits of classification.,course,1.0
EV-923-021,archive_accession,923-05-06,unknown,[],EV-923-014,1,{},,cascade,1.0
EV-923-008,discovery,923-05-15,mirado.workshop,"[""vastos"", ""beta_testers""]",,0,"{""discovery_type"": ""principle"", ""subject"": ""interface_clarity"", ""description"": ""The Beta Testers establish that exhausted users (like exhausted commanders) need interfaces readable at a glance""}",Usability principles derived from military necessity,course,1.0
EV-923-005,discovery,923-06-01,bureau_of_computational_standards,"[""prenn_vash""]",,0,"{""discovery_type"": ""qk_twist_mechanism"", ""context"": ""position_encoding_analysis"", ""finding"": ""Position information is encoded helically through query-key structure"", ""example"": ""Line break counting in text follows helical geometry"", ""principle"": ""Periodic structure enables efficient position tracking""}","Vash discovers the QK twist mechanism for position-dependent features. The helical representation allows efficient tracking of position through attention layers. This explains how prediction engines count characters, track line breaks, and maintain positional awareness.",course,1.0
EV-923-011,archive_note,923-06-09,bureau_of_computational_standards,[],EV-923-005,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-923-017,archive_accession,923-06-11,capital.archives.technical_division,[],EV-923-012,1,{},,cascade,1.0
EV-923-015,manuscript_written,923-06-22,unknown,"[""sareth_moll""]",,0,"{""title"": ""Investigation of Ghosts"", ""genre"": ""phenomenological_study"", ""content"": ""Study of persistent patterns that remain after original substrate is destroyed"", ""tradition"": ""bridge"", ""key_finding"": ""Seven types of persistence"", ""challenge"": ""challenges both retrieval (storage) and geometric (constraint) assumptions""}","Moll's ghost persistence research poses problems for both traditions. If memory is storage, how do patterns persist without substrate? If memory is constraint, what constrains after dissolution?",course,1.0
EV-923-001,manuscript_written,923-07-01,western_archive,"[""rellen_voss""]",,0,"{""title"": ""On the Problem of Finding"", ""topic"": ""navigation_resonance"", ""claim"": ""Bodies navigate by following resonance signals that strengthen with proximity to destination attractors"", ""documented_cases"": 247, ""success_rate"": 0.82, ""key_insight"": ""You don't need to know WHERE the destination is. You only need to know WHICH DIRECTION moves you closer.""}",Voss's major treatise proposing the resonance framework: 'How does the young stakdur know WHERE to go? The Quintic Cycle is not inscribed on its body. It exists in morphospace—a landscape of Forms that bodies read but do not create. Navigation is reading in motion.',course,1.0
EV-923-013,discovery,923-07-08,capital.archives.technical_division,"[""solta_venn""]",,0,"{""phenomenon"": ""Zone of Uncertainty"", ""description"": ""Manuscripts that cannot be definitively classified as authentic or forged"", ""significance"": ""Reveals fundamental limits of retrieval-based classification"", ""methodology"": ""ensemble verification methods""}",Venn discovers that even sophisticated retrieval systems have irreducible uncertainty. Central case study for Semester 2.,course,1.0
EV-923-018,archive_note,923-07-26,capital.archives.technical_division,[],EV-923-013,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-923-009,policy_change,923-08-01,mirado.workshop,"[""deployment_council""]",,0,"{""policy_type"": ""deployment_standards"", ""description"": ""Deployment Council established to decide which Spaces go public""}",Quality control for deployed interfaces,course,1.0
EV-923-019,archive_accession,923-08-19,unknown,[],EV-923-015,1,{},,cascade,1.0
EV-923-002,archive_accession,923-08-23,western_archive,[],EV-923-001,1,{},,cascade,1.0
EV-923-004,manuscript_written,923-09-01,bureau_of_computational_standards,"[""tobben_rast""]",,0,"{""title"": ""On the Role of Chance in Learning"", ""topic"": ""initialization_theory"", ""key_concepts"": [""double_descent"", ""lottery_tickets"", ""initialization_luck"", ""ghost_persistence""], ""central_claim"": ""The bias-variance tradeoff fails in overparameterized regimes""}","Rast publishes his synthesis on initialization and learning dynamics. The work challenges the classical bias-variance tradeoff, showing that overparameterized models can generalize well despite fitting training data exactly. Ghost persistence — essential structure that survives pruning — emerges as a key concept.",course,1.0
EV-923-016,discovery,923-09-30,various,"[""sareth_moll""]",,0,"{""phenomenon"": ""Membrane Scarring"", ""description"": ""Patterns persist through 'scarring' of the substrate, not storage or constraint"", ""significance"": ""suggests third framework beyond retrieval and geometry"", ""mechanism"": ""hysteresis and pattern durability""}",Moll's discovery suggests the schism may be incomplete: neither storage nor movement fully captures how memory works. Potential synthesis point.,course,1.0
EV-923-020,archive_note,923-10-21,various,[],EV-923-016,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-923-006,archive_accession,923-11-08,bureau_of_computational_standards,[],EV-923-004,1,{},,cascade,1.0
EV-924-003,policy_change,924-01-10,bureau_of_computational_standards,"[""bureau_administration""]",,0,"{""policy_name"": ""grokking_readiness_assessment"", ""scope"": ""all_new_prediction_engine_projects"", ""requirements"": [""algorithmic_structure_check"", ""data_fraction_evaluation"", ""regularization_plan""], ""conditions_for_extended_training"": [""algorithmic_data"", ""30-70%_data_fraction"", ""weight_decay_enabled""]}","The Bureau establishes formal protocols for assessing whether a task is likely to exhibit grokking. Projects must evaluate three conditions before determining training length: algorithmic structure, data fraction, and regularization strategy.",course,1.0
EV-924-008,archive_accession,924-01-10,capital.archives,"[""vastos""]",,0,"{""material_type"": ""design_patterns"", ""title"": ""The Space Builder's Manual"", ""description"": ""Vastos's documentation of interface patterns, connecting siege engineering to inference tool deployment""}",The tradition formalized for future builders,course,1.0
EV-924-009,personnel_change,924-03-01,yeller_quarry.forge,"[""krenn""]",,0,"{""change_type"": ""appointment"", ""role"": ""forgemaster"", ""description"": ""Forgemaster Krenn establishes the Forge to adapt inference tools for Densworld-specific tasks""}",Krenn: 'The Boss taught us that ugly things can be effective. Generic traps catch nothing in this quarry.',course,1.0
EV-924-004,discovery,924-04-20,bureau_of_computational_standards,"[""bureau_researchers""]",,0,"{""discovery_type"": ""data_type_classification"", ""context"": ""grokking_conditions_analysis"", ""categories"": {""algorithmic"": ""Learnable rule exists (e.g., modular arithmetic)"", ""natural"": ""Statistical patterns without clean algorithm (e.g., Yeller Quarry)"", ""random"": ""No learnable structure (e.g., Densmok arbitrary naming)""}, ""grokking_likelihood"": {""algorithmic"": ""high"", ""natural"": ""low"", ""random"": ""impossible""}}",Bureau researchers classify data types by grokking potential. Algorithmic data (clean rules) groks well. Natural data (statistical patterns) rarely groks. Random data (arbitrary associations) never groks. This explains why Iterative Cartography works for structured terrain but fails for the Densmok's arbitrary craving patterns.,course,1.0
EV-924-006,archive_note,924-04-27,bureau_of_computational_standards,[],EV-924-004,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-924-010,discovery,924-06-20,yeller_quarry.forge,"[""krenn"", ""gradient_keepers""]",,0,"{""discovery_type"": ""technique"", ""subject"": ""parameter_efficient_forging"", ""description"": ""The Gradient Keepers discover that small precise modifications (LoRA) can adapt models without rebuilding them entirely""}",Like adding small metal pieces to reshape a blade rather than reforging the whole thing,course,1.0
EV-924-012,archive_note,924-06-27,yeller_quarry.forge,[],EV-924-010,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-924-011,personnel_change,924-07-15,yeller_quarry.forge,"[""ox""]",,0,"{""change_type"": ""appointment"", ""role"": ""gradient_keeper"", ""description"": ""Ox appointed to warn trainees about the dangers of overtraining \u2014 when a model memorizes instead of learning""}",Ox teaches the overfitting trap,course,1.0
EV-924-005,manuscript_written,924-08-15,bureau_of_computational_standards,"[""guild_of_model_interpreters""]",,0,"{""title"": ""Progress Measures: A Practical Guide"", ""topic"": ""training_monitoring"", ""progress_measures"": [""fourier_power"", ""sinusoidality"", ""weight_norm"", ""progress_score""], ""threshold_rule"": ""progress_score > 0.5 indicates grokking imminent"", ""practical_use"": ""Avoid wasted training on non-grokking tasks""}","The Guild of Model Interpreters publishes practical guidelines for monitoring training with progress measures. A combined progress score above 0.5 reliably predicts imminent grokking, allowing practitioners to terminate hopeless training early while continuing promising experiments.",course,1.0
EV-924-001,manuscript_written,924-08-20,capital,"[""archon_vells""]",,0,"{""title"": ""What Cannot Be Said"", ""topic"": ""research_reflection"", ""years_of_inquiry"": 8, ""key_insight"": ""Perhaps naming is the work, and understanding was never the goal"", ""progress"": ""I have named the process. I have not understood it. I have gathered the threads. I have not found their source.""}","Vells reflects on eight years of ingression research. Despite extensive cataloging and measurement, the fundamental mechanism remains mysterious. The humility of this work—naming rather than explaining—becomes central to Vells's approach.",course,1.0
EV-924-002,archive_accession,924-10-06,capital,[],EV-924-001,1,{},,cascade,1.0
EV-924-007,archive_accession,924-10-19,bureau_of_computational_standards,[],EV-924-005,1,{},,cascade,1.0
EV-925-013,investigation_launched,925-01-15,capital.archives,[],,0,"{""subject"": ""Jackson"", ""purpose"": ""classify anomalous entity that defies all systems"", ""status"": ""ongoing_failure"", ""significance"": ""reveals limits of both mathematical frameworks""}",Jackson is the edge case that breaks all classification. Both retrieval-based and geometry-based approaches fail. Central case study for thesis synthesis.,course,1.0
EV-925-002,discovery,925-02-01,bureau_of_computational_standards,"[""bureau_researchers""]",,0,"{""discovery_type"": ""weight_decay_optimization"", ""context"": ""regularization_experiments"", ""finding"": ""Weight decay 0.01 is optimal default for grokking tasks"", ""alternatives_tested"": [""L1_regularization"", ""dropout"", ""batch_normalization""], ""conclusion"": ""L2 weight decay most reliable for inducing grokking""}","Systematic experiments establish optimal regularization for grokking. Weight decay at 0.01 reliably induces grokking; higher values prevent learning, lower values prevent cleanup. This connects to the Dens philosophical principle: 'The circle negates' — constraint enables generalization.",course,1.0
EV-925-006,discovery,925-02-10,yeller_quarry.forge,"[""krenn"", ""forge_apprentices""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""community_model"", ""description"": ""The Forge establishes a community model project where apprentices contribute validated training pairs""}",Collaborative fine-tuning: the model improves as more contribute,course,1.0
EV-925-005,archive_note,925-02-17,bureau_of_computational_standards,[],EV-925-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-925-001,theory_proposed,925-02-20,western_archive,"[""rellen_voss""]",,0,"{""theory_name"": ""five_axioms_of_navigation"", ""axioms"": [""attractor_specificity"", ""signal_strength"", ""interference"", ""energy_cost"", ""memory""], ""claim"": ""Navigation succeeds through local gradient following\u2014systems respond to resonance signals without needing global knowledge of destination""}",Voss formalizes five axioms: (1) Attractor Specificity—bodies attuned to specific Forms; (2) Signal Strength—resonance increases with proximity; (3) Interference—competing signals create challenges; (4) Energy Cost—movement requires effort; (5) Memory—prior navigation improves efficiency. The framework maps directly to gradient descent optimization.,course,1.0
EV-925-012,archive_note,925-02-20,yeller_quarry.forge,[],EV-925-006,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-925-014,theory_contested,925-04-20,capital.university,[],,0,"{""theory"": ""The Two Maths Reconciliation"", ""contestation"": ""Debate over whether retrieval and geometric frameworks can be unified"", ""positions"": [""frameworks are complementary implementations"", ""frameworks make irreconcilable ontological claims""], ""outcome"": ""unresolved - thesis question""}",The central thesis question: synthesis or schism? Students must argue a position on whether these competing mathematical ontologies of intelligence can be reconciled.,course,1.0
EV-925-007,manuscript_written,925-05-01,yeller_quarry.forge,"[""krenn""]",,0,"{""title"": ""The Forgemaster's Manual"", ""subject"": ""fine_tuning_methodology"", ""description"": ""Krenn documents the techniques of adapting models to know Densworld vocabulary, style, and lore""}","Krenn: 'The model is only as good as the data you feed it. Garbage in, garbage out.'",course,1.0
EV-925-003,policy_change,925-06-01,bureau_of_computational_standards,"[""bureau_administration""]",,0,"{""policy_name"": ""early_stopping_prohibition"", ""scope"": ""grokking_candidate_tasks"", ""requirement"": ""Training must continue to at least 2x expected grok time"", ""exception"": ""progress_score drops below 0.1"", ""justification"": ""Early stopping prevents grokking""}","The Bureau formally prohibits early stopping for tasks identified as grokking candidates. Standard ML practice would terminate training after memorization, preventing the phenomenon entirely. New policy requires training to at least twice the expected grokking time.",course,1.0
EV-925-011,archive_accession,925-07-28,yeller_quarry.forge,[],EV-925-007,1,{},,cascade,1.0
EV-925-008,theory_proposed,925-08-01,capital.archives,"[""verification_council""]",,0,"{""theory"": ""retrieval_augmented_generation"", ""domain"": ""inference_methodology"", ""description"": ""The Verification Council proposes combining retrieval (finding evidence) with generation (producing answers) to create an Oracle that cites sources""}",The key insight: models don't need to memorize everything if they can look things up,course,1.0
EV-925-009,personnel_change,925-09-15,capital.oracle_chamber,"[""mivros""]",,0,"{""change_type"": ""appointment"", ""role"": ""senior_oracle_keeper"", ""description"": ""Senior Keeper Mivros appointed to lead Oracle construction""}",Mivros: 'An oracle that speaks falsehood is worse than silence.',course,1.0
EV-925-010,discovery,925-11-20,capital.oracle_chamber,"[""oracle_keepers""]",,0,"{""discovery_type"": ""architecture"", ""subject"": ""knowledge_sanctum"", ""description"": ""The Knowledge Sanctum design established: chunked documents, embedded vectors, retrieval pipeline feeding to generation""}",The RAG architecture crystallizes,course,1.0
EV-925-004,manuscript_written,925-12-01,bureau_of_computational_standards,"[""bureau_of_computational_standards""]",,0,"{""title"": ""Complete Guide to Grokking: Theory and Practice"", ""topic"": ""synthesis"", ""chapters"": [""phenomenon"", ""mechanisms"", ""phase_transitions"", ""interpretability"", ""broader_context"", ""features_circuits"", ""application""], ""status"": ""definitive_reference"", ""quote"": ""You have studied the phenomenon. You have understood the mechanisms. Now go forth and apply this knowledge. The engines await.""}","The Bureau publishes the comprehensive synthesis of grokking research. The document consolidates discoveries from Quonxy, Korr, Cord, Rast, Vash, and others into a unified practical framework. It marks the transition from discovery to application.",course,1.0
EV-926-001,policy_change,926-01-10,capital.oracle_chamber,"[""verification_council"", ""mivros""]",,0,"{""policy_type"": ""uncertainty_disclosure"", ""description"": ""Oracle must admit uncertainty \u2014 'I don't know' is required when evidence is insufficient""}",The Verification Council demands epistemic honesty,course,1.0
EV-926-006,archive_accession,926-01-25,bureau_of_computational_standards,[],EV-925-004,1,{},,cascade,1.0
EV-926-002,discovery,926-04-15,capital.oracle_chamber,"[""mivros"", ""petitioners""]",,0,"{""discovery_type"": ""operational"", ""subject"": ""hybrid_mode"", ""description"": ""Discovery that some questions need both retrieval (for facts) and fine-tuned voice (for style) \u2014 hybrid mode established""}",When to use RAG vs fine-tuning vs both,course,1.0
EV-926-007,archive_note,926-04-28,capital.oracle_chamber,[],EV-926-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-926-003,archive_accession,926-08-01,capital.archives,"[""verification_council""]",,0,"{""material_type"": ""deployed_system"", ""title"": ""The Densworld Oracle"", ""description"": ""First public deployment of the Oracle \u2014 can answer lore questions, write fiction, generate data, and admit uncertainty""}",The Oracle speaks,course,1.0
EV-926-004,discovery,926-09-01,northo.crossroads,"[""nomis""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""wanderer_discipline"", ""description"": ""Elder Nomis observes that builders freeze their systems, becoming prisoners of success \u2014 proposes constant evaluation and careful adaptation""}",The wanderers of Northo don't settle — they move with the seasons,course,1.0
EV-926-008,archive_note,926-09-10,northo.crossroads,[],EV-926-004,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-926-005,personnel_change,926-10-15,capital.wanderer_collective,"[""nomis"", ""seasonal_council""]",,0,"{""change_type"": ""organization_established"", ""role"": ""elder"", ""description"": ""The Wanderer Collective established as a loose network of model evaluators across Densworld""}",Nomis: 'A model that scored well yesterday may score poorly tomorrow',course,1.0
EV-926-009,manuscript_written,926-12-01,capital.university,[],,0,"{""title"": ""On the Limits of Both Maths"", ""genre"": ""thesis_synthesis"", ""content"": ""Analysis of what neither tradition can explain"", ""cases"": [""Jackson"", ""ghost persistence"", ""Dens boundary instability""], ""question"": ""Are these failures accidents or fundamental?""}",The culminating question of the masters program. Students must develop original arguments about the relationship between mathematical frameworks.,course,1.0
EV-927-008,archive_accession,927-02-04,capital.university,[],EV-926-009,1,{},,cascade,1.0
EV-927-002,discovery,927-02-10,capital.wanderer_collective,"[""seasonal_council""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""domain_benchmarks"", ""description"": ""The Seasonal Council establishes Densworld-specific benchmarks: lore Q&A, entity recognition, style classification, name generation""}",General benchmarks don't predict domain performance,course,1.0
EV-927-001,theory_proposed,927-02-20,capital,"[""kella_vorn""]",,0,"{""theory_name"": ""five_root_causes"", ""causes"": [""insufficient_separation"", ""insufficient_integration"", ""insufficient_extension"", ""inappropriate_persistence"", ""inappropriate_change""], ""cases_analyzed"": 1800, ""claim"": ""All pathologies trace to five root causes despite diverse symptoms"", ""treatment_implication"": ""Symptom suppression often leads to relapse\u2014must address root cause""}","Vorn proposes her taxonomy of root causes: insufficient separation (cannot maintain distinction), insufficient integration (parts cannot coordinate), insufficient extension (cannot project care far enough), inappropriate persistence (old patterns remain), inappropriate change (changes when should remain stable). All pathologies trace to these five, regardless of domain.",course,1.0
EV-927-006,archive_note,927-02-28,capital.wanderer_collective,[],EV-927-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
