route_id,teen_id,date,time_of_day,origin_place_id,destination_place_id,sequence_places,distance_km,risk_traffic,rumor_creature,encounter_mapmaker,got_home_safely
359,teen_deshawn,2034-11-30,morning,CAPEA_CAPEAST_STRI,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_YOUT;DENSM_SMOKELINE_IN;DENSM_DENSMOK_BUS_,39.16,4,False,False,True
360,teen_josh,2034-08-19,evening,DENSM_DENSMOK_STRI,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_STRI;CAPEA_DEAD_RIVER_O,17.87,6,False,False,True
361,teen_josh,2034-10-13,evening,CAPEA_MIRADO_STICK,CAPIT_CITY_WALL_QU,CAPEA_MIRADO_STICK;CAPIT_CITY_WALL_QU;CAPIT_CITY_WALL_QU,26.22,8,False,False,True
362,teen_faro,2034-08-22,late_night,CAPEA_CAPEAST_USED,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_USED;CAPEA_DUSTY_SOCCER,9.2,5,False,False,True
363,teen_brent,2034-12-07,evening,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_YOUT,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_YOUT,20.02,3,False,False,True
364,teen_brent,2034-10-05,afternoon,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_BUS_,CAPEA_DEAD_RIVER_O;CAPIT_PAPER_BINDER;DENSM_DENSMOK_BUS_,36.57,5,False,False,True
365,teen_elise,2034-11-02,evening,DENSM_DENSMOK_HILL,DENSM_OVERPASS_GRA,DENSM_DENSMOK_HILL;CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA,40.32,6,False,False,True
366,teen_faro,2034-12-12,evening,CAPEA_CAPEAST_WALM,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_WALM;CAPIT_CAPITAL_TRAI,19.43,7,False,True,True
367,teen_josh,2034-12-06,afternoon,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_USED,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_USED,6.09,6,False,False,True
368,teen_tyli,2034-09-02,evening,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_USED,DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_EA;DENSM_DENSMOK_HILL;CAPEA_CAPEAST_USED,55.78,7,True,False,True
369,teen_amaya,2034-09-24,evening,CAPEA_RIVERSLAND_H,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_ARTE;CAPIT_INNER_TENEME;DENSM_DENSMOK_BUS_,31.87,3,False,False,True
370,teen_gina,2034-09-29,morning,CAPEA_CAPEAST_ARTE,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_ARTE;DENSM_OLD_QUARRY_R;CAPEA_RIVERSLAND_S,44.05,2,True,False,True
371,teen_little_porn,2034-12-09,evening,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_USED,CAPEA_MIRADO_STICK;DENSM_DENSMOK_HILL;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_USED,50.11,4,True,False,True
372,teen_elise,2034-08-27,late_night,CAPEA_CAPEAST_STRI,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_STRI;CAPEA_RIVERSLAND_S,6.1,6,True,False,True
373,teen_carla,2034-11-05,morning,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_USED,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_USED,14.11,5,False,False,True
374,teen_brent,2034-11-21,morning,DENSM_OLD_QUARRY_R,CAPIT_CENTRAL_ARCH,DENSM_OLD_QUARRY_R;CAPIT_CENTRAL_ARCH,17.05,3,False,False,True
375,teen_faro,2034-11-01,evening,CAPEA_CAPEAST_USED,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_USED;CAPEA_MIRADO_STICK;CAPEA_RIVERSLAND_H;CAPEA_RIVERSLAND_S,14.08,3,False,False,True
376,teen_little_porn,2034-10-23,evening,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_ARTE,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_ARTE,26.29,2,False,False,True
377,teen_elise,2034-10-26,morning,CAPEA_RIVERSLAND_H,DENSM_OVERPASS_GRA,CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_STRI;DENSM_OVERPASS_GRA,31.66,8,False,False,True
378,teen_elise,2034-10-15,evening,CAPEA_CAPEAST_YOUT,CAPIT_OUTER_ARCHIV,CAPEA_CAPEAST_YOUT;CAPEA_CAPEAST_WALM;CAPIT_OUTER_ARCHIV,28.15,3,False,False,True
379,teen_gina,2034-12-01,evening,DENSM_DENSMOK_HILL,CAPIT_INNER_TENEME,DENSM_DENSMOK_HILL;CAPIT_INNER_TENEME,14.23,5,False,False,True
380,teen_little_porn,2034-09-26,evening,CAPEA_CAPEAST_STRI,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_STRI;CAPIT_CENTRAL_ARCH,20.96,8,True,False,True
381,teen_carla,2034-09-16,afternoon,CAPEA_RIVERSLAND_S,CAPIT_PAPER_BINDER,CAPEA_RIVERSLAND_S;CAPEA_MIRADO_STICK;CAPIT_PAPER_BINDER,22.07,3,False,False,True
382,teen_gina,2034-11-12,afternoon,DENSM_DENSMOK_BUS_,DENSM_OVERPASS_GRA,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_WALM;DENSM_OVERPASS_GRA,32.69,2,False,False,True
383,teen_deshawn,2034-11-30,morning,CAPEA_CAPEAST_YOUT,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_S,8.01,6,False,False,True
384,teen_tyli,2034-09-03,morning,CAPEA_CAPEAST_YOUT,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_YOUT;CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_H,15.63,6,False,False,True
385,teen_elise,2034-09-26,late_night,DENSM_OVERPASS_GRA,CAPIT_KACHOT_CARDH,DENSM_OVERPASS_GRA;CAPIT_KACHOT_CARDH,15.88,7,False,False,True
386,teen_tyli,2034-09-13,afternoon,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_USED;CAPEA_CAPEAST_STRI,10.73,3,False,False,True
387,teen_brent,2034-10-13,late_night,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_STRI,10.98,2,True,False,True
388,teen_faro,2034-08-15,afternoon,CAPEA_CAPEAST_ARTE,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_ARTE;DENSM_OLD_QUARRY_R;DENSM_DENSMOK_BUS_;DENSM_SMOKELINE_IN,36.37,7,False,False,True
389,teen_faro,2034-11-23,morning,CAPEA_RIVERSLAND_S,CAPIT_DEADRIVER_FE,CAPEA_RIVERSLAND_S;DENSM_SMOKELINE_IN;CAPIT_DEADRIVER_FE,43.5,6,True,False,True
390,teen_deshawn,2034-09-11,evening,CAPEA_RIVERSLAND_H,DENSM_SMOKELINE_IN,CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_STRI;DENSM_SMOKELINE_IN,34.16,7,False,False,True
391,teen_deshawn,2034-10-25,morning,CAPEA_CAPEAST_WALM,CAPIT_DEADRIVER_FE,CAPEA_CAPEAST_WALM;CAPIT_OUTER_ARCHIV;CAPIT_DEADRIVER_FE,30.36,8,False,False,True
392,teen_faro,2034-10-02,afternoon,CAPEA_CAPEAST_ARTE,CAPIT_SENATE_SQUAR,CAPEA_CAPEAST_ARTE;CAPEA_CAPEAST_STRI;CAPIT_SENATE_SQUAR,33.73,4,False,False,True
393,teen_josh,2034-10-19,afternoon,DENSM_OVERPASS_GRA,CAPIT_CITY_WALL_EA,DENSM_OVERPASS_GRA;CAPIT_CITY_WALL_EA,14.01,3,False,False,True
394,teen_amaya,2034-09-01,afternoon,CAPEA_CAPEAST_YOUT,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_H,4.05,5,False,False,True
395,teen_faro,2034-11-18,morning,DENSM_SMOKELINE_IN,CAPEA_RIVERSLAND_S,DENSM_SMOKELINE_IN;DENSM_OVERPASS_GRA;CAPEA_RIVERSLAND_S,29.17,7,True,False,True
396,teen_tyli,2034-08-31,morning,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_ARTE,CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_ARTE,4.05,7,False,False,True
397,teen_elise,2034-10-17,evening,CAPEA_DEAD_RIVER_O,DENSM_SMOKELINE_IN,CAPEA_DEAD_RIVER_O;DENSM_SMOKELINE_IN,18.1,3,True,False,True
398,teen_josh,2034-10-07,evening,DENSM_DENSMOK_HILL,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_HILL;DENSM_OLD_QUARRY_R;CAPEA_DEAD_RIVER_O,19.39,8,True,False,True
399,teen_elise,2034-10-12,late_night,DENSM_OLD_QUARRY_R,CAPEA_RIVERSLAND_S,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_STRI;CAPIT_KACHOT_CARDH;CAPEA_RIVERSLAND_S,37.42,2,False,False,True
400,teen_josh,2034-10-07,morning,DENSM_DENSMOK_HILL,DENSM_DENSMOK_HILL,DENSM_DENSMOK_HILL;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_HILL,37.97,3,False,False,True
401,teen_tyli,2034-09-17,afternoon,DENSM_DENSMOK_STRI,CAPIT_INNER_TENEME,DENSM_DENSMOK_STRI;CAPEA_MIRADO_STICK;CAPIT_INNER_TENEME,32.99,3,False,False,True
402,teen_josh,2034-10-07,late_night,CAPEA_RIVERSLAND_S,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_S;CAPEA_DEAD_RIVER_O;CAPIT_CAPITAL_TRAI,29.2,8,False,False,True
403,teen_tyli,2034-10-03,afternoon,CAPEA_CAPEAST_USED,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_USED;CAPIT_CAPITAL_TRAI,14.93,6,False,False,True
404,teen_gina,2034-09-20,evening,CAPEA_CAPEAST_WALM,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_WALM;CAPIT_CAPITAL_TRAI;CAPIT_CAPITAL_TRAI,29.93,3,False,False,True
405,teen_amaya,2034-10-26,late_night,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_ARTE,CAPEA_MIRADO_STICK;CAPEA_DEAD_RIVER_O;CAPEA_CAPEAST_ARTE,13.27,5,False,False,True
406,teen_deshawn,2034-12-05,morning,DENSM_OVERPASS_GRA,DENSM_DENSMOK_STRI,DENSM_OVERPASS_GRA;DENSM_DENSMOK_STRI,3.81,8,False,False,True
407,teen_carla,2034-12-13,evening,CAPEA_CAPEAST_YOUT,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_YOUT;CAPIT_CITY_WALL_EA,21.47,8,False,False,True
408,teen_elise,2034-10-30,morning,CAPEA_MIRADO_STICK,CAPIT_CITY_WALL_EA,CAPEA_MIRADO_STICK;CAPEA_DUSTY_SOCCER;CAPIT_CITY_WALL_EA,19.26,4,False,False,True
409,teen_gina,2034-11-10,late_night,CAPEA_CAPEAST_ARTE,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_ARTE;CAPEA_DEAD_RIVER_O,7.16,8,False,False,True
410,teen_brent,2034-10-12,afternoon,CAPEA_CAPEAST_WALM,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_WALM;CAPIT_CITY_WALL_EA;DENSM_OLD_QUARRY_R,36.32,4,False,False,True
411,teen_amaya,2034-08-24,morning,CAPEA_CAPEAST_ARTE,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_ARTE;CAPIT_PAPER_BINDER;CAPIT_KACHOT_CARDH;DENSM_OLD_QUARRY_R,43.39,7,False,False,True
412,teen_deshawn,2034-12-10,evening,CAPEA_CAPEAST_USED,DENSM_OVERPASS_GRA,CAPEA_CAPEAST_USED;CAPIT_CITY_WALL_EA;DENSM_OVERPASS_GRA,40.25,7,False,False,True
413,teen_carla,2034-09-09,evening,DENSM_DENSMOK_STRI,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_STRI;CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O,45.11,4,False,False,True
414,teen_faro,2034-10-02,morning,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_WALM,CAPEA_RIVERSLAND_S;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_WALM,31.34,4,False,False,True
415,teen_gina,2034-09-26,evening,CAPEA_CAPEAST_WALM,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_WALM;CAPEA_DUSTY_SOCCER;DENSM_OLD_QUARRY_R,21.43,3,False,False,True
416,teen_deshawn,2034-09-22,late_night,CAPEA_CAPEAST_STRI,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_STRI;CAPEA_MIRADO_STICK,1.15,8,False,False,True
417,teen_gina,2034-08-30,evening,CAPEA_RIVERSLAND_S,CAPIT_OUTER_ARCHIV,CAPEA_RIVERSLAND_S;CAPIT_OUTER_ARCHIV,24.26,4,True,False,True
418,teen_faro,2034-10-28,afternoon,CAPEA_CAPEAST_STRI,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_YOUT;CAPEA_MIRADO_STICK,14.29,4,False,False,True
419,teen_elise,2034-10-26,late_night,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_STRI,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_STRI,2.15,7,False,True,True
420,teen_josh,2034-10-17,evening,CAPEA_CAPEAST_WALM,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_WALM;CAPIT_CITY_WALL_EA,14.87,7,False,False,True
