decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-03476,EXP-911-014,3,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-03477,EXP-911-014,4,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-03478,EXP-911-014,6,collect,,priority_specimen,crew_leader,positive,correct
DEC-03479,EXP-911-014,7,camp,,emergency_site,crew_leader,positive,correct
DEC-03480,EXP-911-014,7,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-03481,EXP-911-014,9,camp,,defensive_site,crew_leader,positive,correct
DEC-03482,EXP-912-001,1,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-03483,EXP-912-001,4,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-03484,EXP-912-001,6,camp,,continue,crew_leader,positive,correct
DEC-03485,EXP-912-001,6,camp,,standard_site,crew_leader,positive,correct
DEC-03486,EXP-912-001,10,camp,,continue,crew_leader,positive,correct
DEC-03487,EXP-912-001,12,camp,,continue,crew_leader,positive,correct
DEC-03488,EXP-912-001,14,engage,,direct_engagement,crew_leader,positive,correct
DEC-03489,EXP-912-001,15,retreat,,proceed,crew_leader,positive,correct
DEC-03490,EXP-912-001,20,retreat,,pause,crew_leader,neutral,inconclusive
DEC-03491,EXP-912-001,20,route,,primary_path,crew_leader,positive,correct
DEC-03492,EXP-912-001,24,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-03493,EXP-912-001,26,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-03494,EXP-912-002,2,route,,primary_path,crew_leader,positive,correct
DEC-03495,EXP-912-002,3,retreat,,partial_retreat,crew_leader,positive,correct
DEC-03496,EXP-912-002,4,engage,,avoid,crew_leader,positive,correct
DEC-03497,EXP-912-002,7,camp,,continue,crew_leader,neutral,inconclusive
DEC-03498,EXP-912-002,11,retreat,,pause,crew_leader,positive,correct
DEC-03499,EXP-912-002,13,retreat,,proceed,crew_leader,positive,correct
DEC-03500,EXP-912-003,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-03501,EXP-912-003,5,collect,,standard_specimen,crew_leader,positive,correct
DEC-03502,EXP-912-003,8,camp,,defensive_site,crew_leader,positive,correct
DEC-03503,EXP-912-004,1,engage,,cautious_approach,crew_leader,positive,correct
DEC-03504,EXP-912-004,3,retreat,,partial_retreat,crew_leader,positive,correct
DEC-03505,EXP-912-004,7,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-03506,EXP-912-004,7,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-03507,EXP-912-004,10,retreat,,proceed,crew_leader,neutral,correct
DEC-03508,EXP-912-005,2,camp,,defensive_site,crew_leader,positive,correct
DEC-03509,EXP-912-005,2,collect,,standard_specimen,crew_leader,neutral,correct
DEC-03510,EXP-912-005,3,collect,,priority_specimen,crew_leader,positive,correct
DEC-03511,EXP-912-005,6,collect,,skip,crew_leader,neutral,correct
DEC-03512,EXP-912-005,6,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-03513,EXP-912-005,7,camp,,standard_site,crew_leader,neutral,correct
DEC-03514,EXP-912-005,9,engage,,avoid,crew_leader,neutral,correct
DEC-03515,EXP-912-006,1,route,,investigate,crew_leader,neutral,inconclusive
DEC-03516,EXP-912-006,2,retreat,,proceed,crew_leader,positive,correct
DEC-03517,EXP-912-006,5,retreat,,proceed,crew_leader,positive,correct
DEC-03518,EXP-912-006,6,collect,,extensive_collection,crew_leader,positive,correct
DEC-03519,EXP-912-006,8,route,,alternate_path,crew_leader,positive,correct
DEC-03520,EXP-912-006,9,camp,,standard_site,crew_leader,positive,correct
DEC-03521,EXP-912-006,10,camp,,defensive_site,crew_leader,neutral,correct
DEC-03522,EXP-912-006,13,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-03523,EXP-912-006,13,retreat,,full_retreat,crew_leader,positive,correct
DEC-03524,EXP-912-007,1,engage,,observe,crew_leader,critical_negative,incorrect
DEC-03525,EXP-912-007,1,engage,,avoid,crew_leader,positive,correct
DEC-03526,EXP-912-007,5,engage,,direct_engagement,crew_leader,neutral,correct
DEC-03527,EXP-912-007,7,collect,,standard_specimen,crew_leader,critical_negative,incorrect
DEC-03528,EXP-912-007,7,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-03529,EXP-912-008,2,route,,investigate,crew_leader,neutral,correct
DEC-03530,EXP-912-008,4,engage,,observe,crew_leader,positive,correct
DEC-03531,EXP-912-008,6,collect,,skip,crew_leader,positive,correct
DEC-03532,EXP-912-008,7,collect,,skip,crew_leader,positive,correct
DEC-03533,EXP-912-008,8,camp,,continue,crew_leader,critical_positive,correct
DEC-03534,EXP-912-008,12,route,,investigate,crew_leader,positive,correct
DEC-03535,EXP-912-008,12,engage,,observe,crew_leader,critical_negative,inconclusive
DEC-03536,EXP-912-009,1,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-03537,EXP-912-009,3,collect,,standard_specimen,crew_leader,positive,correct
DEC-03538,EXP-912-009,5,route,,primary_path,crew_leader,neutral,correct
DEC-03539,EXP-912-009,10,collect,,skip,crew_leader,neutral,correct
DEC-03540,EXP-912-010,1,retreat,,full_retreat,crew_leader,negative,incorrect
DEC-03541,EXP-912-010,3,route,,primary_path,crew_leader,neutral,inconclusive
DEC-03542,EXP-912-010,3,engage,,observe,crew_leader,neutral,inconclusive
DEC-03543,EXP-912-010,4,retreat,,pause,crew_leader,negative,inconclusive
DEC-03544,EXP-912-010,8,engage,,observe,crew_leader,positive,correct
DEC-03545,EXP-912-010,9,collect,,skip,crew_leader,negative,inconclusive
DEC-03546,EXP-912-010,11,retreat,,proceed,crew_leader,critical_positive,correct
DEC-03547,EXP-912-011,1,collect,,skip,crew_leader,neutral,correct
DEC-03548,EXP-912-011,3,camp,,defensive_site,crew_leader,positive,correct
DEC-03549,EXP-912-011,8,collect,,priority_specimen,crew_leader,neutral,correct
DEC-03550,EXP-912-012,2,engage,,observe,crew_leader,neutral,inconclusive
DEC-03551,EXP-912-012,2,retreat,,pause,crew_leader,neutral,inconclusive
DEC-03552,EXP-912-012,7,collect,,skip,crew_leader,neutral,correct
DEC-03553,EXP-912-012,8,engage,,observe,crew_leader,positive,correct
DEC-03554,EXP-912-012,12,engage,,direct_engagement,crew_leader,positive,correct
DEC-03555,EXP-913-001,2,retreat,,pause,crew_leader,positive,correct
DEC-03556,EXP-913-001,3,camp,,emergency_site,crew_leader,positive,correct
DEC-03557,EXP-913-001,3,retreat,,pause,crew_leader,neutral,inconclusive
DEC-03558,EXP-913-001,7,collect,,extensive_collection,crew_leader,neutral,correct
DEC-03559,EXP-913-001,9,camp,,defensive_site,crew_leader,positive,correct
DEC-03560,EXP-913-001,10,camp,,defensive_site,crew_leader,positive,correct
DEC-03561,EXP-913-001,11,route,,retreat_path,crew_leader,positive,correct
DEC-03562,EXP-913-001,13,collect,,standard_specimen,crew_leader,positive,correct
DEC-03563,EXP-913-001,16,route,,alternate_path,crew_leader,positive,correct
DEC-03564,EXP-913-002,2,camp,,defensive_site,crew_leader,positive,correct
DEC-03565,EXP-913-002,3,route,,primary_path,crew_leader,positive,correct
DEC-03566,EXP-913-002,5,retreat,,proceed,crew_leader,positive,correct
DEC-03567,EXP-913-002,5,retreat,,full_retreat,crew_leader,positive,correct
DEC-03568,EXP-913-002,6,camp,,continue,crew_leader,neutral,correct
DEC-03569,EXP-913-002,9,camp,,emergency_site,crew_leader,positive,correct
DEC-03570,EXP-913-003,1,route,,primary_path,crew_leader,neutral,correct
DEC-03571,EXP-913-003,4,route,,investigate,crew_leader,positive,correct
DEC-03572,EXP-913-003,5,engage,,avoid,crew_leader,neutral,correct
DEC-03573,EXP-913-004,1,retreat,,pause,crew_leader,positive,correct
DEC-03574,EXP-913-004,4,engage,,avoid,crew_leader,neutral,inconclusive
DEC-03575,EXP-913-004,5,retreat,,full_retreat,crew_leader,positive,correct
DEC-03576,EXP-913-004,8,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-03577,EXP-913-004,8,camp,,standard_site,crew_leader,positive,correct
DEC-03578,EXP-913-005,2,collect,,extensive_collection,crew_leader,positive,correct
DEC-03579,EXP-913-005,2,route,,investigate,crew_leader,positive,correct
DEC-03580,EXP-913-005,3,retreat,,partial_retreat,crew_leader,positive,correct
DEC-03581,EXP-913-005,5,collect,,extensive_collection,crew_leader,positive,correct
DEC-03582,EXP-913-005,7,collect,,priority_specimen,crew_leader,positive,correct
DEC-03583,EXP-913-005,8,route,,investigate,crew_leader,positive,correct
DEC-03584,EXP-913-006,1,camp,,emergency_site,crew_leader,neutral,correct
DEC-03585,EXP-913-006,3,engage,,observe,crew_leader,critical_negative,inconclusive
DEC-03586,EXP-913-006,5,retreat,,proceed,crew_leader,critical_negative,inconclusive
DEC-03587,EXP-913-006,7,camp,,defensive_site,crew_leader,negative,unknown
DEC-03588,EXP-913-006,8,collect,,extensive_collection,crew_leader,critical_negative,incorrect
DEC-03589,EXP-913-006,8,collect,,extensive_collection,crew_leader,critical_negative,inconclusive
DEC-03590,EXP-913-006,11,collect,,extensive_collection,crew_leader,negative,incorrect
DEC-03591,EXP-913-006,12,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-03592,EXP-913-006,14,collect,,priority_specimen,crew_leader,negative,unknown
DEC-03593,EXP-913-006,17,retreat,,proceed,crew_leader,negative,unknown
DEC-03594,EXP-913-006,18,camp,,defensive_site,crew_leader,negative,inconclusive
DEC-03595,EXP-913-007,1,collect,,priority_specimen,crew_leader,critical_negative,unknown
DEC-03596,EXP-913-007,3,engage,,observe,crew_leader,critical_negative,inconclusive
DEC-03597,EXP-913-007,4,route,,investigate,crew_leader,negative,incorrect
DEC-03598,EXP-913-007,6,camp,,standard_site,crew_leader,negative,unknown
DEC-03599,EXP-913-007,10,retreat,,pause,crew_leader,negative,incorrect
DEC-03600,EXP-913-007,12,collect,,priority_specimen,crew_leader,critical_negative,unknown
DEC-03601,EXP-913-007,15,retreat,,full_retreat,crew_leader,negative,inconclusive
DEC-03602,EXP-913-007,15,camp,,emergency_site,crew_leader,negative,inconclusive
DEC-03603,EXP-913-007,19,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-03604,EXP-913-007,20,collect,,priority_specimen,crew_leader,critical_negative,incorrect
DEC-03605,EXP-913-007,22,collect,,extensive_collection,crew_leader,critical_negative,incorrect
DEC-03606,EXP-913-008,1,retreat,,full_retreat,crew_leader,positive,correct
DEC-03607,EXP-913-008,2,engage,,avoid,crew_leader,positive,correct
DEC-03608,EXP-913-008,4,route,,alternate_path,crew_leader,positive,correct
DEC-03609,EXP-913-008,6,engage,,direct_engagement,crew_leader,positive,correct
DEC-03610,EXP-913-008,9,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-03611,EXP-913-008,10,retreat,,full_retreat,crew_leader,neutral,correct
DEC-03612,EXP-913-008,14,engage,,direct_engagement,crew_leader,positive,correct
DEC-03613,EXP-913-008,16,camp,,emergency_site,crew_leader,positive,correct
DEC-03614,EXP-913-008,17,retreat,,pause,crew_leader,positive,correct
DEC-03615,EXP-913-008,20,route,,retreat_path,crew_leader,positive,correct
DEC-03616,EXP-913-008,21,route,,retreat_path,crew_leader,positive,correct
DEC-03617,EXP-913-008,24,engage,,cautious_approach,crew_leader,positive,correct
DEC-03618,EXP-913-008,26,collect,,standard_specimen,crew_leader,positive,correct
DEC-03619,EXP-913-009,1,route,,primary_path,crew_leader,positive,correct
DEC-03620,EXP-913-009,3,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-03621,EXP-913-009,5,camp,,continue,crew_leader,positive,correct
DEC-03622,EXP-913-009,8,retreat,,full_retreat,crew_leader,neutral,correct
DEC-03623,EXP-913-010,1,engage,,observe,crew_leader,positive,correct
DEC-03624,EXP-913-010,1,route,,primary_path,crew_leader,positive,correct
DEC-03625,EXP-913-010,4,camp,,emergency_site,crew_leader,neutral,correct
DEC-03626,EXP-913-010,5,camp,,standard_site,crew_leader,positive,correct
DEC-03627,EXP-913-011,1,route,,investigate,crew_leader,neutral,inconclusive
DEC-03628,EXP-913-011,2,engage,,avoid,crew_leader,positive,correct
DEC-03629,EXP-913-011,4,engage,,avoid,crew_leader,positive,correct
DEC-03630,EXP-913-011,5,route,,retreat_path,crew_leader,neutral,correct
DEC-03631,EXP-913-011,5,route,,primary_path,crew_leader,positive,correct
DEC-03632,EXP-913-012,1,route,,retreat_path,crew_leader,critical_negative,incorrect
DEC-03633,EXP-913-012,2,engage,,observe,crew_leader,negative,inconclusive
DEC-03634,EXP-913-012,3,collect,,priority_specimen,crew_leader,positive,correct
DEC-03635,EXP-913-012,6,collect,,priority_specimen,crew_leader,critical_negative,inconclusive
DEC-03636,EXP-913-012,6,engage,,observe,crew_leader,negative,unknown
DEC-03637,EXP-913-012,9,collect,,extensive_collection,crew_leader,neutral,correct
DEC-03638,EXP-913-012,9,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-03639,EXP-913-012,11,camp,,defensive_site,crew_leader,negative,incorrect
DEC-03640,EXP-913-012,12,camp,,defensive_site,crew_leader,critical_negative,inconclusive
DEC-03641,EXP-913-013,2,camp,,emergency_site,crew_leader,positive,correct
DEC-03642,EXP-913-013,2,camp,,emergency_site,crew_leader,positive,correct
DEC-03643,EXP-913-013,5,retreat,,pause,crew_leader,neutral,correct
DEC-03644,EXP-913-014,1,retreat,,pause,crew_leader,positive,correct
DEC-03645,EXP-913-014,1,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-03646,EXP-913-014,5,route,,retreat_path,crew_leader,negative,unknown
DEC-03647,EXP-913-014,6,collect,,standard_specimen,crew_leader,critical_positive,correct
DEC-03648,EXP-913-014,9,retreat,,full_retreat,crew_leader,negative,inconclusive
DEC-03649,EXP-913-014,11,engage,,observe,crew_leader,positive,correct
DEC-03650,EXP-913-014,11,camp,,continue,crew_leader,negative,incorrect
DEC-03651,EXP-914-001,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-03652,EXP-914-001,4,collect,,extensive_collection,crew_leader,positive,correct
DEC-03653,EXP-914-001,6,collect,,extensive_collection,crew_leader,positive,correct
DEC-03654,EXP-914-001,7,route,,primary_path,crew_leader,neutral,inconclusive
DEC-03655,EXP-914-001,9,route,,investigate,crew_leader,neutral,inconclusive
DEC-03656,EXP-914-001,10,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-03657,EXP-914-002,1,retreat,,proceed,crew_leader,neutral,correct
DEC-03658,EXP-914-002,2,engage,,observe,crew_leader,positive,correct
DEC-03659,EXP-914-002,5,route,,primary_path,crew_leader,neutral,correct
DEC-03660,EXP-914-002,5,camp,,continue,crew_leader,positive,correct
DEC-03661,EXP-914-002,8,camp,,defensive_site,crew_leader,positive,correct
DEC-03662,EXP-914-003,1,engage,,avoid,crew_leader,neutral,correct
DEC-03663,EXP-914-003,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-03664,EXP-914-003,4,engage,,direct_engagement,crew_leader,positive,correct
DEC-03665,EXP-914-003,6,collect,,standard_specimen,crew_leader,positive,correct
DEC-03666,EXP-914-003,9,engage,,avoid,crew_leader,neutral,inconclusive
DEC-03667,EXP-914-003,10,route,,primary_path,crew_leader,positive,correct
DEC-03668,EXP-914-003,13,collect,,extensive_collection,crew_leader,neutral,correct
DEC-03669,EXP-914-004,2,retreat,,full_retreat,crew_leader,negative,incorrect
DEC-03670,EXP-914-004,3,camp,,continue,crew_leader,critical_positive,correct
DEC-03671,EXP-914-004,4,route,,retreat_path,crew_leader,positive,correct
DEC-03672,EXP-914-004,7,camp,,standard_site,crew_leader,critical_negative,incorrect
DEC-03673,EXP-914-004,8,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-03674,EXP-914-004,10,retreat,,full_retreat,crew_leader,negative,inconclusive
DEC-03675,EXP-914-004,14,collect,,priority_specimen,crew_leader,negative,inconclusive
DEC-03676,EXP-914-004,16,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-03677,EXP-914-004,19,camp,,defensive_site,crew_leader,positive,correct
DEC-03678,EXP-914-004,20,collect,,extensive_collection,crew_leader,negative,unknown
DEC-03679,EXP-914-004,21,route,,investigate,crew_leader,negative,unknown
DEC-03680,EXP-914-004,24,retreat,,pause,crew_leader,negative,incorrect
DEC-03681,EXP-914-004,27,collect,,extensive_collection,crew_leader,negative,unknown
DEC-03682,EXP-914-004,28,route,,investigate,crew_leader,critical_negative,incorrect
DEC-03683,EXP-914-005,1,engage,,avoid,crew_leader,positive,correct
DEC-03684,EXP-914-005,4,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-03685,EXP-914-005,4,route,,alternate_path,crew_leader,positive,correct
DEC-03686,EXP-914-005,8,collect,,skip,crew_leader,neutral,correct
DEC-03687,EXP-914-005,9,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-03688,EXP-914-005,11,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-03689,EXP-914-005,12,retreat,,pause,crew_leader,neutral,inconclusive
DEC-03690,EXP-914-006,2,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-03691,EXP-914-006,3,camp,,continue,crew_leader,positive,correct
DEC-03692,EXP-914-006,4,camp,,continue,crew_leader,positive,correct
DEC-03693,EXP-914-006,5,engage,,cautious_approach,crew_leader,positive,correct
DEC-03694,EXP-914-006,7,engage,,observe,crew_leader,neutral,correct
DEC-03695,EXP-914-006,9,retreat,,pause,crew_leader,positive,correct
DEC-03696,EXP-914-006,11,route,,retreat_path,crew_leader,positive,correct
DEC-03697,EXP-914-007,1,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-03698,EXP-914-007,1,camp,,continue,crew_leader,positive,correct
DEC-03699,EXP-914-007,5,camp,,standard_site,crew_leader,positive,correct
DEC-03700,EXP-914-007,5,camp,,continue,crew_leader,neutral,inconclusive
DEC-03701,EXP-914-008,1,camp,,standard_site,crew_leader,positive,correct
DEC-03702,EXP-914-008,3,engage,,avoid,crew_leader,positive,correct
DEC-03703,EXP-914-008,5,retreat,,pause,crew_leader,neutral,correct
DEC-03704,EXP-914-008,8,route,,alternate_path,crew_leader,neutral,correct
DEC-03705,EXP-914-008,10,route,,retreat_path,crew_leader,neutral,correct
DEC-03706,EXP-914-008,11,retreat,,partial_retreat,crew_leader,positive,correct
DEC-03707,EXP-914-008,15,engage,,observe,crew_leader,positive,correct
DEC-03709,EXP-914-009,1,camp,,standard_site,crew_leader,neutral,correct
DEC-03708,EXP-914-009,2,retreat,,proceed,crew_leader,critical_negative,unknown
DEC-03710,EXP-914-009,4,route,,investigate,crew_leader,negative,unknown
DEC-03711,EXP-914-009,6,collect,,standard_specimen,crew_leader,negative,incorrect
DEC-03712,EXP-914-009,7,collect,,standard_specimen,crew_leader,negative,unknown
DEC-03713,EXP-914-009,11,route,,primary_path,crew_leader,negative,unknown
DEC-03714,EXP-914-009,13,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-03715,EXP-914-009,14,collect,,extensive_collection,crew_leader,negative,unknown
DEC-03716,EXP-914-009,16,collect,,standard_specimen,crew_leader,positive,correct
DEC-03717,EXP-914-009,18,route,,alternate_path,crew_leader,negative,incorrect
DEC-03718,EXP-914-009,20,engage,,avoid,crew_leader,positive,correct
DEC-03719,EXP-914-009,22,engage,,avoid,crew_leader,critical_positive,correct
DEC-03720,EXP-914-009,24,route,,retreat_path,crew_leader,critical_negative,incorrect
DEC-03721,EXP-914-009,27,retreat,,pause,crew_leader,negative,inconclusive
DEC-03722,EXP-914-009,28,route,,primary_path,crew_leader,negative,unknown
DEC-03723,EXP-914-010,1,collect,,priority_specimen,crew_leader,positive,correct
DEC-03724,EXP-914-010,2,engage,,cautious_approach,crew_leader,positive,correct
DEC-03725,EXP-914-010,5,route,,alternate_path,crew_leader,positive,correct
DEC-03726,EXP-914-010,9,retreat,,proceed,crew_leader,positive,correct
DEC-03727,EXP-914-011,2,camp,,continue,crew_leader,critical_negative,incorrect
DEC-03728,EXP-914-011,4,retreat,,proceed,crew_leader,critical_negative,unknown
DEC-03729,EXP-914-011,4,route,,primary_path,crew_leader,positive,correct
DEC-03730,EXP-914-011,6,retreat,,full_retreat,crew_leader,critical_positive,correct
DEC-03731,EXP-914-011,9,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-03732,EXP-914-011,13,collect,,priority_specimen,crew_leader,positive,correct
DEC-03733,EXP-914-011,15,engage,,avoid,crew_leader,positive,correct
DEC-03734,EXP-915-001,2,route,primary_path,primary_path,protocol,neutral,correct
DEC-03735,EXP-915-001,3,retreat,pause,pause,protocol,neutral,correct
DEC-03736,EXP-915-001,6,retreat,proceed,proceed,protocol,critical_positive,correct
DEC-03737,EXP-915-001,6,collect,standard_specimen,standard_specimen,protocol,positive,correct
DEC-03738,EXP-915-001,11,camp,standard_site,standard_site,protocol,neutral,correct
DEC-03739,EXP-915-001,11,retreat,proceed,proceed,protocol,neutral,correct
DEC-03740,EXP-915-001,13,route,investigate,investigate,protocol,negative,unknown
DEC-03741,EXP-915-002,1,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03742,EXP-915-002,3,route,retreat_path,retreat_path,protocol,positive,correct
DEC-03743,EXP-915-002,4,retreat,full_retreat,full_retreat,protocol,neutral,inconclusive
DEC-03744,EXP-915-003,2,retreat,pause,pause,protocol,neutral,correct
DEC-03745,EXP-915-003,2,collect,priority_specimen,skip,crew_leader,neutral,correct
DEC-03746,EXP-915-003,5,retreat,pause,pause,protocol,positive,correct
DEC-03747,EXP-915-003,8,collect,skip,skip,protocol,positive,correct
DEC-03748,EXP-915-003,10,camp,continue,continue,protocol,positive,correct
DEC-03749,EXP-915-004,1,engage,direct_engagement,direct_engagement,protocol,neutral,inconclusive
DEC-03750,EXP-915-004,2,route,alternate_path,alternate_path,protocol,neutral,correct
DEC-03751,EXP-915-004,3,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03752,EXP-915-004,6,retreat,partial_retreat,partial_retreat,protocol,positive,correct
DEC-03753,EXP-915-004,6,route,alternate_path,alternate_path,protocol,neutral,correct
DEC-03754,EXP-915-004,8,engage,avoid,avoid,protocol,positive,correct
DEC-03755,EXP-915-004,11,collect,priority_specimen,priority_specimen,protocol,neutral,correct
DEC-03756,EXP-915-004,13,route,primary_path,primary_path,protocol,positive,correct
DEC-03757,EXP-915-005,2,retreat,pause,pause,protocol,neutral,correct
DEC-03758,EXP-915-005,4,collect,extensive_collection,extensive_collection,protocol,positive,correct
DEC-03759,EXP-915-005,5,camp,emergency_site,emergency_site,protocol,positive,correct
DEC-03760,EXP-915-005,7,engage,avoid,avoid,protocol,neutral,correct
DEC-03761,EXP-915-005,10,engage,avoid,avoid,protocol,neutral,inconclusive
DEC-03762,EXP-915-006,2,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-03763,EXP-915-006,3,retreat,pause,pause,protocol,positive,correct
DEC-03764,EXP-915-006,4,camp,continue,defensive_site,crew_leader,neutral,inconclusive
DEC-03765,EXP-915-006,7,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03766,EXP-915-006,10,retreat,partial_retreat,partial_retreat,crew_leader,positive,correct
DEC-03767,EXP-915-006,12,retreat,pause,pause,protocol,neutral,correct
DEC-03768,EXP-915-006,13,camp,standard_site,standard_site,protocol,positive,correct
DEC-03769,EXP-915-006,16,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03770,EXP-915-007,1,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03771,EXP-915-007,3,retreat,pause,proceed,crew_leader,neutral,correct
DEC-03772,EXP-915-007,6,route,primary_path,primary_path,protocol,positive,correct
DEC-03773,EXP-915-007,8,engage,observe,observe,protocol,neutral,inconclusive
DEC-03774,EXP-915-007,10,collect,skip,skip,protocol,positive,correct
DEC-03775,EXP-915-008,1,engage,avoid,avoid,protocol,critical_positive,correct
DEC-03776,EXP-915-008,2,engage,cautious_approach,cautious_approach,protocol,critical_positive,correct
DEC-03777,EXP-915-008,5,camp,emergency_site,emergency_site,protocol,critical_positive,correct
DEC-03778,EXP-915-008,5,route,primary_path,primary_path,protocol,critical_positive,correct
DEC-03779,EXP-915-008,7,route,retreat_path,retreat_path,protocol,critical_positive,correct
DEC-03780,EXP-915-008,10,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03781,EXP-915-008,12,engage,direct_engagement,direct_engagement,protocol,neutral,correct
DEC-03797,EXP-916-001,2,route,investigate,investigate,protocol,critical_negative,incorrect
DEC-03798,EXP-916-001,2,collect,skip,skip,protocol,critical_negative,incorrect
DEC-03799,EXP-916-001,4,collect,priority_specimen,priority_specimen,protocol,critical_positive,correct
DEC-03801,EXP-916-001,6,camp,emergency_site,emergency_site,protocol,critical_negative,unknown
DEC-03800,EXP-916-001,7,camp,standard_site,standard_site,protocol,negative,unknown
DEC-03802,EXP-916-001,9,route,primary_path,primary_path,protocol,negative,inconclusive
DEC-03803,EXP-916-001,10,collect,priority_specimen,standard_specimen,crew_leader,negative,incorrect
DEC-03804,EXP-916-001,13,camp,emergency_site,emergency_site,protocol,negative,incorrect
DEC-03805,EXP-916-001,15,route,alternate_path,alternate_path,protocol,critical_negative,unknown
DEC-03806,EXP-916-001,17,collect,priority_specimen,priority_specimen,protocol,negative,inconclusive
DEC-03807,EXP-916-001,17,retreat,partial_retreat,partial_retreat,protocol,negative,unknown
DEC-03808,EXP-916-001,20,retreat,proceed,proceed,protocol,critical_negative,unknown
DEC-03809,EXP-916-001,21,route,alternate_path,alternate_path,protocol,positive,correct
DEC-03810,EXP-916-002,1,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03811,EXP-916-002,3,camp,emergency_site,emergency_site,protocol,positive,correct
DEC-03812,EXP-916-002,4,camp,standard_site,standard_site,protocol,positive,correct
DEC-03813,EXP-916-002,5,retreat,pause,pause,protocol,neutral,inconclusive
DEC-03814,EXP-916-002,8,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-03815,EXP-916-002,9,camp,emergency_site,continue,crew_leader,positive,correct
DEC-03816,EXP-916-002,10,engage,avoid,avoid,protocol,neutral,correct
DEC-03818,EXP-916-003,1,route,retreat_path,retreat_path,protocol,negative,unknown
DEC-03817,EXP-916-003,2,collect,priority_specimen,priority_specimen,protocol,critical_negative,incorrect
DEC-03819,EXP-916-003,4,camp,emergency_site,emergency_site,protocol,critical_negative,incorrect
DEC-03820,EXP-916-003,6,engage,observe,observe,protocol,critical_negative,incorrect
DEC-03821,EXP-916-003,8,retreat,partial_retreat,partial_retreat,protocol,critical_negative,unknown
DEC-03822,EXP-916-003,9,retreat,full_retreat,full_retreat,protocol,critical_positive,correct
DEC-03823,EXP-916-003,10,engage,avoid,avoid,protocol,critical_negative,unknown
DEC-03824,EXP-916-003,11,retreat,partial_retreat,partial_retreat,protocol,critical_negative,unknown
DEC-03825,EXP-916-003,14,route,investigate,investigate,protocol,negative,unknown
DEC-03826,EXP-916-004,1,route,retreat_path,retreat_path,protocol,positive,correct
DEC-03827,EXP-916-004,1,engage,observe,direct_engagement,crew_leader,positive,correct
DEC-03828,EXP-916-004,2,retreat,proceed,proceed,protocol,neutral,correct
DEC-03829,EXP-916-004,6,engage,avoid,avoid,protocol,neutral,correct
DEC-03830,EXP-916-004,6,route,alternate_path,alternate_path,protocol,neutral,correct
DEC-03831,EXP-916-004,6,route,retreat_path,retreat_path,crew_leader,neutral,inconclusive
DEC-03832,EXP-916-005,1,camp,emergency_site,emergency_site,protocol,critical_positive,correct
DEC-03833,EXP-916-005,1,retreat,partial_retreat,pause,crew_leader,critical_positive,correct
DEC-03834,EXP-916-005,4,engage,observe,observe,protocol,critical_negative,inconclusive
