journey_id,traveler_id,traveler_type,start_year,end_year,start_place_id,end_place_id,sequence_places,sequence_boroughs,primary_outcome,total_distance_km,total_physical_risk,total_symbolic_risk,max_symbolic_risk,visited_mirado,visited_deadriver,visited_northo,loops_back_to_start
177,trav_0177,senator,2035,2035,CAPIT_KACHOT_CARDH,CAPIT_PAPER_BINDER,CAPIT_KACHOT_CARDH;DENSM_OLD_QUARRY_R;CAPIT_PAPER_BINDER,Capital;Densmok;Capital,burned_out,47.14,7.0,8.0,4.0,False,False,False,True
178,trav_0178,senator,2033,2033,CAPIT_CITY_WALL_QU,DENSM_OVERPASS_GRA,CAPIT_CITY_WALL_QU;CAPEA_CAPEAST_USED;DENSM_OVERPASS_GRA,Capital;Capeast;Densmok,burned_out,38.54,7.0,8.0,4.5,False,False,False,False
179,trav_0179,trader,2039,2039,DENSM_DENSMOK_BUS_,YELLE_QUARRY_RIM_S,DENSM_DENSMOK_BUS_;DEADR_DEAD_RIVER_W;YELLE_BONE_HUSK_MA;DEADR_DEAD_RIVER_E;YELLE_BONE_HUSK_MA;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_E;YELLE_QUARRY_RIM_S;YELLE_BONE_HUSK_MA;DEADR_FERRYMANS_DO;DEADR_BROKEN_DEADR;YELLE_QUARRY_RIM_S,Densmok;Deadriver;Yeller;Deadriver;Yeller;Yeller;Deadriver;Yeller;Yeller;Deadriver;Deadriver;Yeller,burned_out,175.11,63.0,75.5,9.0,False,True,False,False
180,trav_0180,teen,2033,2033,CAPEA_RIVERSLAND_S,YELLE_BONE_HUSK_MA,CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA;CAPEA_DEAD_RIVER_O;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_ARTE;DENSM_SMOKELINE_IN;YELLE_BONE_HUSK_MA,Capeast;Densmok;Capeast;Densmok;Capeast;Densmok;Yeller,burned_out,119.87,25.0,23.5,5.0,False,False,False,False
181,trav_0181,trader,2034,2034,CAPIT_OUTER_ARCHIV,YELLE_YELLER_GUIDE,CAPIT_OUTER_ARCHIV;CAPEA_DEAD_RIVER_O;DENSM_OVERPASS_GRA;YELLE_BONE_HUSK_MA;CAPIT_CITY_WALL_EA;YELLE_TRAP_FIELDS_;YELLE_STALL_TOWN_B;CAPIT_DEADRIVER_FE;YELLE_YELLER_GUIDE,Capital;Capeast;Densmok;Yeller;Capital;Yeller;Yeller;Capital;Yeller,archivist,136.59,34.5,44.5,6.0,False,False,False,False
182,trav_0182,teen,2033,2033,DENSM_SMOKELINE_IN,DEADR_FERRYMANS_DO,DENSM_SMOKELINE_IN;CAPIT_CITY_WALL_QU;CAPEA_MIRADO_STICK;DEADR_FERRYMANS_DO,Densmok;Capital;Capeast;Deadriver,missing,55.61,12.0,17.0,7.0,False,True,False,False
183,trav_0183,trader,2038,2038,CAPIT_PAPER_BINDER,DENSM_OVERPASS_GRA,CAPIT_PAPER_BINDER;CAPEA_RIVERSLAND_S;YELLE_BONE_HUSK_MA;DEADR_DEAD_RIVER_E;YELLE_STALL_TOWN_W;YELLE_OLD_ROPE_BRI;YELLE_STALL_TOWN_W;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_YOUT;CAPIT_CITY_WALL_EA;DENSM_OVERPASS_GRA,Capital;Capeast;Yeller;Deadriver;Yeller;Yeller;Yeller;Deadriver;Capeast;Capital;Densmok,archivist,155.58,46.0,58.5,7.5,False,True,False,False
184,trav_0184,trader,2030,2030,CAPIT_KACHOT_CARDH,YELLE_FLOODED_SINK,CAPIT_KACHOT_CARDH;DEADR_BROKEN_DEADR;CAPEA_RIVERSLAND_S;DEADR_DEADRIVER_SH;MIRAD_MIRADO_STICK;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_ARTE;CAPIT_CAPITAL_TRAI;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_W;YELLE_FLOODED_SINK,Capital;Deadriver;Capeast;Deadriver;Mirado;Deadriver;Capeast;Capital;Yeller;Deadriver;Yeller,archivist,186.25,48.5,64.5,8.5,True,True,False,False
185,trav_0185,teen,2035,2035,CAPEA_CAPEAST_WALM,DEADR_DEADRIVER_SH,CAPEA_CAPEAST_WALM;DEADR_FERRYMANS_DO;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH,Capeast;Deadriver;Yeller;Deadriver,missing,59.96,16.0,19.5,7.0,False,True,False,False
186,trav_0186,mapmaker,2034,2034,CAPEA_CAPEAST_YOUT,DEADR_BROKEN_DEADR,CAPEA_CAPEAST_YOUT;DENSM_OLD_QUARRY_R;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_HILL;YELLE_TRAP_FIELDS_;CAPIT_INNER_TENEME;DEADR_BROKEN_DEADR,Capeast;Densmok;Capital;Densmok;Yeller;Capital;Deadriver,missing,118.48,26.5,27.5,6.5,False,True,False,False
187,trav_0187,novice,2033,2033,CAPIT_OUTER_ARCHIV,YELLE_BONE_HUSK_MA,CAPIT_OUTER_ARCHIV;YELLE_TRAP_FIELDS_;YELLE_FLOODED_SINK;YELLE_OLD_ROPE_BRI;YELLE_BONE_HUSK_MA,Capital;Yeller;Yeller;Yeller;Yeller,burned_out,40.29,28.0,26.0,7.5,False,False,False,False
188,trav_0188,trader,2031,2031,DENSM_OLD_QUARRY_R,CAPEA_MIRADO_STICK,DENSM_OLD_QUARRY_R;YELLE_TRAP_FIELDS_;CAPIT_CAPITAL_TRAI;CAPIT_PAPER_BINDER;YELLE_YELLER_GUIDE;YELLE_STALL_TOWN_W;YELLE_YELLER_GUIDE;YELLE_STALL_TOWN_W;DEADR_BROKEN_DEADR;YELLE_OLD_ROPE_BRI;CAPIT_DEADRIVER_FE;CAPEA_MIRADO_STICK,Densmok;Yeller;Capital;Capital;Yeller;Yeller;Yeller;Yeller;Deadriver;Yeller;Capital;Capeast,archivist,154.07,50.5,61.0,8.0,False,True,False,False
189,trav_0189,teen,2038,2038,CAPEA_CAPEAST_ARTE,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_STRI;CAPIT_CAPITAL_TRAI,Capeast;Densmok;Capital,burned_out,44.01,7.0,6.5,3.5,False,False,False,False
190,trav_0190,trader,2037,2037,YELLE_QUARRY_RIM_S,DEADR_DEAD_RIVER_W,YELLE_QUARRY_RIM_S;YELLE_TRAP_FIELDS_;YELLE_TRAP_FIELDS_;YELLE_STALL_TOWN_B;DEADR_DEAD_RIVER_E;YELLE_TRAP_FIELDS_;CAPIT_KACHOT_CARDH;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_E;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_W,Yeller;Yeller;Yeller;Yeller;Deadriver;Yeller;Capital;Yeller;Deadriver;Mirado;Deadriver,missing,143.59,58.5,64.5,9.5,True,True,False,False
191,trav_0191,archivist,2030,2030,CAPIT_OUTER_ARCHIV,DEADR_DEAD_RIVER_E,CAPIT_OUTER_ARCHIV;YELLE_OLD_ROPE_BRI;YELLE_STALL_TOWN_W;CAPIT_KACHOT_CARDH;NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;NORTH_COLLAPSED_CH;CAPIT_CITY_WALL_QU;YELLE_QUARRY_RIM_S;DEADR_DEAD_RIVER_E,Capital;Yeller;Yeller;Capital;Northo;Mirado;Northo;Capital;Yeller;Deadriver,saint,165.02,45.0,59.5,9.0,True,True,True,False
192,trav_0192,mapmaker,2035,2035,CAPEA_MIRADO_STICK,NORTH_HOUSE_OF_STO,CAPEA_MIRADO_STICK;CAPIT_OUTER_ARCHIV;DEADR_DEAD_RIVER_E;MIRAD_TOWER_LEVEL_;CAPIT_CITY_WALL_EA;CAPEA_RIVERSLAND_H;MIRAD_MIRADO_CAMPG;DEADR_FERRYMANS_DO;MIRAD_MIRADO_CAMPG;DEADR_DEAD_RIVER_E;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_STO,Capeast;Capital;Deadriver;Mirado;Capital;Capeast;Mirado;Deadriver;Mirado;Deadriver;Mirado;Northo,saint,205.92,45.0,82.5,9.5,True,True,True,False
193,trav_0193,trader,2035,2035,YELLE_YELLER_QUARR,CAPEA_MIRADO_STICK,YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_E;YELLE_YELLER_GUIDE;YELLE_QUARRY_RIM_S;DEADR_FERRYMANS_DO;CAPEA_CAPEAST_WALM;DEADR_DEAD_RIVER_W;CAPIT_CITY_WALL_QU;MIRAD_TOWER_LEVEL_;DEADR_FERRYMANS_DO;DEADR_BROKEN_DEADR;CAPEA_MIRADO_STICK,Yeller;Deadriver;Yeller;Yeller;Deadriver;Capeast;Deadriver;Capital;Mirado;Deadriver;Deadriver;Capeast,archivist,194.82,58.0,79.0,9.5,True,True,False,False
194,trav_0194,trader,2031,2031,DENSM_DENSMOK_STRI,YELLE_TRAP_FIELDS_,DENSM_DENSMOK_STRI;DEADR_BROKEN_DEADR;CAPIT_INNER_TENEME;DENSM_DENSMOK_HILL;YELLE_TRAP_FIELDS_;DEADR_DEAD_RIVER_W;YELLE_TRAP_FIELDS_,Densmok;Deadriver;Capital;Densmok;Yeller;Deadriver;Yeller,archivist,121.67,34.0,34.0,7.0,False,True,False,False
195,trav_0195,teen,2031,2031,CAPEA_CAPEAST_USED,YELLE_YELLER_QUARR,CAPEA_CAPEAST_USED;CAPIT_KACHOT_CARDH;DEADR_DEAD_RIVER_E;CAPEA_RIVERSLAND_H;CAPIT_CITY_WALL_QU;YELLE_STALL_TOWN_W;YELLE_YELLER_QUARR,Capeast;Capital;Deadriver;Capeast;Capital;Yeller;Yeller,witch,109.31,27.0,33.0,7.0,False,True,False,False
196,trav_0196,teen,2038,2038,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_WALM;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_HILL,Capeast;Deadriver;Capeast;Densmok,burned_out,63.51,12.5,14.0,5.5,False,True,False,False
197,trav_0197,trader,2031,2031,YELLE_TRAP_FIELDS_,DEADR_FERRYMANS_DO,YELLE_TRAP_FIELDS_;YELLE_OLD_ROPE_BRI;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_QU;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;DEADR_FERRYMANS_DO,Yeller;Yeller;Yeller;Capital;Mirado;Capital;Deadriver,missing,98.0,33.0,41.0,8.0,True,True,False,False
198,trav_0198,teen,2039,2039,CAPEA_CAPEAST_ARTE,CAPIT_KACHOT_CARDH,CAPEA_CAPEAST_ARTE;DEADR_DEADRIVER_SH;YELLE_STALL_TOWN_W;DEADR_DEAD_RIVER_W;CAPIT_INNER_TENEME;DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH,Capeast;Deadriver;Yeller;Deadriver;Capital;Densmok;Capital,witch,120.12,28.0,33.0,7.0,False,True,False,False
199,trav_0199,trader,2033,2033,CAPIT_CITY_WALL_QU,CAPIT_DEADRIVER_FE,CAPIT_CITY_WALL_QU;CAPIT_OUTER_ARCHIV;CAPIT_PAPER_BINDER;DEADR_DEAD_RIVER_W;CAPIT_DEADRIVER_FE,Capital;Capital;Capital;Deadriver;Capital,burned_out,56.17,13.5,26.5,8.0,False,True,False,True
200,trav_0200,trader,2036,2036,CAPIT_CAPITAL_TRAI,DEADR_DEADRIVER_SH,CAPIT_CAPITAL_TRAI;DEADR_BROKEN_DEADR;DEADR_FERRYMANS_DO;DEADR_FERRYMANS_DO;DEADR_DEAD_RIVER_E;CAPIT_CENTRAL_ARCH;DEADR_DEADRIVER_SH,Capital;Deadriver;Deadriver;Deadriver;Deadriver;Capital;Deadriver,missing,81.76,29.5,50.0,9.0,False,True,False,False
201,trav_0201,teen,2033,2033,DENSM_SMOKELINE_IN,DENSM_DENSMOK_BUS_,DENSM_SMOKELINE_IN;CAPIT_INNER_TENEME;DEADR_BROKEN_DEADR;YELLE_YELLER_QUARR;CAPIT_INNER_TENEME;DENSM_DENSMOK_BUS_,Densmok;Capital;Deadriver;Yeller;Capital;Densmok,witch,105.52,30.0,27.0,8.0,False,True,False,True
202,trav_0202,mapmaker,2034,2034,CAPEA_CAPEAST_ARTE,NORTH_NORTHO_GATEH,CAPEA_CAPEAST_ARTE;MIRAD_TOWER_LEVEL_;MIRAD_MIRADO_STICK;CAPIT_CENTRAL_ARCH;MIRAD_TOWER_LEVEL_;CAPIT_CITY_WALL_EA;NORTH_NORTHO_GATEH,Capeast;Mirado;Mirado;Capital;Mirado;Capital;Northo,burned_out,94.97,25.5,47.0,9.0,True,False,True,False
203,trav_0203,mapmaker,2036,2036,CAPEA_CAPEAST_YOUT,MIRAD_TOWER_LEVEL_,CAPEA_CAPEAST_YOUT;DEADR_FERRYMANS_DO;YELLE_QUARRY_RIM_S;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_,Capeast;Deadriver;Yeller;Mirado;Northo;Mirado,saint,90.25,25.0,39.0,9.5,True,True,True,False
204,trav_0204,trader,2036,2036,CAPIT_DEADRIVER_FE,MIRAD_TOWER_LEVEL_,CAPIT_DEADRIVER_FE;NORTH_PILGRIM_WAY_;YELLE_BONE_HUSK_MA;DEADR_FERRYMANS_DO;DEADR_DEAD_RIVER_E;MIRAD_TOWER_LEVEL_,Capital;Northo;Yeller;Deadriver;Deadriver;Mirado,saint,76.44,23.5,39.5,9.5,True,True,True,False
205,trav_0205,senator,2036,2036,CAPIT_SENATE_SQUAR,CAPIT_KACHOT_CARDH,CAPIT_SENATE_SQUAR;YELLE_FLOODED_SINK;CAPIT_CAPITAL_TRAI;YELLE_TRAP_FIELDS_;CAPIT_CAPITAL_TRAI;MIRAD_MIRADO_GATE_;NORTH_HOUSE_OF_THE;CAPIT_KACHOT_CARDH,Capital;Yeller;Capital;Yeller;Capital;Mirado;Northo;Capital,cardsharp,130.11,34.5,45.0,9.0,True,False,True,True
206,trav_0206,trader,2035,2035,CAPIT_SENATE_SQUAR,MIRAD_MIRADO_STICK,CAPIT_SENATE_SQUAR;MIRAD_TOWER_LEVEL_;CAPIT_CENTRAL_ARCH;DEADR_DEAD_RIVER_E;CAPEA_CAPEAST_YOUT;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;CAPEA_RIVERSLAND_S;MIRAD_MIRADO_STICK,Capital;Mirado;Capital;Deadriver;Capeast;Mirado;Capital;Capeast;Mirado,burned_out,169.93,30.0,57.5,9.0,True,True,False,False
207,trav_0207,trader,2032,2032,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_H,CAPIT_CAPITAL_TRAI;CAPIT_CENTRAL_ARCH;CAPEA_DUSTY_SOCCER;DEADR_DEAD_RIVER_E;DEADR_DEAD_RIVER_E;CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_BUS_;CAPIT_DEADRIVER_FE;CAPIT_KACHOT_CARDH;CAPEA_RIVERSLAND_H,Capital;Capital;Capeast;Deadriver;Deadriver;Capeast;Densmok;Capital;Capital;Capeast,ordinary,132.96,34.0,50.5,9.0,False,True,False,False
208,trav_0208,teen,2036,2036,DENSM_SMOKELINE_IN,YELLE_BONE_HUSK_MA,DENSM_SMOKELINE_IN;CAPIT_CENTRAL_ARCH;YELLE_BONE_HUSK_MA,Densmok;Capital;Yeller,burned_out,44.94,7.5,12.5,7.0,False,False,False,False
209,trav_0209,mapmaker,2031,2031,CAPIT_INNER_TENEME,DEADR_FERRYMANS_DO,CAPIT_INNER_TENEME;DENSM_OLD_QUARRY_R;YELLE_TRAP_FIELDS_;YELLE_QUARRY_RIM_S;YELLE_TRAP_FIELDS_;MIRAD_MIRADO_STICK;DEADR_FERRYMANS_DO;CAPEA_CAPEAST_USED;DEADR_FERRYMANS_DO;DEADR_FERRYMANS_DO,Capital;Densmok;Yeller;Yeller;Yeller;Mirado;Deadriver;Capeast;Deadriver;Deadriver,missing,128.19,48.0,52.5,9.0,True,True,False,False
210,trav_0210,novice,2036,2036,CAPIT_SENATE_SQUAR,CAPIT_CITY_WALL_QU,CAPIT_SENATE_SQUAR;NORTH_NORTHO_GATEH;CAPIT_CITY_WALL_EA;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_QU,Capital;Northo;Capital;Yeller;Capital,ordinary,70.57,16.5,24.5,7.0,False,False,True,True
211,trav_0211,trader,2032,2032,YELLE_STALL_TOWN_W,DEADR_DEAD_RIVER_W,YELLE_STALL_TOWN_W;CAPIT_CITY_WALL_EA;CAPEA_CAPEAST_ARTE;DEADR_FERRYMANS_DO;CAPIT_CITY_WALL_EA;CAPEA_RIVERSLAND_S;CAPIT_CAPITAL_TRAI;DEADR_DEAD_RIVER_W,Yeller;Capital;Capeast;Deadriver;Capital;Capeast;Capital;Deadriver,missing,140.3,26.5,38.0,7.5,False,True,False,False
212,trav_0212,senator,2038,2038,CAPIT_DEADRIVER_FE,CAPIT_SENATE_SQUAR,CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_STRI;CAPIT_CENTRAL_ARCH;YELLE_BONE_HUSK_MA;YELLE_STALL_TOWN_W;CAPIT_SENATE_SQUAR,Capital;Capeast;Capital;Yeller;Yeller;Capital,ordinary,81.94,20.0,30.0,7.0,False,False,False,True
213,trav_0213,mapmaker,2032,2032,CAPIT_DEADRIVER_FE,YELLE_TRAP_FIELDS_,CAPIT_DEADRIVER_FE;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_;CAPIT_SENATE_SQUAR;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_STICK;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;CAPEA_RIVERSLAND_H;CAPIT_KACHOT_CARDH;DEADR_DEAD_RIVER_E;YELLE_TRAP_FIELDS_,Capital;Northo;Mirado;Capital;Northo;Mirado;Mirado;Capital;Capeast;Capital;Deadriver;Yeller,saint,203.71,46.0,82.0,9.5,True,True,True,False
214,trav_0214,mapmaker,2030,2030,CAPIT_PAPER_BINDER,CAPIT_CITY_WALL_QU,CAPIT_PAPER_BINDER;CAPEA_DEAD_RIVER_O;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;MIRAD_MIRADO_STICK;MIRAD_MIRADO_GATE_;NORTH_HOUSE_OF_THE;DEADR_DEAD_RIVER_E;CAPIT_CITY_WALL_QU,Capital;Capeast;Deadriver;Mirado;Mirado;Mirado;Northo;Deadriver;Capital,saint,124.47,37.0,65.5,9.5,True,True,True,True
215,trav_0215,novice,2032,2032,NORTH_NORTHO_GATEH,MIRAD_MIRADO_GATE_,NORTH_NORTHO_GATEH;CAPIT_CAPITAL_TRAI;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_GATE_,Northo;Capital;Northo;Mirado,burned_out,57.81,11.5,21.0,9.0,True,False,True,False
216,trav_0216,mapmaker,2037,2037,CAPIT_OUTER_ARCHIV,MIRAD_MIRADO_GATE_,CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_USED;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_E;MIRAD_TOWER_LEVEL_;MIRAD_MIRADO_STICK;DEADR_FERRYMANS_DO;CAPIT_CENTRAL_ARCH;MIRAD_MIRADO_GATE_,Capital;Capeast;Mirado;Deadriver;Mirado;Mirado;Deadriver;Capital;Mirado,witch,150.18,36.0,64.5,9.5,True,True,False,False
217,trav_0217,teen,2039,2039,CAPEA_DUSTY_SOCCER,DENSM_DENSMOK_BUS_,CAPEA_DUSTY_SOCCER;DEADR_BROKEN_DEADR;CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_BUS_,Capeast;Deadriver;Capeast;Densmok,ordinary,57.65,13.0,15.0,6.0,False,True,False,False
218,trav_0218,teen,2034,2034,DENSM_OVERPASS_GRA,YELLE_STALL_TOWN_W,DENSM_OVERPASS_GRA;CAPEA_RIVERSLAND_S;DENSM_DENSMOK_STRI;YELLE_BONE_HUSK_MA;DEADR_DEADRIVER_SH;YELLE_STALL_TOWN_W,Densmok;Capeast;Densmok;Yeller;Deadriver;Yeller,witch,101.09,20.5,24.5,7.0,False,True,False,False
219,trav_0219,teen,2031,2031,DENSM_SMOKELINE_IN,DEADR_DEADRIVER_SH,DENSM_SMOKELINE_IN;YELLE_QUARRY_RIM_S;YELLE_BONE_HUSK_MA;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_WALM;DEADR_DEADRIVER_SH,Densmok;Yeller;Yeller;Capital;Capeast;Deadriver,missing,84.66,23.0,24.5,6.0,False,True,False,False
220,trav_0220,teen,2039,2039,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_STRI;YELLE_TRAP_FIELDS_;CAPIT_SENATE_SQUAR;CAPEA_RIVERSLAND_S,Densmok;Capital;Densmok;Yeller;Capital;Capeast,burned_out,95.2,17.5,26.0,6.0,False,False,False,False
221,trav_0221,archivist,2030,2030,CAPIT_OUTER_ARCHIV,CAPIT_CITY_WALL_QU,CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_STRI;CAPIT_INNER_TENEME;DENSM_OVERPASS_GRA;YELLE_FLOODED_SINK;DEADR_DEADRIVER_SH;CAPIT_CITY_WALL_QU,Capital;Capeast;Capital;Densmok;Yeller;Deadriver;Capital,archivist,116.17,30.0,34.0,8.0,False,True,False,True
222,trav_0222,archivist,2037,2037,CAPIT_DEADRIVER_FE,CAPIT_PAPER_BINDER,CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_USED;DENSM_DENSMOK_STRI;CAPIT_SENATE_SQUAR;NORTH_TRIAL_FIELD_;MIRAD_MIRADO_STICK;DEADR_BROKEN_DEADR;CAPIT_PAPER_BINDER,Capital;Capeast;Densmok;Capital;Northo;Mirado;Deadriver;Capital,saint,147.68,27.5,44.0,8.5,True,True,True,True
223,trav_0223,trader,2039,2039,CAPIT_CAPITAL_TRAI,YELLE_TRAP_FIELDS_,CAPIT_CAPITAL_TRAI;NORTH_TRIAL_FIELD_;MIRAD_TOWER_LEVEL_;YELLE_BONE_HUSK_MA;CAPIT_OUTER_ARCHIV;NORTH_NORTHO_GATEH;MIRAD_MIRADO_STICK;CAPIT_DEADRIVER_FE;DENSM_DENSMOK_BUS_;YELLE_TRAP_FIELDS_,Capital;Northo;Mirado;Yeller;Capital;Northo;Mirado;Capital;Densmok;Yeller,archivist,155.13,37.5,59.5,9.0,True,False,True,False
224,trav_0224,trader,2031,2031,DENSM_DENSMOK_HILL,DENSM_SMOKELINE_IN,DENSM_DENSMOK_HILL;CAPIT_KACHOT_CARDH;YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_W;CAPIT_SENATE_SQUAR;CAPIT_OUTER_ARCHIV;CAPIT_INNER_TENEME;DENSM_DENSMOK_BUS_;YELLE_QUARRY_RIM_S;CAPIT_KACHOT_CARDH;DENSM_SMOKELINE_IN,Densmok;Capital;Yeller;Deadriver;Capital;Capital;Capital;Densmok;Yeller;Capital;Densmok,archivist,168.86,47.5,53.0,8.0,False,True,False,True
225,trav_0225,novice,2036,2036,CAPIT_SENATE_SQUAR,CAPIT_KACHOT_CARDH,CAPIT_SENATE_SQUAR;NORTH_TRIAL_FIELD_;MIRAD_TOWER_LEVEL_;CAPIT_PAPER_BINDER;CAPEA_MIRADO_STICK;MIRAD_MIRADO_CAMPG;DEADR_DEADRIVER_SH;CAPEA_DEAD_RIVER_O;CAPIT_KACHOT_CARDH,Capital;Northo;Mirado;Capital;Capeast;Mirado;Deadriver;Capeast;Capital,saint,131.07,29.5,55.0,9.0,True,True,True,True
226,trav_0226,trader,2033,2033,YELLE_TRAP_FIELDS_,MIRAD_TOWER_LEVEL_,YELLE_TRAP_FIELDS_;CAPIT_KACHOT_CARDH;YELLE_TRAP_FIELDS_;YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_W;CAPIT_DEADRIVER_FE;MIRAD_TOWER_LEVEL_,Yeller;Capital;Yeller;Yeller;Deadriver;Capital;Mirado,archivist,90.37,35.5,40.5,8.5,True,True,False,False
227,trav_0227,teen,2030,2030,DENSM_DENSMOK_BUS_,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH;DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_STRI;CAPIT_CITY_WALL_EA;DENSM_OLD_QUARRY_R,Densmok;Capital;Densmok;Capeast;Capital;Densmok,ordinary,96.96,16.5,24.0,5.5,False,False,False,True
228,trav_0228,archivist,2038,2038,CAPIT_DEADRIVER_FE,NORTH_NORTHO_GATEH,CAPIT_DEADRIVER_FE;NORTH_COLLAPSED_CH;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH,Capital;Northo;Mirado;Northo,ordinary,57.25,12.0,24.0,8.5,True,False,True,False
229,trav_0229,teen,2036,2036,DENSM_DENSMOK_STRI,YELLE_STALL_TOWN_B,DENSM_DENSMOK_STRI;YELLE_STALL_TOWN_B;YELLE_STALL_TOWN_B,Densmok;Yeller;Yeller,burned_out,22.18,10.5,9.0,5.0,False,False,False,False
230,trav_0230,archivist,2032,2032,CAPIT_SENATE_SQUAR,MIRAD_TOWER_LEVEL_,CAPIT_SENATE_SQUAR;NORTH_NORTHO_GATEH;CAPIT_DEADRIVER_FE;MIRAD_TOWER_LEVEL_,Capital;Northo;Capital;Mirado,burned_out,48.53,10.5,22.5,8.5,True,False,True,False
231,trav_0231,archivist,2034,2034,CAPIT_CAPITAL_TRAI,NORTH_HOUSE_OF_STO,CAPIT_CAPITAL_TRAI;DEADR_DEAD_RIVER_E;CAPEA_CAPEAST_YOUT;CAPIT_PAPER_BINDER;NORTH_HOUSE_OF_STO,Capital;Deadriver;Capeast;Capital;Northo,burned_out,92.0,13.5,24.0,6.5,False,True,True,False
232,trav_0232,novice,2035,2035,NORTH_PILGRIM_WAY_,YELLE_YELLER_GUIDE,NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;DEADR_FERRYMANS_DO;YELLE_YELLER_GUIDE,Northo;Mirado;Deadriver;Yeller,saint,63.43,13.5,25.0,9.5,True,True,True,False
233,trav_0233,teen,2039,2039,DENSM_DENSMOK_HILL,YELLE_STALL_TOWN_W,DENSM_DENSMOK_HILL;YELLE_STALL_TOWN_W;YELLE_TRAP_FIELDS_;CAPIT_INNER_TENEME;DEADR_DEADRIVER_SH;CAPIT_OUTER_ARCHIV;YELLE_STALL_TOWN_W,Densmok;Yeller;Yeller;Capital;Deadriver;Capital;Yeller,witch,98.39,28.5,32.0,7.0,False,True,False,False
234,trav_0234,senator,2031,2031,CAPIT_CITY_WALL_EA,DEADR_DEAD_RIVER_W,CAPIT_CITY_WALL_EA;YELLE_QUARRY_RIM_S;DEADR_DEAD_RIVER_W,Capital;Yeller;Deadriver,missing,42.58,11.5,11.5,6.5,False,True,False,False
235,trav_0235,senator,2037,2037,CAPIT_CITY_WALL_QU,DEADR_DEADRIVER_SH,CAPIT_CITY_WALL_QU;DENSM_SMOKELINE_IN;CAPIT_CITY_WALL_EA;NORTH_COLLAPSED_CH;CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_STRI;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH,Capital;Densmok;Capital;Northo;Capital;Densmok;Yeller;Deadriver,missing,118.64,31.5,36.0,7.0,False,True,True,False
