event_id,event_name,form_id,form_type,form_complexity,form_novelty,prior_manifestations,location,region,dens_proximity_km,boundary_instability_index,spatial_curvature,ingression_mode,ingression_duration_minutes,manifestation_completeness,stability_post_ingression,fidelity_score,distortion_type,noise_level,observer,observer_type,instrument_used,prebel_effect_observed,observation_year,documented_year,vells_category,confidence,notes
IE-0337,Merged Formation 892,FORM-0608,hybrid,moderate,rare,99,Educational district,Densmok,277.2,3.8,flat,sudden,3.06,0.5,degrading,0.56,structural_variation,low,E. Pol,healer,True,False,892,897,blocked_complete,0.54,
IE-0338,Configuration Formation 909,FORM-0670,pattern,complex,familiar,85,Scholar's Quarter,Capital,220.0,3.7,flat,competing,8948.87,0.81,degrading,0.71,structural_variation,moderate,Capital Survey Team,healer,False,False,909,913,decelerated,0.54,
IE-0339,Connection Manifestation 891,,relationship,highly_complex,familiar,86,Klutch CC vicinity,Densmok,200.5,6.3,moderately_curved,gradual,34674.57,0.7,transformed,0.74,noise_overlay,high,Boundary Commission,trapper,False,False,891,901,decelerated,0.55,
IE-0340,Behavioral Emergence 902,FORM-0899,behavior,moderate,rare,45,Northern margin,Dens boundary,22.3,6.7,highly_curved,replacement,933.45,0.78,degrading,1.0,none,moderate,M. Strand,indigenous,True,False,902,911,decelerated,0.93,
IE-0341,Action Event 921,FORM-0450,behavior,simple,familiar,7,Western approach,Dens boundary,39.5,8.9,highly_curved,gradual,86.3,0.77,stable,0.73,scale_distortion,moderate,E. Pol,surveyor,False,False,921,924,decelerated,0.96,
IE-0342,Merged Event 901,FORM-0692,hybrid,complex,unprecedented,0,Klutch CC vicinity,Densmok,181.8,6.5,highly_curved,sudden,31.23,0.81,degrading,0.67,noise_overlay,high,Boundary Commission,archivist,False,False,901,904,accelerated,0.59,
IE-0343,Construction Appearance 893,FORM-0977,structure,simple,familiar,10,Dissolution zone,Dens,0.0,9.2,highly_curved,competing,81.38,0.9,degrading,0.89,none,high,M. Strand,trapper,True,False,893,902,decelerated,0.96,
IE-0344,Location Manifestation 905,FORM-0189,place,moderate,variant,95,Southern approach,Yeller Quarry,127.0,6.7,highly_curved,oscillating,284.09,0.69,fluctuating,0.88,none,extreme,T. Mord,indigenous,False,False,905,906,standard,0.96,
IE-0345,Location Appearance 909,,place,moderate,unprecedented,0,Northern monastery,Northo,297.3,2.3,flat,blending,647.13,0.75,transformed,0.5,temporal_smearing,minimal,T. Mord,indigenous,False,False,909,909,decelerated,0.97,
IE-0346,Assembly Appearance 907,FORM-0316,structure,complex,unprecedented,0,Dens interior,Dens,0.0,9.6,extreme,blending,3430.85,0.79,gradually_stabilizing,1.0,none,high,S. Moll,surveyor,True,False,907,912,decelerated,0.85,
IE-0347,Landscape Emergence 926,FORM-0840,place,complex,unusual,41,Lake vicinity,Northo,282.5,3.6,mildly_curved,gradual,7805.03,0.51,degrading,0.61,structural_variation,minimal,E. Pol,trapper,True,True,926,928,decelerated,0.66,
IE-0348,Construction Manifestation 900,FORM-0243,structure,complex,variant,96,Central anomaly,Dens,0.0,9.1,highly_curved,cascading,1644.74,0.99,degrading,0.81,temporal_smearing,low,A. Prebel,trapper,False,False,900,903,recursive,0.68,
IE-0349,Hybrid Manifestation 910,FORM-0209,hybrid,simple,variant,37,Suburban zone,Densmok,186.5,5.1,moderately_curved,gradual,32.32,0.78,dissolved,0.68,noise_overlay,minimal,A. Vells,scholar,False,True,910,910,decelerated,0.9,
IE-0350,Convergence Event 928,FORM-0185,phenomenon,simple,variant,33,Ascetic village,Northo,314.5,2.9,flat,oscillating,3.26,0.79,stable,0.62,noise_overlay,low,M. Strand,scholar,True,False,928,934,overflow,0.99,
IE-0351,Hybrid Appearance 902,,hybrid,highly_complex,familiar,27,Northern monastery,Northo,264.9,4.7,mildly_curved,competing,21609.93,0.7,degrading,0.51,incomplete_expression,low,A. Vells,multiple,False,False,902,904,recursive,0.56,
IE-0352,Affinity Appearance 905,FORM-0440,relationship,complex,rare,95,Siege fields,Tower of Mirado,243.2,3.2,mildly_curved,gradual,7662.93,0.89,dissolved,0.63,incomplete_expression,minimal,M. Strand,indigenous,True,False,905,914,decelerated,0.97,
IE-0353,Fluctuation Appearance 902,,phenomenon,highly_complex,unusual,93,Central anomaly,Dens,0.0,9.0,extreme,blending,81082.47,0.81,transformed,0.77,structural_variation,low,Field Team,scholar,False,False,902,906,decelerated,0.69,
IE-0354,Site Manifestation 913,FORM-0261,place,highly_complex,variant,28,Isolation community,Northo,267.4,2.0,mildly_curved,replacement,26248.55,0.77,stable,0.67,incomplete_expression,high,Boundary Commission,indigenous,True,False,913,923,overflow,0.8,
IE-0355,Composite Formation 934,,hybrid,complex,variant,18,Southern camps,Tower of Mirado,232.1,3.6,flat,competing,3281.46,0.53,stable,0.65,structural_variation,extreme,M. Strand,multiple,True,False,934,936,decelerated,0.83,
IE-0356,Landscape Emergence 930,,place,moderate,familiar,61,Western approach,Dens boundary,42.3,8.5,extreme,sudden,5.85,0.84,dissolved,0.8,temporal_smearing,low,Field Team,healer,True,False,930,932,accelerated,0.95,
IE-0357,Mixed Emergence 915,FORM-0074,hybrid,moderate,unprecedented,0,Northern margin,Dens boundary,29.3,8.5,highly_curved,cascading,761.47,1.0,transformed,0.91,none,low,M. Strand,multiple,True,False,915,921,decelerated,0.71,
IE-0358,Anomaly Event 913,,phenomenon,complex,unusual,32,Dens interior,Dens,0.0,9.7,highly_curved,blending,9897.37,1.0,stable,1.0,none,low,Field Team,surveyor,False,False,913,918,decelerated,0.83,
IE-0359,Site Formation 894,FORM-0105,place,highly_complex,variant,64,Dens deep,Dens,0.0,9.9,extreme,cascading,53565.35,0.9,transformed,0.85,none,moderate,S. Moll,trapper,True,False,894,902,decelerated,0.9,
IE-0360,Composite Formation 903,FORM-0813,hybrid,moderate,unusual,44,Isolation community,Northo,321.4,2.7,flat,replacement,130.45,0.63,dissolved,0.37,incomplete_expression,moderate,T. Mord,scholar,True,False,903,908,standard,0.75,
IE-0361,Territory Arrival 905,,place,simple,rare,20,Capital proper,Capital,290.8,1.7,mildly_curved,oscillating,52.2,0.85,dissolved,0.45,noise_overlay,extreme,Capital Survey Team,archivist,True,False,905,911,decelerated,0.66,
IE-0362,Digger Manifestation 892,FORM-0282,creature,highly_complex,familiar,18,Northern monastery,Northo,369.9,1.0,flat,sudden,749.07,0.58,dissolved,0.52,incomplete_expression,minimal,S. Moll,multiple,False,False,892,900,accelerated,0.98,
IE-0363,Formation Manifestation 921,,structure,complex,unprecedented,0,Dens interior,Dens,0.0,9.9,highly_curved,sudden,3.19,0.82,dissolved,0.98,none,high,A. Vells,healer,False,True,921,928,accelerated,0.56,
IE-0364,Site Event 935,FORM-0783,place,simple,rare,78,Western approach,Dens boundary,29.8,6.1,highly_curved,sudden,0.39,0.94,gradually_stabilizing,0.75,scale_distortion,high,A. Prebel,scholar,True,False,935,939,accelerated,0.8,
IE-0365,Connection Manifestation 935,FORM-0722,relationship,highly_complex,variant,12,Eastern Northo,Northo,283.4,3.5,mildly_curved,gradual,161805.65,0.64,stable,0.42,temporal_smearing,extreme,S. Moll,scholar,True,False,935,937,decelerated,1.0,
IE-0366,Composite Formation 911,FORM-0759,hybrid,complex,unprecedented,0,Mill vicinity,Yeller Quarry,159.2,5.1,moderately_curved,cascading,2027.93,0.64,fluctuating,0.84,scale_distortion,moderate,Ingression Study Group,healer,True,False,911,914,overflow,0.87,
IE-0367,Formation Formation 898,,structure,moderate,variant,7,Sector NE-4,Dens boundary,34.5,6.2,highly_curved,blending,870.05,0.95,stable,0.72,structural_variation,moderate,M. Strand,archivist,True,True,898,898,decelerated,1.0,
IE-0368,Fluctuation Manifestation 915,FORM-0909,phenomenon,moderate,rare,35,Capital proper,Capital,266.1,4.3,moderately_curved,competing,135.16,0.68,degrading,0.63,structural_variation,low,Ingression Study Group,scholar,True,True,915,915,overflow,0.98,
IE-0369,Convergence Manifestation 934,,phenomenon,complex,familiar,80,Educational district,Densmok,213.7,5.8,moderately_curved,sudden,65.33,0.59,dissolved,0.69,temporal_smearing,moderate,A. Vells,multiple,False,True,934,937,accelerated,0.52,
IE-0370,Prime Pattern Formation 915,FORM-0482,pattern,simple,familiar,65,Suburban zone,Densmok,265.5,2.7,mildly_curved,blending,91.31,0.79,stable,0.43,noise_overlay,low,Boundary Commission,healer,True,False,915,917,decelerated,0.57,
IE-0371,Affinity Emergence 916,,relationship,highly_complex,unprecedented,0,Southern approach,Yeller Quarry,146.1,6.2,highly_curved,competing,33333.71,0.62,degrading,0.79,temporal_smearing,moderate,Capital Survey Team,archivist,False,False,916,922,decelerated,0.96,
IE-0372,Response Formation 913,,behavior,complex,unusual,74,Suburban zone,Densmok,228.6,3.7,mildly_curved,replacement,7134.67,0.87,transformed,0.53,noise_overlay,high,Field Team,scholar,False,False,913,918,decelerated,0.82,
IE-0373,Tendency Event 894,,behavior,complex,variant,46,Dens interior,Dens,0.0,9.1,highly_curved,cascading,827.95,0.83,gradually_stabilizing,0.84,temporal_smearing,low,A. Prebel,scholar,True,False,894,901,overflow,0.97,
IE-0374,Sequence Emergence 903,,pattern,moderate,rare,58,Southern camps,Tower of Mirado,180.1,6.3,highly_curved,gradual,950.27,0.91,stable,0.77,structural_variation,minimal,Field Team,archivist,False,False,903,904,decelerated,0.71,
IE-0375,Anomaly Manifestation 923,,phenomenon,moderate,unusual,60,Central anomaly,Dens,0.0,9.7,highly_curved,competing,217.26,1.0,stable,0.98,none,extreme,S. Moll,surveyor,True,False,923,930,standard,0.51,
IE-0376,Composite Event 934,FORM-0834,hybrid,complex,familiar,80,Southern camps,Tower of Mirado,217.0,6.0,moderately_curved,oscillating,9082.23,0.84,gradually_stabilizing,0.76,scale_distortion,minimal,E. Pol,archivist,False,False,934,935,decelerated,0.67,
IE-0377,Configuration Arrival 907,FORM-0114,pattern,complex,unprecedented,0,Educational district,Densmok,264.1,4.3,mildly_curved,gradual,17097.54,0.52,dissolved,0.65,incomplete_expression,high,Ingression Study Group,healer,True,False,907,907,decelerated,0.7,
IE-0378,Response Manifestation 910,FORM-0059,behavior,moderate,unprecedented,0,Northern approach,Tower of Mirado,220.3,4.8,mildly_curved,oscillating,726.2,0.54,fluctuating,0.7,temporal_smearing,high,T. Mord,surveyor,False,False,910,915,decelerated,0.76,
IE-0379,Fluctuation Event 910,FORM-0186,phenomenon,moderate,rare,62,Coder quarter,Densmok,260.2,2.6,flat,competing,606.94,0.58,transformed,0.7,scale_distortion,minimal,C. Vells,indigenous,True,False,910,911,decelerated,0.7,
IE-0380,Structure Formation 891,FORM-0645,pattern,highly_complex,unusual,35,Scholar's Quarter,Capital,293.1,2.3,mildly_curved,oscillating,69418.68,0.81,dissolved,0.64,scale_distortion,extreme,C. Vells,indigenous,True,False,891,900,decelerated,0.73,
IE-0381,Architecture Manifestation 922,,structure,simple,rare,47,Archive vicinity,Capital,273.0,3.8,mildly_curved,replacement,79.69,0.69,gradually_stabilizing,0.62,structural_variation,minimal,A. Vells,archivist,False,False,922,925,decelerated,0.71,
IE-0382,Emergence Emergence 932,,behavior,complex,rare,76,Northern monastery,Northo,386.7,0.0,mildly_curved,blending,8854.41,0.66,stable,0.31,temporal_smearing,minimal,A. Vells,indigenous,False,False,932,940,decelerated,0.57,
IE-0383,Landscape Event 891,FORM-0205,place,simple,familiar,67,Capital outskirts,Capital,241.0,3.9,mildly_curved,gradual,182.12,0.75,stable,0.64,noise_overlay,moderate,Capital Survey Team,trapper,False,False,891,899,decelerated,0.9,
IE-0384,Affinity Formation 912,FORM-0962,relationship,moderate,familiar,100,Dissolution zone,Dens,0.0,9.9,highly_curved,competing,358.44,1.0,stable,0.83,structural_variation,extreme,Ingression Study Group,indigenous,True,False,912,918,decelerated,0.98,
IE-0385,Anomaly Manifestation 927,FORM-0809,phenomenon,simple,variant,74,Eastern markets,Capital,241.9,4.6,mildly_curved,cascading,76.72,0.61,degrading,0.58,noise_overlay,high,Capital Survey Team,multiple,False,False,927,932,decelerated,0.5,
IE-0386,Action Appearance 930,,behavior,highly_complex,rare,71,Educational district,Densmok,205.8,5.1,mildly_curved,replacement,4954.06,0.65,degrading,0.61,scale_distortion,minimal,M. Strand,healer,True,True,930,939,overflow,0.54,
IE-0387,Link Arrival 935,FORM-0707,relationship,complex,variant,90,Klutch CC vicinity,Densmok,273.6,1.8,mildly_curved,blending,3697.62,0.58,dissolved,0.47,temporal_smearing,extreme,Capital Survey Team,scholar,False,False,935,940,decelerated,0.54,
IE-0388,Behavioral Event 919,FORM-0531,behavior,highly_complex,familiar,21,Siege fields,Tower of Mirado,169.4,4.4,mildly_curved,oscillating,41507.49,0.69,dissolved,0.81,incomplete_expression,extreme,A. Prebel,scholar,False,False,919,923,decelerated,0.68,
IE-0389,Bond Formation 902,FORM-0618,relationship,highly_complex,variant,94,Northern approach,Tower of Mirado,177.8,6.1,highly_curved,cascading,32536.92,0.74,stable,0.7,scale_distortion,moderate,C. Vells,trapper,True,False,902,911,decelerated,0.94,
IE-0390,Tension Appearance 907,FORM-0602,relationship,simple,rare,69,Capital proper,Capital,204.4,3.7,flat,cascading,70.11,0.86,degrading,0.53,temporal_smearing,extreme,E. Pol,multiple,False,False,907,914,decelerated,0.68,
IE-0391,Anomaly Formation 895,FORM-0903,phenomenon,simple,familiar,10,Capital outskirts,Capital,230.0,3.4,flat,competing,92.26,0.67,degrading,0.68,temporal_smearing,high,C. Vells,indigenous,False,False,895,903,decelerated,0.79,
IE-0392,Zone Manifestation 920,FORM-0070,place,simple,unprecedented,0,Northern approach,Tower of Mirado,161.9,4.9,moderately_curved,replacement,14.87,0.97,transformed,0.56,incomplete_expression,minimal,Boundary Commission,multiple,True,False,920,929,recursive,0.6,
IE-0393,Prime Pattern Arrival 894,FORM-0481,pattern,simple,variant,12,Philosophical Society grounds,Capital,255.1,2.5,flat,blending,65.12,0.81,degrading,0.45,hybrid_contamination,low,S. Moll,healer,False,False,894,901,decelerated,0.87,
IE-0394,Link Emergence 900,,relationship,moderate,unprecedented,0,Tower base,Tower of Mirado,163.6,5.7,mildly_curved,blending,48.49,0.59,gradually_stabilizing,0.68,scale_distortion,moderate,C. Vells,trapper,True,False,900,906,recursive,0.86,
IE-0395,Tendency Event 897,,behavior,simple,unusual,39,Sector NE-4,Dens boundary,35.5,8.5,highly_curved,blending,3.82,0.84,fluctuating,1.0,none,minimal,Ingression Study Group,multiple,True,False,897,903,recursive,0.71,
IE-0396,Bond Event 920,FORM-0754,relationship,moderate,unusual,41,Northern approach,Tower of Mirado,227.8,4.8,moderately_curved,competing,580.44,0.82,stable,0.75,incomplete_expression,high,E. Pol,healer,True,False,920,928,decelerated,0.98,
IE-0397,Sequence Emergence 897,,pattern,highly_complex,familiar,13,Dens deep,Dens,0.0,9.7,extreme,oscillating,35295.7,0.88,stable,0.78,hybrid_contamination,moderate,Ingression Study Group,trapper,True,False,897,906,decelerated,0.75,
IE-0398,Assembly Appearance 896,FORM-0766,structure,highly_complex,variant,10,Isolation community,Northo,334.9,0.2,mildly_curved,competing,95927.07,0.8,transformed,0.38,temporal_smearing,high,Ingression Study Group,trapper,False,False,896,904,decelerated,0.86,
IE-0399,Tendency Emergence 924,,behavior,complex,unusual,66,Third Mill,Yeller Quarry,115.6,6.5,highly_curved,oscillating,7281.76,0.83,transformed,0.65,scale_distortion,high,C. Vells,archivist,True,True,924,927,decelerated,0.92,
IE-0400,Manifestation Arrival 934,FORM-0219,phenomenon,simple,familiar,39,Central anomaly,Dens,0.0,9.3,extreme,cascading,50.21,1.0,degrading,0.88,none,extreme,A. Vells,surveyor,False,False,934,935,decelerated,0.81,
