trajectory_id,trajectory_name,origin_form_id,origin_form_name,destination_form_id,destination_form_name,origin_basin_id,destination_basin_id,trajectory_type,total_distance,geodesic_distance,efficiency,duration_days,waypoint_count,waypoint_ids,basin_crossings,ridge_crossings,directness,confidence_at_origin,arrival_accuracy,outcome,entity_type,entity_id,first_documented,documenter,documentation_method,confidence,notes
NT-0276,Northern Descent to BA-025,MS-0100,Form 0100,MS-0081,Form 0081,BA-017,BA-025,developmental,2.3268,1.4286,0.614,223,1,MS-0080,1,2,0.601,0.8,0.4938,adjacent_arrival,collective,EN-289,925,Archive Survey Team,direct_observation,0.582,System showed developmental navigation pattern.
NT-0277,Second Form 0099 Approach,MS-0060,Form 0060,MS-0099,Form 0099,BA-023,BA-010,regenerative,0.7096,0.5604,0.79,108,1,MS-0073,2,0,0.713,0.552,0.4236,adjacent_arrival,structure,,932,Western Archive Team,direct_observation,0.712,System showed regenerative navigation pattern.
NT-0278,Journey 765,MS-0096,Form 0096,MS-0093,Form 0093,BA-038,BA-007,learned,2.59,1.3382,0.517,245,0,,2,1,0.481,0.238,0.4543,adjacent_arrival,creature,,923,K. Strand,form_tracking,0.706,Observed by K. Strand in Year 923.
NT-0279,Form 0033 Trajectory 22,MS-0018,Form 0018,MS-0033,Form 0033,BA-025,BA-035,instinctive,2.4345,0.7899,0.324,258,1,MS-0018,2,3,0.26,0.8,0.3601,trapped,creature,,927,Western Archive Team,direct_observation,0.511,2 basin boundaries crossed during navigation.
NT-0280,Form 0041 Trajectory 36,MS-0077,Form 0077,MS-0041,Form 0041,BA-009,BA-026,exploratory,1.8725,1.7323,0.925,184,2,"MS-0050,MS-0096",1,1,0.851,0.363,0.0,successful_arrival,structure,,918,T. Vells,direct_observation,0.754,Efficiency: 0.93 of geodesic optimum.
NT-0281,Form 0071 Trajectory 41,MS-0011,Form 0011,MS-0071,Form 0071,BA-002,BA-044,regenerative,1.0173,0.8786,0.864,141,2,"MS-0043,MS-0009",2,2,0.814,0.318,0.0,successful_arrival,collective,EN-232,932,Western Archive Team,form_tracking,0.798,System showed regenerative navigation pattern.
NT-0282,Primary Form 0055 Approach,MS-0011,Form 0011,MS-0055,Form 0055,BA-002,BA-026,regenerative,1.684,0.9305,0.553,161,2,"MS-0022,MS-0001",3,2,0.541,0.544,0.339,partial_arrival,creature,EN-225,927,R. Voss,form_tracking,0.725,Passed through 2 intermediate forms.
NT-0283,Rapid Form 0015 Approach,MS-0005,The Triad Form,MS-0015,Form 0015,BA-004,BA-011,chaotic,1.9783,1.5333,0.775,242,0,,1,2,0.815,0.377,0.1037,adjacent_arrival,behavior_pattern,,925,K. Strand,direct_observation,0.689,Efficiency: 0.78 of geodesic optimum.
NT-0284,Path to Form 0026,MS-0006,The Septenary Rhythm,MS-0026,Form 0026,BA-006,BA-043,instinctive,0.9651,0.8481,0.879,125,2,"MS-0016,MS-0069",3,4,1.0,0.8,0.0,successful_arrival,behavior_pattern,EN-196,924,Archive Survey Team,experimental_induction,0.573,Efficiency: 0.88 of geodesic optimum.
NT-0285,Primary Form 0024 Approach,MS-0083,Form 0083,MS-0024,Form 0024,BA-048,BA-001,regenerative,1.2791,0.6833,0.534,139,1,MS-0085,1,2,0.621,0.635,0.1909,adjacent_arrival,behavior_pattern,,925,K. Strand,direct_observation,0.553,Observed by K. Strand in Year 925.
NT-0286,Primary Descent to BA-041,MS-0034,Form 0034,MS-0023,Form 0023,BA-015,BA-041,exploratory,0.7485,0.6022,0.804,59,2,"MS-0085,MS-0067",2,1,0.905,0.276,0.0,successful_arrival,creature,EN-475,931,Western Archive Team,experimental_induction,0.756,Passed through 2 intermediate forms.
NT-0287,Direct Descent to BA-015,MS-0008,Form 0008,MS-0034,Form 0034,BA-036,BA-015,exploratory,1.0061,0.5399,0.537,91,2,"MS-0060,MS-0018",3,0,0.536,0.531,0.0659,ongoing,structure,EN-223,921,T. Vells,experimental_induction,0.924,Efficiency: 0.54 of geodesic optimum.
NT-0288,Path to Form 0084,MS-0061,Form 0061,MS-0084,Form 0084,BA-007,BA-040,exploratory,0.8099,0.6024,0.744,115,3,"MS-0038,MS-0001,MS-0065",2,1,0.763,0.605,0.0,successful_arrival,collective,,931,Western Archive Team,direct_observation,0.727,Passed through 3 intermediate forms.
NT-0289,Efficient Descent to BA-004,MS-0067,Form 0067,MS-0074,Form 0074,BA-046,BA-004,developmental,0.6788,0.5722,0.843,88,4,"MS-0005,MS-0052,MS-0055,MS-0054",3,2,0.724,0.8,0.0,successful_arrival,structure,EN-186,920,R. Voss,direct_observation,0.549,3 basin boundaries crossed during navigation.
NT-0290,Journey 379,MS-0087,Form 0087,MS-0028,Form 0028,BA-004,BA-038,regenerative,0.6271,0.3275,0.522,104,2,"MS-0059,MS-0080",2,1,0.424,0.611,0.2317,trapped,creature,,919,Archive Survey Team,experimental_induction,0.696,Efficiency: 0.52 of geodesic optimum.
NT-0291,Journey 251,MS-0015,Form 0015,MS-0059,Form 0059,BA-011,BA-038,developmental,1.4434,1.3202,0.915,126,0,,3,1,0.75,0.8,0.0,successful_arrival,collective,EN-198,931,Boundary Commission,direct_observation,0.853,3 basin boundaries crossed during navigation.
NT-0292,Path to Form 0079,MS-0013,Form 0013,MS-0079,Form 0079,BA-032,BA-042,exploratory,1.5912,1.3327,0.838,182,6,"MS-0080,MS-0057,MS-0003,MS-0063,MS-0038,MS-0043",4,1,0.69,0.305,0.0,successful_arrival,phenomenon,EN-161,919,Western Archive Team,direct_observation,0.815,Trajectory documented over 182 days.
NT-0293,Journey 686,MS-0095,Form 0095,MS-0025,Form 0025,BA-050,BA-039,developmental,0.3747,0.3556,0.949,58,2,"MS-0018,MS-0044",2,3,1.0,0.8,0.0,successful_arrival,behavior_pattern,EN-345,930,T. Vells,experimental_induction,0.628,Passed through 2 intermediate forms.
NT-0294,Path to Form 0073,MS-0029,Form 0029,MS-0073,Form 0073,BA-008,BA-011,exploratory,2.3147,1.4351,0.62,275,2,"MS-0097,MS-0057",2,3,0.535,0.226,0.3201,adjacent_arrival,structure,,918,K. Strand,experimental_induction,0.52,2 basin boundaries crossed during navigation.
NT-0295,The Quintic Cycle Trajectory 7,MS-0070,Form 0070,MS-0001,The Quintic Cycle,BA-033,BA-001,exploratory,1.7824,1.3304,0.746,213,1,MS-0044,1,0,0.837,0.631,0.0,successful_arrival,creature,EN-220,930,K. Strand,direct_observation,0.893,Passed through 1 intermediate forms.
NT-0296,Journey 381,,,MS-0063,Form 0063,,BA-007,developmental,1.1034,0.6664,0.604,125,1,MS-0071,2,1,0.697,0.8,0.4337,partial_arrival,behavior_pattern,EN-446,919,C. Vells,experimental_induction,0.702,Observed by C. Vells in Year 919.
NT-0297,Journey 699,MS-0082,Form 0082,MS-0052,Form 0052,BA-032,BA-019,regenerative,1.1684,0.827,0.708,132,3,"MS-0052,MS-0055,MS-0095",4,4,0.64,0.265,0.3039,adjacent_arrival,creature,EN-239,929,Western Archive Team,direct_observation,0.526,Passed through 3 intermediate forms.
NT-0298,Western Descent to BA-038,MS-0034,Form 0034,MS-0096,Form 0096,BA-015,BA-038,developmental,0.9875,0.7263,0.735,144,2,"MS-0024,MS-0071",1,2,0.779,0.8,0.0,successful_arrival,structure,EN-029,929,K. Strand,experimental_induction,0.872,
NT-0299,Second Descent to BA-018,MS-0092,Form 0092,MS-0066,Form 0066,BA-002,BA-018,regenerative,2.0614,1.0526,0.511,228,0,,2,0,0.588,0.662,0.3235,adjacent_arrival,creature,,926,Western Archive Team,direct_observation,0.626,System showed regenerative navigation pattern.
NT-0300,Path to Form 0072,MS-0097,Form 0097,MS-0072,Form 0072,BA-025,BA-038,regenerative,1.2622,0.9062,0.718,107,1,MS-0005,1,0,0.744,0.583,0.0,successful_arrival,behavior_pattern,,929,Boundary Commission,retrospective_inference,0.867,System showed regenerative navigation pattern.
NT-0301,Western Descent to BA-043,,,MS-0026,Form 0026,,BA-043,developmental,0.3244,0.2302,0.71,35,2,"MS-0003,MS-0033",2,2,0.849,0.8,0.0,successful_arrival,collective,EN-455,922,Western Archive Team,form_tracking,0.717,Passed through 2 intermediate forms.
NT-0302,Western Form 0025 Approach,,,MS-0025,Form 0025,,BA-039,developmental,0.6619,0.6544,0.989,47,2,"MS-0083,MS-0057",1,1,1.0,0.8,0.0,successful_arrival,behavior_pattern,,931,K. Strand,direct_observation,0.806,Efficiency: 0.99 of geodesic optimum.
NT-0303,Form 0070 Trajectory 53,MS-0028,Form 0028,MS-0070,Form 0070,BA-038,BA-033,regenerative,1.6994,1.3793,0.812,177,2,"MS-0015,MS-0100",3,3,0.906,0.612,0.0,successful_arrival,creature,,923,Boundary Commission,direct_observation,0.855,Observed by Boundary Commission in Year 923.
NT-0304,Winding Form 0048 Approach,,,MS-0048,Form 0048,,BA-023,developmental,1.5128,1.2683,0.838,193,0,,4,2,0.672,0.8,0.0,successful_arrival,creature,,921,R. Voss,direct_observation,0.527,4 basin boundaries crossed during navigation.
NT-0305,Form 0077 Trajectory 24,MS-0013,Form 0013,MS-0077,Form 0077,BA-032,BA-009,regenerative,0.4669,0.3385,0.725,43,2,"MS-0087,MS-0059",1,2,0.801,0.655,0.0,successful_arrival,structure,,928,C. Vells,direct_observation,0.829,1 basin boundaries crossed during navigation.
NT-0306,Journey 711,MS-0091,Form 0091,MS-0045,Form 0045,BA-026,BA-003,developmental,2.5419,2.0,0.787,291,2,"MS-0064,MS-0035",3,3,0.68,0.8,0.4028,adjacent_arrival,creature,,922,Archive Survey Team,direct_observation,0.824,Trajectory documented over 291 days.
NT-0307,Gradual Descent to BA-013,MS-0062,Form 0062,MS-0021,Form 0021,BA-022,BA-013,developmental,1.792,1.3891,0.775,229,0,,2,2,0.845,0.8,0.0,successful_arrival,creature,,920,R. Voss,direct_observation,0.515,Trajectory documented over 229 days.
NT-0308,Path to Form 0009,MS-0060,Form 0060,MS-0009,Form 0009,BA-023,BA-050,regenerative,1.8196,1.4634,0.804,188,1,MS-0045,3,0,0.726,0.437,0.0,successful_arrival,collective,,923,Archive Survey Team,form_tracking,0.814,3 basin boundaries crossed during navigation.
NT-0309,Form 0072 Trajectory 31,,,MS-0072,Form 0072,,BA-038,developmental,0.4514,0.3848,0.852,93,0,,3,3,0.835,0.8,0.0,successful_arrival,structure,,931,K. Strand,direct_observation,0.712,Trajectory documented over 93 days.
NT-0310,Form 0062 Trajectory 72,MS-0005,The Triad Form,MS-0062,Form 0062,BA-004,BA-022,forced,1.7482,1.3061,0.747,221,3,"MS-0041,MS-0093,MS-0012",2,3,0.875,0.227,0.0639,adjacent_arrival,behavior_pattern,EN-177,922,T. Vells,experimental_induction,0.814,Trajectory documented over 221 days.
NT-0311,Journey 142,MS-0003,The Breathing Mode,MS-0093,Form 0093,BA-015,BA-007,regenerative,2.3717,1.3525,0.57,232,0,,4,0,0.581,0.344,0.1935,partial_arrival,creature,EN-404,925,R. Voss,form_tracking,0.965,4 basin boundaries crossed during navigation.
NT-0312,Form 0023 Trajectory 56,MS-0049,Form 0049,MS-0023,Form 0023,BA-045,BA-041,chaotic,2.6632,1.4235,0.535,308,1,MS-0038,1,1,0.638,0.248,0.0524,partial_arrival,phenomenon,EN-366,920,K. Strand,form_tracking,0.76,Observed by K. Strand in Year 920.
NT-0313,Northern Descent to BA-043,MS-0001,The Quintic Cycle,MS-0026,Form 0026,BA-001,BA-043,developmental,0.7168,0.5455,0.761,51,0,,4,2,0.705,0.8,0.0,successful_arrival,structure,,918,R. Voss,form_tracking,0.501,
NT-0314,Journey 378,MS-0040,Form 0040,MS-0005,The Triad Form,BA-027,BA-004,exploratory,2.187,1.145,0.524,201,2,"MS-0034,MS-0078",1,0,0.6,0.577,0.2162,trapped,structure,,929,T. Vells,experimental_induction,0.813,Efficiency: 0.52 of geodesic optimum.
NT-0315,Western Descent to BA-011,MS-0070,Form 0070,MS-0015,Form 0015,BA-033,BA-011,regenerative,2.0512,0.9594,0.468,218,2,"MS-0025,MS-0028",2,2,0.498,0.262,0.2331,partial_arrival,phenomenon,,923,K. Strand,form_tracking,0.544,
NT-0316,Path to Form 0031,,,MS-0031,Form 0031,,BA-008,developmental,1.5521,1.3696,0.882,144,1,MS-0013,4,1,0.726,0.8,0.0,successful_arrival,behavior_pattern,,923,Western Archive Team,retrospective_inference,0.663,Passed through 1 intermediate forms.
NT-0317,Path to Form 0077,MS-0013,Form 0013,MS-0077,Form 0077,BA-032,BA-009,developmental,0.4765,0.3385,0.71,82,2,"MS-0081,MS-0008",3,1,0.768,0.8,0.0,successful_arrival,creature,,926,R. Voss,retrospective_inference,0.754,Passed through 2 intermediate forms.
NT-0318,First Descent to BA-001,MS-0099,Form 0099,MS-0024,Form 0024,BA-010,BA-001,developmental,0.5792,0.4815,0.831,102,3,"MS-0009,MS-0079,MS-0020",1,2,0.69,0.8,0.0,successful_arrival,phenomenon,EN-326,930,C. Vells,form_tracking,0.827,Observed by C. Vells in Year 930.
NT-0319,Path to Form 0070,MS-0050,Form 0050,MS-0070,Form 0070,BA-030,BA-033,chaotic,1.594,1.0105,0.634,201,1,MS-0063,1,0,0.518,0.593,0.1726,adjacent_arrival,behavior_pattern,,924,Archive Survey Team,direct_observation,0.93,Observed by Archive Survey Team in Year 924.
NT-0320,Path to Form 0080,,,MS-0080,Form 0080,,BA-040,developmental,0.2121,0.1693,0.798,27,2,"MS-0064,MS-0071",3,3,0.665,0.8,0.0,successful_arrival,creature,EN-010,925,Archive Survey Team,form_tracking,0.754,3 basin boundaries crossed during navigation.
NT-0321,Journey 702,,,MS-0085,Form 0085,,BA-014,developmental,1.5306,1.0914,0.713,192,4,"MS-0063,MS-0090,MS-0009,MS-0030",4,3,0.67,0.8,0.0,successful_arrival,creature,EN-338,920,K. Strand,direct_observation,0.561,Trajectory documented over 192 days.
NT-0322,Path to The Quintic Cycle,MS-0089,Form 0089,MS-0001,The Quintic Cycle,BA-002,BA-001,developmental,3.0,1.2181,0.215,287,3,"MS-0012,MS-0043,MS-0095",4,4,0.25,0.8,0.3664,dissolved,creature,,928,Western Archive Team,retrospective_inference,0.865,Trajectory documented over 287 days.
NT-0323,Journey 626,MS-0037,Form 0037,MS-0028,Form 0028,BA-005,BA-038,instinctive,0.8521,0.7956,0.934,121,4,"MS-0041,MS-0095,MS-0010,MS-0070",2,2,1.0,0.8,0.0,successful_arrival,structure,EN-410,925,Boundary Commission,direct_observation,0.932,Efficiency: 0.93 of geodesic optimum.
NT-0324,Path to Form 0050,MS-0022,Form 0022,MS-0050,Form 0050,BA-005,BA-030,regenerative,3.0,2.0,0.408,350,3,"MS-0017,MS-0037,MS-0079",4,3,0.376,0.595,0.146,partial_arrival,collective,EN-103,926,R. Voss,direct_observation,0.685,Trajectory documented over 350 days.
NT-0325,Journey 533,MS-0020,Form 0020,MS-0057,Form 0057,BA-038,BA-017,developmental,0.7487,0.7422,0.991,102,7,"MS-0003,MS-0039,MS-0077,MS-0001,MS-0097,MS-0068,MS-0055",4,3,0.93,0.8,0.0,successful_arrival,creature,EN-129,919,C. Vells,direct_observation,0.974,Efficiency: 0.99 of geodesic optimum.
NT-0326,Journey 375,,,MS-0013,Form 0013,,BA-032,developmental,1.3503,1.243,0.921,124,2,"MS-0009,MS-0054",2,3,0.957,0.8,0.0,successful_arrival,phenomenon,EN-006,922,Western Archive Team,experimental_induction,0.915,Observed by Western Archive Team in Year 922.
NT-0327,Western Descent to BA-038,MS-0046,Form 0046,MS-0056,Form 0056,BA-039,BA-038,regenerative,3.0,1.2545,0.397,292,0,,4,0,0.366,0.32,0.3214,ongoing,collective,EN-045,931,Western Archive Team,experimental_induction,0.824,Efficiency: 0.40 of geodesic optimum.
NT-0328,Path to Form 0048,,,MS-0048,Form 0048,,BA-023,developmental,0.4145,0.3459,0.835,43,1,MS-0037,2,3,0.761,0.8,0.0,successful_arrival,creature,,932,Boundary Commission,form_tracking,0.823,2 basin boundaries crossed during navigation.
NT-0329,Rapid Form 0080 Approach,MS-0005,The Triad Form,MS-0080,Form 0080,BA-004,BA-040,learned,3.0,1.4144,0.393,348,1,MS-0092,4,1,0.454,0.613,0.409,lost,creature,,925,Archive Survey Team,direct_observation,0.639,
NT-0330,Path to Form 0048,MS-0018,Form 0018,MS-0048,Form 0048,BA-025,BA-023,regenerative,0.5601,0.5598,1.0,39,2,"MS-0088,MS-0035",2,2,0.916,0.292,0.0,successful_arrival,structure,EN-355,932,R. Voss,direct_observation,0.693,Observed by R. Voss in Year 932.
NT-0331,Path to Form 0067,MS-0085,Form 0085,MS-0067,Form 0067,BA-014,BA-046,forced,1.5804,1.5008,0.95,180,1,MS-0086,3,1,1.0,0.462,0.0,successful_arrival,collective,,919,C. Vells,direct_observation,0.921,Observed by C. Vells in Year 919.
NT-0332,Form 0098 Trajectory 38,MS-0091,Form 0091,MS-0098,Form 0098,BA-026,BA-017,learned,2.4687,1.7711,0.717,281,1,MS-0046,3,3,0.837,0.233,0.2517,adjacent_arrival,collective,EN-284,921,R. Voss,experimental_induction,0.631,Trajectory documented over 281 days.
NT-0333,Eastern Form 0054 Approach,MS-0063,Form 0063,MS-0054,Form 0054,BA-007,BA-025,instinctive,0.6134,0.4762,0.776,61,1,MS-0027,4,4,0.841,0.8,0.0,successful_arrival,creature,EN-429,929,K. Strand,direct_observation,0.728,Efficiency: 0.78 of geodesic optimum.
NT-0334,First Form 0021 Approach,MS-0080,Form 0080,MS-0021,Form 0021,BA-040,BA-013,regenerative,3.0,1.7955,0.23,304,4,"MS-0012,MS-0022,MS-0026,MS-0045",3,4,0.21,0.49,0.1661,lost,phenomenon,,926,R. Voss,direct_observation,0.872,3 basin boundaries crossed during navigation.
NT-0335,Eastern Descent to BA-017,MS-0073,Form 0073,MS-0100,Form 0100,BA-011,BA-017,instinctive,1.9902,1.8798,0.945,209,2,"MS-0064,MS-0030",1,2,1.0,0.8,0.0,successful_arrival,behavior_pattern,,919,R. Voss,direct_observation,0.818,Observed by R. Voss in Year 919.
NT-0336,Journey 593,MS-0041,Form 0041,MS-0028,Form 0028,BA-026,BA-038,exploratory,1.9633,1.8815,0.958,177,1,MS-0062,2,1,0.844,0.53,0.0,successful_arrival,collective,,924,Boundary Commission,direct_observation,0.613,System showed exploratory navigation pattern.
NT-0337,Southern Descent to BA-001,MS-0093,Form 0093,MS-0010,Form 0010,BA-007,BA-001,learned,1.0988,1.0336,0.941,135,3,"MS-0072,MS-0086,MS-0043",1,1,0.815,0.508,0.0,successful_arrival,structure,,922,Western Archive Team,direct_observation,0.515,Passed through 3 intermediate forms.
NT-0338,Journey 895,MS-0076,Form 0076,MS-0056,Form 0056,BA-026,BA-038,developmental,2.6585,1.8815,0.708,246,1,MS-0078,2,1,0.588,0.8,0.0,successful_arrival,creature,EN-402,928,C. Vells,experimental_induction,0.758,Observed by C. Vells in Year 928.
NT-0339,Form 0021 Trajectory 65,MS-0034,Form 0034,MS-0021,Form 0021,BA-015,BA-013,developmental,2.05,1.0417,0.508,229,1,MS-0022,4,3,0.466,0.8,0.269,trapped,structure,EN-270,920,K. Strand,direct_observation,0.847,4 basin boundaries crossed during navigation.
NT-0340,Journey 445,MS-0052,Form 0052,MS-0003,The Breathing Mode,BA-019,BA-015,developmental,1.1605,0.8706,0.75,161,2,"MS-0012,MS-0078",3,4,0.899,0.8,0.0,successful_arrival,phenomenon,EN-081,920,R. Voss,retrospective_inference,0.679,System showed developmental navigation pattern.
NT-0341,Northern Descent to BA-032,MS-0026,Form 0026,MS-0042,Form 0042,BA-043,BA-032,developmental,1.5553,1.3395,0.861,148,0,,2,0,0.926,0.8,0.0,successful_arrival,creature,EN-469,920,T. Vells,retrospective_inference,0.853,System showed developmental navigation pattern.
NT-0342,First Descent to BA-002,MS-0047,Form 0047,MS-0092,Form 0092,BA-027,BA-002,regenerative,0.391,0.3247,0.83,88,3,"MS-0094,MS-0024,MS-0050",2,1,0.887,0.589,0.0,successful_arrival,collective,,930,T. Vells,direct_observation,0.549,Efficiency: 0.83 of geodesic optimum.
NT-0343,Northern Form 0070 Approach,,,MS-0070,Form 0070,,BA-033,developmental,1.3293,1.0845,0.816,176,1,MS-0090,3,3,0.777,0.8,0.0,successful_arrival,creature,,929,Boundary Commission,direct_observation,0.648,Passed through 1 intermediate forms.
NT-0344,Form 0056 Trajectory 83,MS-0048,Form 0048,MS-0056,Form 0056,BA-023,BA-038,developmental,1.3231,0.8062,0.609,133,1,MS-0089,1,2,0.686,0.8,0.1726,partial_arrival,creature,EN-152,926,K. Strand,experimental_induction,0.82,
NT-0345,Winding Form 0092 Approach,MS-0049,Form 0049,MS-0092,Form 0092,BA-045,BA-002,forced,1.055,0.8562,0.812,106,1,MS-0018,2,0,0.814,0.317,0.0,successful_arrival,behavior_pattern,,922,Archive Survey Team,direct_observation,0.896,Passed through 1 intermediate forms.
NT-0346,Second Form 0010 Approach,MS-0088,Form 0088,MS-0010,Form 0010,BA-040,BA-001,learned,1.0169,0.7822,0.769,123,3,"MS-0030,MS-0028,MS-0043",4,2,0.791,0.315,0.0,successful_arrival,creature,,921,Western Archive Team,retrospective_inference,0.816,System showed learned navigation pattern.
NT-0347,Path to Form 0024,MS-0067,Form 0067,MS-0024,Form 0024,BA-046,BA-001,developmental,3.0,1.2151,0.156,288,1,MS-0089,4,2,0.172,0.8,0.2277,lost,structure,,928,C. Vells,experimental_induction,0.555,Efficiency: 0.16 of geodesic optimum.
NT-0348,Eastern Descent to BA-039,MS-0005,The Triad Form,MS-0046,Form 0046,BA-004,BA-039,regenerative,1.3932,1.3343,0.958,140,4,"MS-0039,MS-0011,MS-0079,MS-0039",2,2,1.0,0.476,0.0,successful_arrival,creature,,927,Boundary Commission,direct_observation,0.597,Observed by Boundary Commission in Year 927.
NT-0349,Form 0026 Trajectory 8,MS-0057,Form 0057,MS-0026,Form 0026,BA-017,BA-043,exploratory,1.5762,1.3546,0.859,198,1,MS-0070,3,1,0.84,0.459,0.0,successful_arrival,phenomenon,,925,C. Vells,form_tracking,0.81,Passed through 1 intermediate forms.
NT-0350,Smooth Descent to BA-007,MS-0057,Form 0057,MS-0093,Form 0093,BA-017,BA-007,developmental,2.5853,1.8274,0.707,247,2,"MS-0034,MS-0054",3,2,0.847,0.8,0.0,successful_arrival,creature,EN-406,927,C. Vells,direct_observation,0.967,Observed by C. Vells in Year 927.
NT-0351,Journey 644,MS-0096,Form 0096,MS-0039,Form 0039,BA-038,BA-007,developmental,1.874,1.3382,0.714,194,1,MS-0043,2,1,0.632,0.8,0.0,successful_arrival,behavior_pattern,,927,Archive Survey Team,direct_observation,0.937,Observed by Archive Survey Team in Year 927.
NT-0352,Path to Form 0097,,,MS-0097,Form 0097,,BA-025,developmental,1.7191,1.0364,0.603,198,0,,3,2,0.489,0.8,0.1472,partial_arrival,behavior_pattern,,920,Archive Survey Team,form_tracking,0.738,Observed by Archive Survey Team in Year 920.
NT-0353,Rapid Descent to BA-038,MS-0038,Form 0038,MS-0059,Form 0059,BA-046,BA-038,instinctive,2.9523,0.8891,0.301,328,1,MS-0030,2,0,0.311,0.8,0.0892,trapped,behavior_pattern,,919,C. Vells,direct_observation,0.58,Trajectory documented over 328 days.
NT-0354,Northern Descent to BA-022,MS-0030,Form 0030,MS-0078,Form 0078,BA-032,BA-022,regenerative,1.6495,1.2594,0.764,146,2,"MS-0093,MS-0025",1,2,0.85,0.459,0.0,successful_arrival,behavior_pattern,EN-034,930,C. Vells,form_tracking,0.79,1 basin boundaries crossed during navigation.
NT-0355,Secondary Form 0083 Approach,,,MS-0083,Form 0083,,BA-048,developmental,1.0116,0.6069,0.6,107,0,,3,1,0.589,0.8,0.0783,adjacent_arrival,creature,EN-188,922,Western Archive Team,form_tracking,0.625,Passed through 0 intermediate forms.
NT-0356,Path to Form 0061,MS-0075,Form 0075,MS-0061,Form 0061,BA-009,BA-007,regenerative,2.5503,1.8796,0.737,305,1,MS-0057,3,0,0.88,0.628,0.0,successful_arrival,phenomenon,,920,R. Voss,retrospective_inference,0.504,Efficiency: 0.74 of geodesic optimum.
NT-0357,Eastern Descent to BA-032,,,MS-0082,Form 0082,,BA-032,developmental,1.6233,1.1659,0.718,177,2,"MS-0032,MS-0073",2,3,0.787,0.8,0.0,successful_arrival,creature,EN-152,921,K. Strand,direct_observation,0.905,System showed developmental navigation pattern.
NT-0358,Rapid Form 0091 Approach,MS-0023,Form 0023,MS-0091,Form 0091,BA-041,BA-026,exploratory,3.0,0.9833,0.139,324,0,,2,3,0.158,0.636,0.3916,dissolved,structure,,930,C. Vells,experimental_induction,0.727,Trajectory documented over 324 days.
NT-0359,Journey 754,MS-0076,Form 0076,MS-0014,Form 0014,BA-026,BA-014,regenerative,3.0,1.4728,0.278,303,1,MS-0093,4,1,0.229,0.215,0.4282,dissolved,behavior_pattern,EN-238,924,Western Archive Team,form_tracking,0.854,4 basin boundaries crossed during navigation.
NT-0360,The Septenary Rhythm Trajectory 83,MS-0061,Form 0061,MS-0006,The Septenary Rhythm,BA-007,BA-006,exploratory,1.5325,0.8155,0.532,201,4,"MS-0050,MS-0051,MS-0001,MS-0023",1,2,0.448,0.405,0.4981,partial_arrival,creature,EN-305,930,K. Strand,experimental_induction,0.544,1 basin boundaries crossed during navigation.
NT-0361,Southern Form 0010 Approach,MS-0014,Form 0014,MS-0010,Form 0010,BA-014,BA-001,instinctive,2.1706,1.6613,0.765,203,0,,4,0,0.899,0.8,0.0,successful_arrival,creature,EN-050,919,Archive Survey Team,direct_observation,0.921,
NT-0362,Journey 111,,,MS-0031,Form 0031,,BA-008,developmental,1.0152,0.5607,0.552,95,3,"MS-0095,MS-0075,MS-0090",4,2,0.541,0.8,0.0614,adjacent_arrival,phenomenon,,926,T. Vells,form_tracking,0.526,Efficiency: 0.55 of geodesic optimum.
NT-0363,Southern Form 0095 Approach,MS-0053,Form 0053,MS-0095,Form 0095,BA-024,BA-050,regenerative,3.0,1.3953,0.407,334,1,MS-0050,4,1,0.371,0.289,0.0837,partial_arrival,collective,,923,Archive Survey Team,retrospective_inference,0.918,Observed by Archive Survey Team in Year 923.
NT-0364,Third Descent to BA-017,MS-0005,The Triad Form,MS-0057,Form 0057,BA-004,BA-017,forced,0.5306,0.4432,0.835,59,1,MS-0014,2,1,0.84,0.611,0.0,successful_arrival,creature,EN-078,919,T. Vells,direct_observation,0.843,Passed through 1 intermediate forms.
NT-0365,Direct Descent to BA-038,MS-0098,Form 0098,MS-0032,Form 0032,BA-017,BA-038,developmental,1.5498,0.7422,0.479,193,0,,4,0,0.488,0.8,0.4079,partial_arrival,structure,EN-360,920,Boundary Commission,experimental_induction,0.801,4 basin boundaries crossed during navigation.
NT-0366,Journey 289,MS-0043,Form 0043,MS-0095,Form 0095,BA-010,BA-050,learned,2.4139,1.8535,0.768,253,0,,3,1,0.676,0.68,0.0,successful_arrival,creature,EN-252,922,Western Archive Team,form_tracking,0.945,Observed by Western Archive Team in Year 922.
NT-0367,Second Form 0100 Approach,MS-0032,Form 0032,MS-0100,Form 0100,BA-038,BA-017,regenerative,3.0,0.7422,0.144,325,0,,2,1,0.14,0.4,0.4811,dissolved,creature,,929,C. Vells,retrospective_inference,0.787,2 basin boundaries crossed during navigation.
NT-0368,Path to Form 0021,MS-0020,Form 0020,MS-0021,Form 0021,BA-038,BA-013,learned,2.1967,0.995,0.453,257,4,"MS-0004,MS-0078,MS-0043,MS-0090",4,0,0.485,0.392,0.3614,trapped,creature,,922,Boundary Commission,retrospective_inference,0.671,System showed learned navigation pattern.
NT-0369,Path to Form 0035,MS-0056,Form 0056,MS-0035,Form 0035,BA-038,BA-042,learned,2.1415,1.1036,0.515,208,3,"MS-0035,MS-0057,MS-0076",3,2,0.592,0.472,0.1012,adjacent_arrival,creature,,931,Archive Survey Team,direct_observation,0.916,Trajectory documented over 208 days.
