survey_id,survey_name,survey_type,region_covered,basin_ids_covered,start_year,end_year,forms_cataloged,basins_mapped,ridges_traced,geodesics_calculated,curvature_points,anomalies_found,lead_surveyor,team_size,sponsoring_institution,primary_method,innovations,success_rating,key_findings,controversies,follow_up_surveys,notes
LS-0253,Year 921 Targeted Basin Survey,targeted_basin,Basin BA-018 and immediate neighbors,BA-018,921,921,28,1,3,5,22,0,C. Vells,5,Boundary Commission,form_triangulation,,0.85,Form stability higher than predicted in this region.,,,Funded by Senate special appropriation.
LS-0254,Survey LS-0254,anomaly_investigation,Anomaly investigation near Deep Attractor Zone,BA-025,920,920,2,0,0,1,12,1,C. Vells,1,Senate Survey,similarity_inference,,0.46,New geodesic path documented connecting Triad Basin to Binary Basin.,,"LS-0025,LS-0030",Training survey for new team members.
LS-0255,Survey LS-0255,geodesic_trace,Geodesic paths through Dens Adjacent Zone,"BA-017,BA-048,BA-018",919,920,2,0,2,10,4,1,Hern Tollis,1,Western Archive,trajectory_analysis,Developed improved triangulation method.,0.59,Confirmed 2 forms within Breathing Hollow.,Team disagreement over form classifications.,,Survey conducted during favorable conditions.
LS-0256,Survey 0256,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-030,BA-017,BA-026,BA-028",924,924,3,0,3,50,5,0,Esseny Moll,10,Capital Philosophical Society,trajectory_analysis,First use of parallel transport verification.,0.99,Basin depth measurement revised upward.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0257,Ridge Network Survey Year 927,comprehensive,"Full morphospace grid, focus on Binary Region","BA-038,BA-002,BA-040,BA-003,BA-027",927,928,15,5,16,9,34,0,Lorn Creeth,3,Independent Scholar,historical_reconstruction,Combined multiple measurement methods.,0.96,Form stability higher than predicted in this region.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0258,Survey LS-0258,form_catalog,Form census in Central Grid,"BA-040,BA-012,BA-022,BA-001",922,922,17,2,0,0,0,0,C. Vells,2,Capital Philosophical Society,historical_reconstruction,Systematic grid approach adopted.,0.72,No significant findings; survey confirmed previous work.,Methodology questioned by Senate Survey.,,Independent verification of Archive results.
LS-0259,Survey LS-0259,targeted_basin,Five-Body Basin and immediate neighbors,BA-005,921,921,15,1,1,1,4,0,Archive Survey Team,2,Independent Scholar,boundary_mapping,Combined multiple measurement methods.,0.67,No significant findings; survey confirmed previous work.,Curvature measurements inconsistent with theoretical predictions.,,Funded by Senate special appropriation.
LS-0260,Survey 0260,curvature_grid,Curvature grid covering Northern Morphospace,BA-015,923,923,0,0,0,0,30,1,Esseny Moll,2,Senate Survey,boundary_mapping,First use of parallel transport verification.,0.69,New geodesic path documented connecting Triad Basin to Five-Body Basin.,Methodology questioned by Boundary Commission.,,Used improved instrumentation from Year 928.
LS-0261,Comprehensive Morphospace Survey,form_catalog,Form census in Tension Territory,"BA-048,BA-026,BA-022",920,920,10,1,0,0,0,2,Hern Tollis,1,Western Archive,boundary_mapping,First use of parallel transport verification.,0.5,Curvature measurements consistent with hyperbolic geometry.,Curvature measurements inconsistent with theoretical predictions.,,Limited access to Form census in Tension Territory due to restrictions.
LS-0262,Survey LS-0262,curvature_grid,Curvature grid covering Ridge Network,"BA-032,BA-009",922,922,0,0,0,0,38,0,C. Vells,2,Boundary Commission,historical_reconstruction,New saddle point detection technique.,0.61,Discovered 1 previously undocumented forms.,,"LS-0049,LS-0034,LS-0005",Used improved instrumentation from Year 924.
LS-0263,Survey LS-0263,anomaly_investigation,Anomaly investigation near Western Boundary,"BA-017,BA-019,BA-018,BA-010",919,919,1,1,0,1,18,0,Lorn Creeth,2,Densmok Evaluation Group,form_triangulation,Pioneered rapid-survey methodology.,0.64,Ridge drift measured at 0.004 units per decade.,,,Independent verification of Archive results.
LS-0264,Survey 0264,comprehensive,"Full morphospace grid, focus on Dens Adjacent Zone","BA-036,BA-024,BA-012,BA-005,BA-008,BA-047,BA-030,BA-019,BA-034,BA-033,BA-013,BA-045,BA-001",932,932,22,3,15,7,41,0,Esseny Moll,3,Senate Survey,form_triangulation,,1.0,No significant findings; survey confirmed previous work.,,LS-0032,
LS-0265,Survey LS-0265,curvature_grid,Curvature grid covering Binary Region,"BA-019,BA-028,BA-024,BA-034,BA-045",921,921,0,0,0,0,58,0,T. Vells,5,Densmok Evaluation Group,historical_reconstruction,Pioneered rapid-survey methodology.,0.77,Basin depth measurement revised upward.,Curvature measurements inconsistent with theoretical predictions.,LS-0016,Limited access to Curvature grid covering Binary Region due to restrictions.
LS-0266,Survey LS-0266,anomaly_investigation,Anomaly investigation near Shallow Basin Region,BA-004,922,922,1,1,1,1,6,1,K. Strand,3,Boundary Commission,form_triangulation,First use of parallel transport verification.,0.64,No significant findings; survey confirmed previous work.,Survey terminated early due to funding constraints.,,Standard survey protocol followed.
LS-0267,Survey LS-0267,comprehensive,"Full morphospace grid, focus on Shallow Basin Region","BA-040,BA-005,BA-022,BA-032,BA-016,BA-038,BA-030,BA-044,BA-002,BA-020,BA-018,BA-021,BA-025,BA-007",923,923,18,2,7,7,26,1,Independent Scholar,4,Senate Survey,boundary_mapping,,0.91,Confirmed 18 forms within Quintic Basin.,Methodology questioned by Independent Scholar.,,Used improved instrumentation from Year 926.
LS-0268,Survey 0268,anomaly_investigation,Anomaly investigation near Western Boundary,"BA-042,BA-030,BA-005,BA-048,BA-014",924,924,3,0,1,1,8,0,C. Vells,2,Western Archive,historical_reconstruction,Developed improved triangulation method.,0.5,Basin depth measurement revised upward.,Methodology questioned by Capital Philosophical Society.,,Survey conducted during favorable conditions.
LS-0269,Ridge Network Survey Year 919,ridge_survey,Ridge system in Shallow Basin Region,"BA-002,BA-012",919,919,0,0,8,0,19,1,Hern Tollis,3,Capital Philosophical Society,parallel_transport,,0.63,New geodesic path documented connecting Five-Body Basin to Five-Body Basin.,,"LS-0009,LS-0014,LS-0039",Used improved instrumentation from Year 924.
LS-0270,Northern Morphospace Survey Year 918,curvature_grid,Curvature grid covering Ridge Network,"BA-011,BA-035,BA-013,BA-032",918,918,0,0,0,0,19,0,Independent Scholar,2,Senate Survey,similarity_inference,Systematic grid approach adopted.,0.67,Confirmed 1 forms within Septenary Basin.,,,Independent verification of Archive results.
LS-0271,Survey LS-0271,comprehensive,"Full morphospace grid, focus on Outer Reaches","BA-025,BA-044,BA-047,BA-038,BA-027,BA-004,BA-034,BA-035,BA-029,BA-010,BA-037,BA-048",920,921,8,3,9,7,26,0,Esseny Moll,2,Independent Scholar,historical_reconstruction,,0.81,Curvature measurements consistent with hyperbolic geometry.,Basin boundary disputed by independent researchers.,,Training survey for new team members.
LS-0272,Year 918 Geodesic Survey,geodesic_trace,Geodesic paths through Central Grid,"BA-026,BA-023,BA-006,BA-016,BA-045",918,918,4,0,1,16,7,1,Boundary Commission Lead,5,Senate Survey,boundary_mapping,First use of parallel transport verification.,0.76,New geodesic path documented connecting Septenary Basin to Quintic Basin.,Team disagreement over form classifications.,,Independent verification of Archive results.
LS-0273,Survey LS-0273,anomaly_investigation,Anomaly investigation near Dens Adjacent Zone,"BA-033,BA-028,BA-013",931,931,2,1,0,2,20,0,Lorn Creeth,3,Capital Philosophical Society,boundary_mapping,First use of parallel transport verification.,0.56,Confirmed 2 forms within Five-Body Basin.,,,Used improved instrumentation from Year 925.
LS-0274,Year 927 Targeted Basin Survey,targeted_basin,Basin BA-021 and immediate neighbors,BA-021,927,927,7,1,4,3,4,0,Senate Survey Director,2,Independent Scholar,historical_reconstruction,Systematic grid approach adopted.,0.6,Ridge drift measured at 0.001 units per decade.,Team disagreement over form classifications.,,Used improved instrumentation from Year 927.
LS-0275,Survey LS-0275,anomaly_investigation,Anomaly investigation near Dens Adjacent Zone,BA-013,931,931,3,1,2,2,15,1,Morren Kast,4,Senate Survey,boundary_mapping,Developed improved triangulation method.,0.72,Saddle point SP-049 position confirmed.,Survey terminated early due to funding constraints.,"LS-0015,LS-0028,LS-0003",Part of multi-year mapping initiative.
LS-0276,Survey LS-0276,ridge_survey,Ridge system in Quintic Region,"BA-001,BA-036,BA-003",921,921,0,0,3,0,9,0,Hern Tollis,1,Senate Survey,trajectory_analysis,New saddle point detection technique.,0.68,"Identified new basin boundary at coordinates (-0.45, 0.48).",Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0277,Survey LS-0277,geodesic_trace,Geodesic paths through Western Boundary,"BA-002,BA-019,BA-033,BA-020,BA-021",932,932,3,0,0,17,3,0,Senate Survey Director,3,Western Archive,historical_reconstruction,New saddle point detection technique.,0.67,Ridge position differs from Year 930 survey by 0.04 units.,Results conflict with Year 925 survey.,LS-0004,Limited access to Geodesic paths through Western Boundary due to restrictions.
LS-0278,Survey LS-0278,geodesic_trace,Geodesic paths through Quintic Region,"BA-036,BA-018,BA-040,BA-027",918,919,2,0,0,8,3,0,Senate Survey Director,2,Western Archive,parallel_transport,Introduced confidence scoring system.,0.53,Curvature measurements consistent with hyperbolic geometry.,Methodology questioned by Capital Philosophical Society.,,
LS-0279,Survey LS-0279,ridge_survey,Ridge system in Northern Morphospace,"BA-019,BA-009,BA-021,BA-040",928,928,0,0,3,0,4,1,Vanis Trem,1,Senate Survey,similarity_inference,Introduced confidence scoring system.,0.5,"Identified new basin boundary at coordinates (-0.22, -0.15).",Curvature measurements inconsistent with theoretical predictions.,,Funded by Senate special appropriation.
LS-0280,Survey LS-0280,anomaly_investigation,Anomaly investigation near Western Boundary,"BA-007,BA-013,BA-006",927,927,3,1,0,0,7,1,T. Vells,3,Densmok Evaluation Group,historical_reconstruction,Developed improved triangulation method.,0.47,Form stability higher than predicted in this region.,Results conflict with Year 924 survey.,"LS-0043,LS-0038",Limited access to Anomaly investigation near Western Boundary due to restrictions.
LS-0281,Curvature Grid Deep Attractor Zone,targeted_basin,Basin BA-014 and immediate neighbors,BA-014,926,926,9,1,1,4,8,1,K. Strand,3,Capital Philosophical Society,boundary_mapping,Introduced confidence scoring system.,0.64,Discovered 9 previously undocumented forms.,Basin boundary disputed by independent researchers.,,Funded by Senate special appropriation.
LS-0282,Survey LS-0282,targeted_basin,Basin BA-017 and immediate neighbors,BA-017,930,930,20,1,1,3,12,0,K. Strand,3,Independent Scholar,trajectory_analysis,,0.8,Anomalous readings near Dens-correlated zone.,Results conflict with Year 921 survey.,,Survey conducted during favorable conditions.
LS-0283,Survey LS-0283,ridge_survey,Ridge system in Shallow Basin Region,"BA-010,BA-021,BA-008,BA-031,BA-004",932,932,0,0,7,0,24,2,Lorn Creeth,3,Western Archive,trajectory_analysis,Systematic grid approach adopted.,0.88,Curvature measurements consistent with hyperbolic geometry.,Curvature measurements inconsistent with theoretical predictions.,,Survey conducted during favorable conditions.
LS-0284,Survey LS-0284,form_catalog,Form census in Deep Attractor Zone,"BA-001,BA-005,BA-040,BA-010",925,925,43,3,0,0,0,1,Boundary Commission Lead,5,Boundary Commission,parallel_transport,Introduced confidence scoring system.,0.81,Discovered 43 previously undocumented forms.,Methodology questioned by Senate Survey.,,Limited access to Form census in Deep Attractor Zone due to restrictions.
LS-0285,Survey LS-0285,geodesic_trace,Geodesic paths through Outer Reaches,"BA-041,BA-010,BA-040,BA-031",932,932,5,0,0,2,7,0,Hern Tollis,1,Capital Philosophical Society,historical_reconstruction,Combined multiple measurement methods.,0.64,Anomalous readings near Dens-correlated zone.,Basin boundary disputed by independent researchers.,,Follow-up to earlier inconclusive results.
LS-0286,Survey LS-0286,form_catalog,Form census in Dens Adjacent Zone,"BA-009,BA-019,BA-043,BA-049,BA-018",925,925,33,2,0,0,0,0,Independent Scholar,3,Independent Scholar,trajectory_analysis,,0.68,"Identified new basin boundary at coordinates (0.17, 0.3).",Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0287,Survey LS-0287,geodesic_trace,Geodesic paths through Binary Region,"BA-035,BA-014,BA-032,BA-031",919,919,2,0,3,6,4,1,Senate Survey Director,3,Senate Survey,historical_reconstruction,Combined multiple measurement methods.,0.63,Basin depth measurement revised upward.,Results conflict with Year 927 survey.,,Standard survey protocol followed.
LS-0288,Survey LS-0288,targeted_basin,Basin BA-023 and immediate neighbors,BA-023,920,920,26,1,3,2,13,0,Hern Tollis,5,Capital Philosophical Society,boundary_mapping,Introduced confidence scoring system.,0.8,Saddle point SP-086 position confirmed.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0289,Year 929 Form Catalog Survey,form_catalog,Form census in Shallow Basin Region,BA-042,929,929,49,5,0,0,0,0,Hern Tollis,6,Senate Survey,parallel_transport,First use of parallel transport verification.,0.84,Saddle point SP-067 position confirmed.,Team disagreement over form classifications.,,Independent verification of Archive results.
LS-0290,Year 925 Form Catalog Survey,form_catalog,Form census in Central Grid,"BA-013,BA-034,BA-019",925,925,14,4,0,0,0,1,Esseny Moll,1,Densmok Evaluation Group,historical_reconstruction,First use of parallel transport verification.,0.75,New geodesic path documented connecting Septenary Basin to Five-Body Basin.,Basin boundary disputed by independent researchers.,,Survey conducted during favorable conditions.
LS-0291,Survey LS-0291,anomaly_investigation,Anomaly investigation near Shallow Basin Region,"BA-038,BA-002,BA-048",920,920,3,1,1,0,8,0,Boundary Commission Lead,4,Senate Survey,boundary_mapping,,0.67,Anomalous readings near Dens-correlated zone.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0292,Survey LS-0292,form_catalog,Form census in Quintic Region,"BA-045,BA-007,BA-038,BA-005,BA-031",925,925,20,2,0,0,0,0,T. Vells,2,Capital Philosophical Society,similarity_inference,Pioneered rapid-survey methodology.,0.62,Anomalous readings near Dens-correlated zone.,,,Survey conducted during favorable conditions.
LS-0293,Survey LS-0293,form_catalog,Form census in Shallow Basin Region,"BA-024,BA-001",922,922,80,2,0,0,0,0,T. Vells,6,Capital Philosophical Society,boundary_mapping,Systematic grid approach adopted.,0.84,No significant findings; survey confirmed previous work.,,"LS-0008,LS-0029",Follow-up to earlier inconclusive results.
LS-0294,Survey LS-0294,curvature_grid,Curvature grid covering Binary Region,"BA-013,BA-002,BA-001,BA-030",918,918,0,0,0,0,42,0,Morren Kast,4,Boundary Commission,historical_reconstruction,,0.81,Saddle point SP-042 position confirmed.,,"LS-0003,LS-0034,LS-0024",
LS-0295,Survey LS-0295,targeted_basin,Basin BA-022 and immediate neighbors,BA-022,922,922,22,1,4,5,14,0,Senate Survey Director,3,Senate Survey,form_triangulation,,0.79,New geodesic path documented connecting Quintic Basin to Breathing Hollow.,Survey terminated early due to funding constraints.,,Standard survey protocol followed.
LS-0296,Northern Morphospace Survey,comprehensive,"Full morphospace grid, focus on Deep Attractor Zone","BA-007,BA-032,BA-036,BA-004,BA-017,BA-001,BA-050,BA-023",932,932,27,6,13,11,46,0,Hern Tollis,6,Senate Survey,trajectory_analysis,,0.9,Saddle point SP-034 position confirmed.,,,Funded by Senate special appropriation.
LS-0297,Survey LS-0297,targeted_basin,Basin BA-031 and immediate neighbors,BA-031,931,931,22,1,3,0,8,0,Esseny Moll,3,Capital Philosophical Society,similarity_inference,,0.65,Anomalous readings near Dens-correlated zone.,,,Independent verification of Archive results.
LS-0298,Survey 0298,ridge_survey,Ridge system in Quintic Region,"BA-036,BA-021",919,919,0,0,11,0,12,0,Boundary Commission Lead,3,Capital Philosophical Society,boundary_mapping,Pioneered rapid-survey methodology.,0.64,Discovered 11 previously undocumented forms.,,LS-0035,Follow-up to earlier inconclusive results.
LS-0299,Survey 0299,targeted_basin,Basin BA-037 and immediate neighbors,BA-037,932,932,22,1,3,0,8,0,Independent Scholar,3,Boundary Commission,boundary_mapping,,0.78,"Identified new basin boundary at coordinates (-0.09, -0.27).",Team disagreement over form classifications.,,Survey conducted during favorable conditions.
LS-0300,Year 928 Geodesic Survey,geodesic_trace,Geodesic paths through Dens Adjacent Zone,"BA-010,BA-003,BA-048",928,928,3,0,2,6,3,1,K. Strand,2,Boundary Commission,form_triangulation,,0.69,Form stability higher than predicted in this region.,Methodology questioned by Boundary Commission.,,Funded by Senate special appropriation.
LS-0301,Survey LS-0301,curvature_grid,Curvature grid covering Quintic Region,"BA-011,BA-010",928,928,0,0,0,0,45,0,Morren Kast,3,Densmok Evaluation Group,form_triangulation,First use of parallel transport verification.,0.63,Basin depth measurement revised upward.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0302,Year 924 Ridge Survey,ridge_survey,Ridge system in Shallow Basin Region,"BA-022,BA-040,BA-003,BA-045,BA-029",924,924,0,0,6,0,16,0,Hern Tollis,3,Western Archive,similarity_inference,New saddle point detection technique.,0.62,Ridge position differs from Year 923 survey by 0.06 units.,Basin boundary disputed by independent researchers.,"LS-0023,LS-0005",
LS-0303,Survey LS-0303,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-032,BA-039,BA-029,BA-022,BA-004,BA-024,BA-028,BA-047,BA-044,BA-009",923,923,16,4,9,7,21,1,K. Strand,5,Independent Scholar,similarity_inference,Combined multiple measurement methods.,0.76,Curvature measurements consistent with hyperbolic geometry.,Team disagreement over form classifications.,,Survey conducted during favorable conditions.
LS-0304,Survey LS-0304,geodesic_trace,Geodesic paths through Western Boundary,BA-007,930,930,0,0,2,16,7,0,Lorn Creeth,4,Senate Survey,historical_reconstruction,First use of parallel transport verification.,0.77,Ridge drift measured at 0.002 units per decade.,Basin boundary disputed by independent researchers.,,Independent verification of Archive results.
LS-0305,Survey LS-0305,ridge_survey,Ridge system in Outer Reaches,"BA-005,BA-046",928,928,0,0,6,0,19,0,Boundary Commission Lead,3,Senate Survey,similarity_inference,Introduced confidence scoring system.,0.74,Anomalous readings near Dens-correlated zone.,,,Limited access to Ridge system in Outer Reaches due to restrictions.
LS-0306,Deep Attractor Zone Survey Year 928,ridge_survey,Ridge system in Deep Attractor Zone,"BA-028,BA-018,BA-001,BA-049,BA-016",928,928,0,0,8,0,9,1,Senate Survey Director,2,Densmok Evaluation Group,parallel_transport,,0.77,Confirmed 8 forms within Septenary Basin.,,,Independent verification of Archive results.
LS-0307,Survey LS-0307,ridge_survey,Ridge system in Central Grid,"BA-037,BA-039",919,919,0,0,13,0,21,0,C. Vells,3,Boundary Commission,trajectory_analysis,Developed improved triangulation method.,0.72,Basin depth measurement revised upward.,Basin boundary disputed by independent researchers.,"LS-0008,LS-0011",Follow-up to earlier inconclusive results.
LS-0308,Survey 0308,anomaly_investigation,Anomaly investigation near Quintic Region,"BA-001,BA-003",919,919,3,0,0,0,10,0,Esseny Moll,1,Western Archive,parallel_transport,Combined multiple measurement methods.,0.59,Anomalous readings near Dens-correlated zone.,Team disagreement over form classifications.,,Used improved instrumentation from Year 921.
LS-0309,Survey LS-0309,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-048,BA-020,BA-011,BA-047,BA-050,BA-010,BA-013,BA-008,BA-026,BA-019",932,932,4,0,2,1,5,1,Esseny Moll,1,Densmok Evaluation Group,historical_reconstruction,,0.49,Confirmed 4 forms within Septenary Basin.,Methodology questioned by Capital Philosophical Society.,,Funded by Senate special appropriation.
LS-0310,Survey 0310,anomaly_investigation,Anomaly investigation near Central Grid,"BA-043,BA-046",925,925,3,1,0,2,16,0,Vanis Trem,3,Western Archive,similarity_inference,New saddle point detection technique.,0.57,Saddle point SP-089 position confirmed.,Team disagreement over form classifications.,,Part of multi-year mapping initiative.
LS-0311,Survey 0311,ridge_survey,Ridge system in Central Grid,"BA-010,BA-006,BA-023,BA-003,BA-036",929,929,0,0,7,0,19,0,Vanis Trem,3,Senate Survey,historical_reconstruction,Developed improved triangulation method.,0.61,Form stability higher than predicted in this region.,Results conflict with Year 926 survey.,,Funded by Senate special appropriation.
LS-0312,Survey LS-0312,curvature_grid,Curvature grid covering Ridge Network,"BA-008,BA-041,BA-036,BA-007",919,919,0,0,0,0,34,0,C. Vells,2,Independent Scholar,form_triangulation,,0.63,Discovered 1 previously undocumented forms.,Team disagreement over form classifications.,LS-0031,Independent verification of Archive results.
LS-0313,Survey LS-0313,geodesic_trace,Geodesic paths through Binary Region,"BA-035,BA-003,BA-023",930,930,5,0,1,4,3,0,K. Strand,1,Densmok Evaluation Group,parallel_transport,Systematic grid approach adopted.,0.62,Form stability higher than predicted in this region.,Basin boundary disputed by independent researchers.,,Limited access to Geodesic paths through Binary Region due to restrictions.
LS-0314,Survey LS-0314,form_catalog,Form census in Ridge Network,BA-044,918,919,48,1,0,0,0,0,Vanis Trem,2,Capital Philosophical Society,similarity_inference,First use of parallel transport verification.,0.86,Saddle point SP-047 position confirmed.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0315,Survey LS-0315,geodesic_trace,Geodesic paths through Shallow Basin Region,"BA-020,BA-005",927,927,4,0,2,9,9,0,Esseny Moll,4,Boundary Commission,similarity_inference,Systematic grid approach adopted.,0.62,Discovered 4 previously undocumented forms.,Curvature measurements inconsistent with theoretical predictions.,"LS-0025,LS-0012",Limited access to Geodesic paths through Shallow Basin Region due to restrictions.
LS-0316,Survey 0316,ridge_survey,Ridge system in Tension Territory,"BA-001,BA-007",918,918,0,0,8,0,24,0,Morren Kast,3,Boundary Commission,historical_reconstruction,First use of parallel transport verification.,0.67,Basin depth measurement revised upward.,,,Training survey for new team members.
LS-0317,Survey LS-0317,targeted_basin,Basin BA-039 and immediate neighbors,BA-039,923,923,15,1,2,0,4,0,Archive Survey Team,2,Capital Philosophical Society,parallel_transport,New saddle point detection technique.,0.74,Ridge position differs from Year 930 survey by 0.08 units.,,,Standard survey protocol followed.
LS-0318,Survey LS-0318,ridge_survey,Ridge system in Tension Territory,"BA-021,BA-047,BA-009,BA-050",930,930,0,0,8,0,8,0,Lorn Creeth,2,Densmok Evaluation Group,historical_reconstruction,Combined multiple measurement methods.,0.6,"Identified new basin boundary at coordinates (-0.36, 0.35).",Team disagreement over form classifications.,,Limited access to Ridge system in Tension Territory due to restrictions.
LS-0319,Survey LS-0319,anomaly_investigation,Anomaly investigation near Central Grid,"BA-033,BA-029",924,924,2,1,0,2,14,0,C. Vells,2,Densmok Evaluation Group,parallel_transport,,0.54,No significant findings; survey confirmed previous work.,Basin boundary disputed by independent researchers.,,Survey conducted during favorable conditions.
LS-0320,Shallow Basin Region Survey Year 921,form_catalog,Form census in Dens Adjacent Zone,"BA-047,BA-028,BA-040,BA-019,BA-015",921,921,56,4,0,0,0,0,Senate Survey Director,4,Senate Survey,historical_reconstruction,First use of parallel transport verification.,0.85,"Identified new basin boundary at coordinates (0.49, -0.1).",,LS-0024,Funded by Senate special appropriation.
LS-0321,Survey LS-0321,ridge_survey,Ridge system in Ridge Network,"BA-030,BA-034,BA-012,BA-031,BA-048",932,932,0,0,3,0,9,0,Boundary Commission Lead,1,Capital Philosophical Society,historical_reconstruction,Introduced confidence scoring system.,0.64,Ridge position differs from Year 929 survey by 0.08 units.,,,Used improved instrumentation from Year 927.
LS-0322,Survey LS-0322,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-034,BA-047,BA-026,BA-017,BA-019,BA-043,BA-041,BA-045,BA-027,BA-001,BA-010",923,923,12,2,3,3,21,0,Morren Kast,3,Boundary Commission,parallel_transport,First use of parallel transport verification.,0.79,Form stability higher than predicted in this region.,Curvature measurements inconsistent with theoretical predictions.,,Standard survey protocol followed.
LS-0323,Survey LS-0323,curvature_grid,Curvature grid covering Ridge Network,"BA-006,BA-034",920,920,0,0,0,0,51,0,C. Vells,3,Independent Scholar,trajectory_analysis,New saddle point detection technique.,0.7,Confirmed 1 forms within Triad Basin.,Methodology questioned by Capital Philosophical Society.,"LS-0001,LS-0022,LS-0018",Used improved instrumentation from Year 928.
LS-0324,Survey 0324,geodesic_trace,Geodesic paths through Binary Region,"BA-027,BA-031,BA-042",926,926,4,0,1,4,4,1,Boundary Commission Lead,2,Densmok Evaluation Group,trajectory_analysis,,0.56,Saddle point SP-024 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Limited access to Geodesic paths through Binary Region due to restrictions.
LS-0325,Survey 0325,curvature_grid,Curvature grid covering Deep Attractor Zone,"BA-042,BA-020,BA-014,BA-004,BA-028",920,920,0,0,0,0,8,0,Boundary Commission Lead,1,Capital Philosophical Society,form_triangulation,First use of parallel transport verification.,0.64,No significant findings; survey confirmed previous work.,Curvature measurements inconsistent with theoretical predictions.,,Independent verification of Archive results.
LS-0326,Survey LS-0326,comprehensive,"Full morphospace grid, focus on Shallow Basin Region","BA-022,BA-044,BA-048,BA-027,BA-006,BA-012,BA-037",924,924,9,1,2,2,12,3,Hern Tollis,2,Densmok Evaluation Group,similarity_inference,Systematic grid approach adopted.,0.5,No significant findings; survey confirmed previous work.,,,Training survey for new team members.
LS-0327,Survey LS-0327,targeted_basin,Basin BA-044 and immediate neighbors,BA-044,926,926,12,1,2,5,11,0,Archive Survey Team,3,Densmok Evaluation Group,form_triangulation,,0.8,New geodesic path documented connecting Septenary Basin to Breathing Hollow.,Basin boundary disputed by independent researchers.,,Part of multi-year mapping initiative.
LS-0328,Survey 0328,form_catalog,Form census in Shallow Basin Region,"BA-039,BA-022,BA-020,BA-006,BA-004",931,932,23,4,0,0,0,0,Esseny Moll,2,Capital Philosophical Society,parallel_transport,First use of parallel transport verification.,0.76,Anomalous readings near Dens-correlated zone.,,,Part of multi-year mapping initiative.
LS-0329,Northern Morphospace Survey Year 927,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-030,BA-010,BA-044,BA-013,BA-032,BA-026,BA-015,BA-034,BA-029",927,927,12,2,5,3,15,1,T. Vells,3,Boundary Commission,boundary_mapping,New saddle point detection technique.,0.93,Discovered 12 previously undocumented forms.,Results conflict with Year 920 survey.,,"Limited access to Full morphospace grid, focus on Quintic Region due to restrictions."
LS-0330,Survey LS-0330,anomaly_investigation,Anomaly investigation near Central Grid,"BA-004,BA-009,BA-048,BA-033,BA-017",921,921,2,1,2,0,16,0,Vanis Trem,1,Independent Scholar,form_triangulation,New saddle point detection technique.,0.61,"Identified new basin boundary at coordinates (-0.49, -0.28).",,,Funded by Senate special appropriation.
LS-0331,Northern Morphospace Survey Year 931,curvature_grid,Curvature grid covering Dens Adjacent Zone,"BA-008,BA-033,BA-021",931,931,0,0,0,0,26,0,Archive Survey Team,2,Independent Scholar,trajectory_analysis,Systematic grid approach adopted.,0.73,"Identified new basin boundary at coordinates (-0.26, 0.18).",Results conflict with Year 929 survey.,,Training survey for new team members.
LS-0332,Survey LS-0332,curvature_grid,Curvature grid covering Outer Reaches,"BA-013,BA-006,BA-028,BA-045",928,928,0,0,0,0,16,1,Senate Survey Director,1,Western Archive,similarity_inference,First use of parallel transport verification.,0.52,Anomalous readings near Dens-correlated zone.,Results conflict with Year 924 survey.,"LS-0029,LS-0022,LS-0002",Training survey for new team members.
LS-0333,Survey LS-0333,anomaly_investigation,Anomaly investigation near Outer Reaches,"BA-047,BA-005,BA-028,BA-037,BA-023",929,930,1,1,1,1,13,0,K. Strand,3,Independent Scholar,boundary_mapping,Pioneered rapid-survey methodology.,0.64,Ridge position differs from Year 919 survey by 0.01 units.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0334,Northern Morphospace Survey Year 920,form_catalog,Form census in Binary Region,"BA-023,BA-025,BA-010,BA-035,BA-030",920,920,24,5,0,0,0,0,Lorn Creeth,2,Densmok Evaluation Group,trajectory_analysis,Systematic grid approach adopted.,0.8,Basin depth measurement revised upward.,,,Funded by Senate special appropriation.
LS-0335,Survey LS-0335,anomaly_investigation,Anomaly investigation near Outer Reaches,"BA-007,BA-023,BA-033",921,921,1,1,2,0,16,0,Hern Tollis,2,Densmok Evaluation Group,boundary_mapping,,0.58,Anomalous readings near Dens-correlated zone.,Curvature measurements inconsistent with theoretical predictions.,,Survey conducted during favorable conditions.
